sleeper_id,full_name,position,fantasy_positions,active,status,team,injury_status,years_exp,gsis_id
5350,Chris Campbell,CB,DB,True,Active,,,4.0,00-0034685
3563,Steve Longa,OLB,LB,True,Active,,,6.0,00-0032470
3073,Chip Kelly,,,False,Inactive,,,0.0,
13079,Jahdae Walker,WR,WR,True,Active,CHI,,1.0,
8115,Jalen Wydermyer,TE,TE,True,Active,,,1.0,
5452,J.T. Gray,DB,DB,True,Active,,,8.0,00-0034116
6248,Trevion Thompson,WR,WR,True,Active,,,3.0,00-0035438
11779,Tarheeb Still,DB,DB,True,Active,LAC,,2.0,
8929,Nate Wieland,LB,LB,True,Active,,,1.0,
844,Akeem Ayers,LB,LB,False,Inactive,,,9.0,00-0027977
2134,Carl Bradford,ILB,LB,False,Inactive,,,8.0,00-0031058
3386,Thomas Duarte,TE,TE,False,Inactive,,,6.0,00-0033061
394,Darrius Heyward-Bey,WR,WR,False,Inactive,,,13.0,00-0026983
1707,Spencer Lanning,P,P,False,Inactive,,,9.0,
12143,Bayron Matos,OL,OL,True,Active,,,2.0,
2235,Mitchell VanDyk,OT,OL,False,Inactive,,,1.0,
1136,Jack Crawford,DT,DL,True,Active,,,10.0,00-0029627
7265,Zack Johnson,OL,OL,True,Active,,,5.0,
7349,Tyrique McGhee,DB,DB,True,Active,,,2.0,
3409,Beniquez Brown,OLB,LB,True,Active,,,9.0,
13378,Dante McClellan,LB,LB,True,Active,,,0.0,
569,Jared Veldheer,OT,OL|OT,True,Active,,,14.0,00-0027674
2824,Donteea Dye,WR,WR,False,Inactive,,,5.0,00-0032008
13047,Jacardia Wright,RB,RB,True,Active,SEA,,1.0,
4508,Gabe Marks,WR,WR,True,Active,,,5.0,
12820,Landon Parker,WR,WR,True,Active,,,1.0,
13254,Nate Matlack,DE,DL,True,Active,,,1.0,
4957,Moubarak Djeri,DE,DL,True,Active,,,4.0,
11211,Kadeem Telfort,T,,True,Active,,,3.0,
11505,David Durden,WR,WR,True,Active,,,1.0,
13318,Noah Thomas,WR,WR,True,Active,CIN,,0.0,
298,Lawrence Timmons,LB,LB,False,Inactive,,,13.0,
2911,Justin Manton,K,K,True,Active,,,10.0,
8558,Drew Hartlaub,DB,DB,True,Active,,,1.0,
5911,Jalen Hurd,WR,WR,True,Active,,,4.0,00-0034971
6232,Jalin Burrell,CB,DB,True,Active,,,3.0,
4986,Kolton Miller,T,OL|OT,True,Active,LV,,8.0,00-0034759
13526,Parker Brailsford,C,,True,Active,CLE,Questionable,0.0,
195,Courtney Roby,WR,WR,False,Inactive,,,8.0,
BAL,Baltimore Ravens,DEF,DEF,True,,BAL,,,
13866,Luke Basso,LS,LS,True,Active,DEN,,0.0,
1242,Bruce Irvin,LB,DL|LB,True,Active,,,12.0,00-0029193
4302,Quincy Mauger,SS,DB,True,Active,,,5.0,00-0033232
13380,Brenen Thompson,WR,WR,True,Active,LAC,Questionable,0.0,
6214,Quincy Williams,LB,LB,True,Active,CLE,,7.0,00-0035680
1844,Tyler Ott,LS,LS,True,Active,WAS,,12.0,00-0031156
13939,Gabriel Benyard,WR,WR,True,Active,,,0.0,
8067,Jovan Swann,DE,DL,True,Active,,,1.0,
6382,Tito Odenigbo,DT,DL,True,Active,,,3.0,00-0035110
3650,Maurice Harris,WR,WR,False,Inactive,,,6.0,00-0032362
2944,Matt LaCosse,TE,TE,True,Active,NE,,7.0,00-0031744
12145,Andrew Meyer,C,OL,True,Active,MIA,,2.0,
1815,Kenny Ladler,FS,DB,True,Active,,,8.0,00-0030908
3036,Matt Lengel,TE,TE,True,Active,,,7.0,00-0031788
12636,Que Robinson,LB,LB,True,Active,DEN,,1.0,
4041,Jay Gruden,,,False,Inactive,,,0.0,
6343,Manny Wilkins,QB,QB,True,Active,,,3.0,00-0035077
6078,Nick Natour,G,OL,True,Inactive,,,0.0,
5691,Mike Ford,DB,DB,True,Active,ATL,,8.0,00-0034639
5132,Steven Mitchell,WR,WR,True,Inactive,,,4.0,00-0034081
6993,Dominick Wood-Anderson,TE,TE,True,Active,,,2.0,
12082,Jalen Sundell,C,OT,True,Active,SEA,,2.0,
345,Brian Hoyer,QB,QB,True,Active,,,15.0,00-0026625
7214,Calvin Taylor,DE,DL,True,Active,,,2.0,
128,Vincent Jackson,WR,WR,False,Inactive,,,15.0,
8369,Chance Campbell,LB,LB,True,Active,PHI,,4.0,
3919,Mike Zimmer,,,False,Inactive,,,0.0,
6226,Rashard Causey,CB,DB,True,Active,,,3.0,00-0035197
6025,Mike Jackson,CB,DB,True,Active,CAR,,7.0,00-0035277
6820,Clyde Edwards-Helaire,RB,RB,True,Active,,,6.0,
13724,Daylan Carnell,DB,DB,True,Active,,,0.0,
7252,Elijah Benton,DB,DB,True,Active,,,2.0,
7008,Brian Lewerke,QB,QB,True,Active,,,2.0,
14001,Julius Davis,RB,RB,True,Active,,,0.0,
700,Josh Wilson,CB,DB,False,Inactive,,,13.0,
13400,Justin Joly,TE,TE,True,Active,MIA,,0.0,
2642,Houston Bates,LB,LB,False,Physically Unable to Perform,,,5.0,
907,Josh Thomas,CB,DB,False,Inactive,,,9.0,
5169,Malik Earl,WR,WR,True,Active,,,4.0,
11757,Edefuan Ulofoshio,LB,LB,True,Active,CLE,IR,2.0,
8462,Luke Fortner,G,OL,True,Active,CAR,,4.0,
11931,Austin Reed,QB,QB,True,Active,,,2.0,
7713,Jaelon Darden,WR,WR,True,Active,,,4.0,
12333,Dakereon Joyner,WR,WR,True,Active,,,1.0,
8363,Jack Sanborn,LB,LB,True,Active,CHI,,4.0,
4933,Anthony McMeans,G,OL,True,Active,LAR,,1.0,
11972,Isaiah Iton,DL,DL,True,Inactive,NE,IR,2.0,
1168,Adam Gettis,G,OL,False,Inactive,,,10.0,00-0029139
840,Corbin Bryant,DT,DL,False,Injured Reserve,,,9.0,
7731,Jay Tufele,DT,DL,True,Active,,,5.0,
8291,Myjai Sanders,DL,DL,True,Active,,,2.0,
4784,Levonte Whitfield,WR,WR,False,Inactive,,NA,0.0,
929,Davon House,CB,DB,False,Injured Reserve,,,11.0,00-0028069
2100,Silas Redd,RB,RB,False,Inactive,,,3.0,
4915,Michael Coe,CB,DB,True,Active,DAL,,1.0,
4666,Younghoe Koo,K,K,True,Active,,,9.0,00-0033702
5092,Troy Fumagalli,TE,TE,True,Active,,,6.0,00-0034393
4858,Ken Norton Jr.,,,False,Inactive,,,0.0,
2197,Brandin Cooks,WR,WR,True,Active,,,12.0,00-0031236
645,Dwan Edwards,DT,DL,False,Inactive,,,16.0,
1676,Ja'Gared Davis,ILB,LB,False,Inactive,,,2.0,
1718,Derek Carrier,TE,TE,True,Active,,,10.0,00-0029119
13340,Rueben Bain,DL,DL|LB,True,Active,TB,Questionable,0.0,
948,Cliff Matthews,DT,DL,False,Inactive,,,5.0,
3092,Sashi Brown,,,False,Inactive,,,0.0,
3873,Ben Roberts,WR,WR,False,Inactive,,,0.0,
3623,Vontarrius Dora,OLB,LB,True,Active,,,6.0,00-0032484
6236,Travon McMillian,RB,RB,True,Active,,,3.0,00-0035212
12050,Dee Williams,DB,DB,True,Active,,,2.0,
5870,Daniel Jones,QB,QB,True,Active,IND,,7.0,00-0035710
457,Colin Cole,DT,DL,False,Inactive,,,17.0,
1941,Jason Ankrah,OLB,LB,False,Inactive,,,1.0,
12565,Will Johnson,DB,DB,True,Active,ARI,Questionable,1.0,
8905,Travis Koontz,TE,TE,True,Active,,,1.0,
12437,Landon Honeycutt,LB,LB,True,Active,,,1.0,
12373,Peter LeBlanc,WR,WR,True,Active,,,1.0,
11138,Samuel Jackson,OL,OL,True,Active,,,2.0,
8385,George Karlaftis,DL,DL,True,Active,KC,,4.0,
5290,Deontay Burnett,WR,WR,True,Active,,,6.0,00-0034653
11330,Rejzohn Wright,CB,DB,True,Inactive,NO,IR,3.0,
297,Eddie Royal,WR,WR,False,Inactive,,,12.0,
4486,David Talley,OLB,LB,True,Active,,,5.0,
1394,Sean Porter,OLB,LB,False,Inactive,,,9.0,
4782,Jake Simonich,C,OL,True,Active,,,5.0,
2463,Jesse James,TE,TE,True,Active,,,8.0,00-0032135
4723,Justin Thomas,WR,DB|WR,False,Active,,,0.0,
13524,Justin Jefferson,LB,LB,True,Active,CLE,,0.0,
7301,Tershawn Wharton,DT,DL,True,Active,CAR,PUP,6.0,
13421,Eli Raridon,TE,TE,True,Active,NE,,0.0,
12250,Riley Sharp,TE,TE,True,Active,,,1.0,
11976,Tre Colbert,DL,DL,True,Active,,,1.0,
8785,Cal Adomitis,LS,LS,True,Active,,,4.0,
2139,Adrian Hubbard,OLB,LB,False,Inactive,,,1.0,
8347,Eyioma Uwazurike,DL,DL,True,Active,DEN,,4.0,
6750,Logan Tago,LB,LB,True,Inactive,,NA,3.0,
8882,Nijuel Hill,DB,DB,True,Active,,,1.0,
4555,Andy Phillips,K,K,True,Active,,,5.0,
6119,Devin White,LB,LB,True,Active,DET,,7.0,00-0035707
3568,Marken Michel,WR,WR,True,Active,,,7.0,00-0032609
5594,Jamar Summers,FS,DB,True,Active,,,4.0,00-0034324
6306,Patrick Mekari,OL,LB|OL,True,Active,JAX,IR,7.0,00-0035112
4625,Hunter Dimick,OLB,LB,True,Active,,,5.0,00-0033686
3435,Chase Farris,G,OL,True,Active,,,6.0,
5322,James Looney,TE,TE,True,Active,,,4.0,00-0034284
8878,Jared Scott,TE,TE,True,Active,,,2.0,
8792,Ben Petrula,T,,False,Inactive,,,4.0,
14016,DQ Smith,DB,DB,True,Active,,,0.0,
550,Jerry Hughes,DE,DL,True,Active,,,15.0,00-0027881
4214,Shelton Gibson,WR,WR,True,Active,,,5.0,00-0033573
2391,David Johnson,RB,RB,True,Active,,,8.0,00-0032187
6782,Chase Young,DE,DL,True,Active,NO,,6.0,
8044,Isaiah Dunn,DB,DB,True,Inactive,,Questionable,4.0,
6616,Iseoluwapo Jegede,NT,DL,True,Active,,,3.0,00-0035027
7064,Darrynton Evans,RB,RB,True,Inactive,,,5.0,
1143,Kendall Reyes,DE,DL,False,Inactive,,,8.0,00-0029256
124,Josh Sitton,G,OL,False,Injured Reserve,,,14.0,00-0026275
8327,Amare Barno,DL,DL,True,Active,,Questionable,3.0,
11988,Judge Culpepper,DT,DL,True,Active,,,1.0,
12999,Malik Dixon-Williams,DB,DB,True,Active,,,1.0,
3226,Cody Whitehair,OL,OL,True,Active,,,9.0,00-0032768
14044,Miles Davis,RB,RB,True,Active,,,0.0,
389,Matt Cassel,QB,QB,False,Inactive,,,17.0,00-0023662
12205,Jalen Cunningham,OG,OG,True,Active,,,1.0,
7088,Xavier Jones,RB,RB,True,Active,,,2.0,
11999,Keaton Bills,OL,OL,True,Active,,,1.0,
3693,John Weidenaar,OT,OL,False,Inactive,,,0.0,
7816,Jason Pinnock,CB,DB,True,Active,NYG,,5.0,
13688,Jordan Crook,LB,LB,True,Active,,,0.0,
615,Charles Brown,T,OL,False,Inactive,,,10.0,
418,Louis Delmas,FS,DB,False,Inactive,,,6.0,
5348,Kyzir White,LB,LB,True,Active,,,8.0,00-0034375
8474,Luke Wattenberg,OL,OL,True,Active,DEN,Questionable,4.0,
13832,Ben Mann,LS,LS,True,Active,NYG,,0.0,
3007,Avius Capers,WR,WR,False,Inactive,,,1.0,
5844,T.J. Hockenson,TE,TE,True,Active,MIN,,7.0,00-0035229
3920,Harvey Binford,WR,WR,True,Inactive,,,6.0,
2296,Terrance Parks,SS,DB,False,Inactive,,,10.0,
2835,Paul Lasike,RB,RB,False,Inactive,,,7.0,
2135,Ha Ha Clinton-Dix,DB,DB,True,Active,DEN,,8.0,00-0031333
493,Dan Skuta,LB,LB,False,Inactive,,,11.0,
12961,Ryan Fitzgerald,K,K,True,Active,CAR,,1.0,
11947,Austin Jones,RB,RB,True,Active,,,1.0,
11254,Micah Baskerville,LB,LB,True,Active,,,2.0,
154,Tarvaris Jackson,QB,QB,False,Inactive,,,14.0,
5963,Nate Herbig,G,OG|OL,True,Active,,,6.0,00-0035383
10955,Chad Ryland,K,K,True,Active,ARI,,3.0,
2088,Andre Williams,RB,RB,False,Inactive,,,6.0,
4710,Gio Pascascio,WR,WR,True,Active,,,5.0,
1682,Cierre Wood,RB,RB,False,Inactive,,,7.0,
12529,TreVeyon Henderson,RB,RB,True,Active,NE,Questionable,1.0,
7385,Christian Angulo,DB,DB,True,Active,,,2.0,
1355,Don Jones,FS,DB,False,Inactive,,,7.0,
565,Tony Moeaki,TE,TE,False,Inactive,,,10.0,
14024,Bangally Kamara,LB,LB,True,Active,MIN,,0.0,
13795,Vincent Anthony,DE,DL,True,Active,SF,,0.0,
4716,Dan Skipper,T,OL|OT,True,Active,,,9.0,00-0033863
4313,Jake Eldrenkamp,OL,OG|OL,True,Active,HOU,,5.0,00-0033245
11356,Bralen Trahan,DB,DB,True,Active,,,1.0,
3826,Nick Ritcher,G,OL,False,Inactive,,,0.0,
12411,Nathan Pickering,DT,DL,True,Active,,,1.0,
7188,Tyler Hall,DB,DB,True,Active,,,6.0,
13174,Cooper McDonald,LB,LB,True,Active,KC,,1.0,
6977,Justin Strnad,LB,LB,True,Active,DEN,,6.0,
1288,Lawrence Guy,DT,DL,True,Active,,,13.0,00-0028171
980,Colin Kaepernick,QB,QB,False,Inactive,,,11.0,
3664,J.D. McKissic,RB,RB,True,Inactive,,,7.0,00-0032602
3130,John Defilippo,,,False,Inactive,,,0.0,
6193,Cole Murphy,K,K,True,Active,,,3.0,
4580,Dante Barnett,FS,DB,True,Active,,,5.0,
7933,Alex Kessman,K,K,True,Active,CAR,,1.0,
12017,Clayton Isbell,DB,DB,True,Active,,,1.0,
6733,DeJuan Neal,DB,DB,True,Active,,,4.0,
4127,C.J. Beathard,QB,QB,True,Active,,,9.0,00-0033936
2612,Ronald Martin,SS,DB,False,Inactive,,,7.0,00-0031895
12351,Julius Wilkerson,LB,LB,True,Active,,,1.0,
13431,Miles Kitselman,TE,TE,True,Inactive,,Questionable,0.0,
13310,Miller Moss,QB,QB,True,Active,,,0.0,
7295,Ross Matiscik,LS,LS,True,Active,JAX,,6.0,
7306,Hakeem Bailey,CB,DB,True,Active,,,2.0,
12615,Omarr Norman-Lott,DT,DL,True,Active,KC,PUP,1.0,
1017,Tom Johnson,DT,DL,False,Injured Reserve,,,16.0,00-0024030
4399,Eric Smith,T,OL|OT,True,Active,,,6.0,00-0033414
11101,Maxwell Worship,LB,LB,True,Active,,,1.0,
3095,Mike Mularkey,,,False,Inactive,,,0.0,
12913,J.J. Jones,WR,WR,True,Active,,,0.0,
6521,Jalen Harvey,DB,DB,True,Active,,,3.0,00-0035091
11740,Brandon Dorlus,DE,DL,True,Active,ATL,,2.0,
6840,Damon Arnette,CB,DB,True,Active,,,5.0,
1070,Trevor Robinson,C,OL,False,Inactive,,,8.0,
7181,Sailosi Latu,DT,DL,True,Inactive,,,2.0,
12396,Shaun Peterson,DE,DL,True,Active,,,1.0,
3058,Joe Philbin,,,False,Inactive,,,0.0,
613,Brandon LaFell,WR,WR,False,Inactive,,,12.0,00-0027681
7889,Jerry Jacobs,CB,DB,True,Active,,,3.0,
3743,Morgan Fox,DE,DL|LB,True,Active,,,9.0,00-0032671
682,Darrel Young,FB,RB,False,Inactive,,,11.0,
12067,Briason Mays,C,OL,True,Active,,,1.0,
6207,Jordan Martin,SS,DB,True,Active,,,3.0,
6053,Jesse Burkett,C,OL,True,Inactive,,,0.0,
430,Phil Loadholt,OT,OL,False,Inactive,,,8.0,
5957,Isaac Nauta,TE,TE,True,Inactive,GB,,3.0,00-0035539
7601,Rondale Moore,WR,WR,False,Active,,,5.0,
10977,Jordan McFadden,OL,OL,True,Active,CHI,,3.0,
8704,Jaylan Alexander,LB,LB,True,Active,,,1.0,
611,Jimmy Clausen,QB,QB,False,Inactive,,,10.0,
6326,Trevon Sanders,NT,DL,True,Active,,,3.0,00-0035509
5891,Yodny Cajuste,OL,OL,True,Active,,Questionable,7.0,00-0035252
13290,Jalen Moss,WR,WR,True,Active,,,0.0,
367,Jared Cook,TE,TE,True,Active,,,13.0,00-0027061
3576,Reid Ferguson,LS,LS,True,Active,BUF,,10.0,00-0032497
13154,Marcus Major,RB,RB,True,Active,,,1.0,
4630,I'Tavius Mathers,RB,RB,True,Active,,,5.0,
960,Allen Bradford,LB,LB,False,Inactive,,,9.0,
6792,Javon Kinlaw,DT,DL,True,Active,WAS,,6.0,
7957,Jon Rhattigan,LB,LB,True,Active,,,5.0,
5196,Ethan Wolf,TE,TE,True,Active,,,4.0,00-0034672
4902,Chad O'Shea,,,True,Inactive,,,0.0,
3231,James Bradberry,CB,DB,True,Active,,,9.0,00-0032890
13268,Elijah Sarratt,WR,WR,True,Active,BAL,,0.0,
1650,Cameron Marshall,RB,RB,False,Inactive,,,1.0,
12535,Isaac TeSlaa,WR,WR,True,Active,DET,,1.0,
8738,Dion Novil,DT,DL,True,Active,,,1.0,
5562,Skyler Phillips,C,OL,True,Active,,,4.0,00-0034241
5170,Phillip Lindsay,RB,RB,True,Active,,,4.0,00-0034109
6790,D'Andre Swift,RB,RB,True,Active,CHI,Questionable,6.0,
2034,Gabe Jackson,G,OG|OL,True,Active,,,10.0,00-0031367
7467,Blake Gillikin,P,P,True,Active,ARI,Questionable,6.0,
8552,Rayshad Nichols,DT,DL,True,Active,,,2.0,
2808,Jacob Hagen,FS,DB,True,Active,,,7.0,
6830,Jason Strowbridge,DE,DL,True,Active,,,2.0,
2409,James Sample,FS,DB,False,Inactive,,,5.0,
5739,Afolabi Laguda,FS,DB,True,Active,,,4.0,00-0034734
11731,Malik Mustapha,DB,DB,True,Active,SF,Questionable,2.0,
6146,Kaden Smith,TE,TE,True,Inactive,,,4.0,00-0034988
4334,Jerry Ugokwe,OT,OL,True,Active,,,5.0,00-0033273
5606,Gaelin Elmore,DE,DL,True,Active,,,4.0,
4685,Roubbens Joseph,OT,OL,True,Active,,,5.0,00-0033827
1763,Greg Orton,WR,WR,False,Inactive,,,1.0,
1373,Geno Smith,QB,QB,True,Active,NYJ,,13.0,00-0030565
7162,Ryan Becker,TE,TE,True,Active,,,2.0,
12491,Corey Kiner,RB,RB,True,Active,NE,,1.0,
2068,Tyler Patmon,CB,DB,False,Inactive,,,8.0,00-0031276
7150,Chris Jackson,DB,DB,True,Active,,,3.0,
13901,Anthony Dunn,DE,DL,True,Active,,,0.0,
6720,John Yarbrough,C,OL,True,Active,,,3.0,
2475,D.J. Alexander,LB,LB,True,Active,,,7.0,00-0031950
8297,Jeremiah Moon,LB,LB,True,Active,,,4.0,
6358,Kahlil Lewis,WR,WR,True,Active,,,3.0,00-0035200
7804,Marlon Tuipulotu,DT,DL,True,Active,,,5.0,
4608,T.J. Daniel,DE,DL,True,Active,,,5.0,
8639,Shabari Davis,CB,DB,True,Active,,,1.0,
8709,Mike Caliendo,G,OL,True,Active,KC,,4.0,
13704,Riley Mahlman,OT,OT,True,Active,ATL,,0.0,
6768,Tua Tagovailoa,QB,QB,True,Active,ATL,,6.0,
2828,Erick Dargan,S,DB,True,Active,,,10.0,
6130,Devin Singletary,RB,RB,True,Active,NYG,,7.0,00-0035250
5187,Mike Hughes,NT,DL,False,Inactive,,NA,4.0,00-0034517
1545,Desmond Trufant,CB,DB,True,Active,,,9.0,00-0030562
3531,Marshaun Coprich,RB,RB,True,Active,,,9.0,
11414,Raiqwon O'Neal,OT,OT,True,Active,,,2.0,
12276,RJ Mobley,WR,WR,True,Active,,,1.0,
5424,Tony Brown,DB,DB,True,Active,,,7.0,00-0034540
5004,Ito Smith,RB,RB,True,Active,DAL,,4.0,00-0034378
11795,Jaden Crumedy,DT,DL,True,Active,GB,,2.0,
2087,Jordan Stanton,DE,DL,False,Inactive,,,1.0,
2479,Deiontrez Mount,LB,LB,False,Inactive,,,5.0,00-0032114
4923,Rushel Shell,RB,RB,True,Active,,,5.0,
7642,Jaycee Horn,CB,DB,True,Active,CAR,,5.0,
12356,Jabari Small,RB,RB,True,Active,,,2.0,
12955,Sebastian Castro,DB,DB,True,Active,PIT,,1.0,
13826,Caullin Lacy,WR,WR,True,Inactive,,Questionable,0.0,
6904,Jalen Hurts,QB,QB,True,Active,PHI,,6.0,
2450,Brett Hundley,QB,QB,True,Active,,,8.0,00-0031589
4797,Josh Rounds,RB,RB,True,Active,,,5.0,
13905,Omari Evans,WR,WR,True,Active,KC,,0.0,
11869,Robert Kennedy,DB,DB,True,Active,,,1.0,
3438,Trevor Williams,CB,DB,True,Inactive,,,6.0,00-0032916
1321,Mike Brown,WR,WR,False,Inactive,,,3.0,
6432,Otaro Alaka,LB,LB,True,Active,,,3.0,00-0035103
6976,Zach Shackelford,C,OL,True,Active,,,2.0,
1135,Christo Bilukidi,DT,DL,False,Inactive,,,8.0,
13021,Desmond Igbinosun,DB,DB,True,Active,,,1.0,
8054,Daniel Archibong,DT,DL,True,Active,,,1.0,
2564,Duron Carter,WR,WR,False,Inactive,,,1.0,
7515,Sergio Castillo,K,K,True,Active,,,8.0,
648,Brandon Marshall,WR,WR,False,Inactive,,,16.0,00-0024334
5053,Alex Cappa,G,OG|OL,True,Active,,,8.0,00-0034678
13284,Dylan Devezin,RB,RB,True,Active,,,0.0,
7118,Danny Pinter,G,OL,True,Inactive,BAL,IR,6.0,
3535,Shaq Petteway,ILB,LB,True,Active,,,9.0,
13571,Brandon Cleveland,DT,DL,True,Active,LV,,0.0,
1371,Dee Milliner,CB,DB,False,Inactive,,,7.0,
5626,Bunmi Rotimi,DE,DL,True,Inactive,,,4.0,
3749,Kache Palacio,ILB,LB,False,Inactive,,,6.0,
454,Chris Ogbonnaya,RB,RB,False,Inactive,,,5.0,
7105,Ramiz Ahmed,K,K,True,Active,,,4.0,
1505,Josh Lenz,WR,WR,False,Inactive,,,1.0,
7097,Tra Barnett,RB,RB,False,Inactive,,NA,0.0,
4495,J.R. Nelson,CB,DB,True,Inactive,,,5.0,
5221,Mike McCray,OLB,LB,True,Active,,,4.0,
7538,Zach Wilson,QB,QB,True,Active,NO,,5.0,
2769,Larry Pinkard,WR,WR,False,Inactive,,,7.0,
646,Karlos Dansby,LB,LB,False,Inactive,,,16.0,
7561,Elijah Mitchell,RB,RB,True,Inactive,,Questionable,5.0,
1556,Kenny Vaccaro,SS,DB,True,Injured Reserve,,,9.0,00-0030060
4062,Sam Irwin-Hill,P,P,True,Active,,,5.0,00-0033218
7376,Case Cookus,QB,QB,True,Active,,,3.0,
3288,Evan Boehm,C,OL,True,Active,,,6.0,00-0032777
12020,Leo Lowin,LB,LB,True,Active,,,1.0,
7451,Cam Gill,LB,LB,True,Active,CAR,,6.0,
5129,Adonis Jennings,WR,WR,True,Active,,,4.0,00-0034859
5828,Diontae Spencer,WR,WR,True,Inactive,,,9.0,00-0031319
11012,Jaelyn Duncan,OL,OL,True,Active,,,2.0,
4638,Josh Banks,DT,DL,True,Active,,,5.0,00-0033711
603,C.J. Wilson,DE,DL,False,Inactive,,,10.0,
12727,Julian Ashby,LS,LS,True,Active,NE,,1.0,
3209,Devontae Booker,RB,RB,True,Active,,,6.0,00-0032972
13977,Devonta Smith,CB,DB,True,Active,CAR,,0.0,
3136,Anthony Lynn,,,False,Inactive,,,0.0,
3789,David Perkins,DE,DL,False,Inactive,,,0.0,
13440,Damien Alford,WR,WR,True,Active,,Questionable,0.0,
8409,Tyler Snead,WR,WR,True,Active,,,1.0,
12875,BJ Mayes,CB,DB,True,Active,,,1.0,
12898,Seth Henigan,QB,QB,True,Active,,,1.0,
6726,Patrick Lawrence,OT,OL,True,Active,,,3.0,
1666,LaRoy Reynolds,LB,LB,True,Active,NE,,9.0,00-0029955
3612,Hakeem Valles,TE,TE,False,Inactive,,,6.0,00-0032508
7934,Jared Goldwire,DT,DL,True,Active,,,1.0,
1348,Dustin Hopkins,K,K,True,Active,,,12.0,00-0030098
12608,Tyler Batty,DL,DL,True,Inactive,MIN,IR,1.0,
2994,Steven Clark,P,P,False,Inactive,,,1.0,
7500,Michael Barnett,DT,DL,True,Active,,,2.0,
8505,AJ Arcuri,OT,OT,True,Active,BAL,,4.0,
1677,Travis Howard,CB,DB,False,Inactive,,,1.0,
2008,Bradley Roby,CB,DB,True,Active,,,10.0,00-0031372
5826,Jameer Thurman,ILB,LB,True,Active,,,3.0,00-0034905
1703,Michael J. Thomas,DB,DB,True,Active,,,12.0,00-0028908
1239,Peter Konz,C,OL,False,Inactive,,,4.0,
2288,Chas Alecxih,DT,DL,False,Inactive,,,1.0,
13591,Deontae Lawson,LB,LB,True,Active,,,0.0,
4905,Lake Dawson,,,True,Inactive,,,0.0,
456,Deon Butler,TE,TE,False,Inactive,,,0.0,
12950,Robert Lewis,WR,WR,True,Active,,,1.0,
8653,Derrick Tangelo,DT,DL,True,Inactive,,,1.0,
256,Rian Lindell,K,K,False,Inactive,,,14.0,
7760,Shaka Toney,DE,DL,True,Inactive,,,3.0,
7737,Jack Batho,OL,OL,True,Inactive,,,5.0,
2967,Kaleb Johnson,G,OL,False,Inactive,,,5.0,00-0031766
8904,Ross Reiter,LS,LS,True,Active,,,4.0,
11471,Dalton Wagner,T,,True,Active,,,3.0,
12978,Elijah Ponder,DE,DL,True,Active,NE,,1.0,
7458,Isaiah Zuber,WR,WR,True,Inactive,,,3.0,
13815,Rene Konga,DL,DL,True,Inactive,MIA,IR,0.0,
13775,TJ Quinn,LB,LB,True,Active,,,0.0,
11635,Ladd McConkey,WR,WR,True,Active,LAC,,2.0,
11463,Brock Martin,DE,DL,True,Active,,,1.0,
1922,Roy Philon,NT,DL,True,Active,,,8.0,
4325,Thomas Hennessy,LS,LS,True,Active,NYJ,,9.0,00-0033260
3117,Mark Davis,,,False,Inactive,,,0.0,
6461,Matt Orzech,LS,LS,True,Active,GB,,7.0,00-0035118
716,Steve Maneri,TE,TE,False,Inactive,,,5.0,
11880,Woo Governor,DB,DB,True,Active,,,1.0,
6411,Kyle Vasey,LS,LS,True,Active,,,3.0,00-0035205
13347,Demond Claiborne,RB,RB,True,Active,MIN,,0.0,
48,James Harrison,LB,LB,False,Inactive,,,18.0,
11591,Player Invalid,TE,TE,False,Inactive,,,0.0,
12475,Ricky White,WR,WR,True,Active,SEA,,1.0,
11722,Adisa Isaac,DE,DL,True,Active,BAL,,2.0,
8154,Brian Robinson,RB,RB,True,Active,ATL,,4.0,
4502,Cameron Lee,G,OL,False,Inactive,,,5.0,00-0033502
6743,Quart'e Sapp,LB,LB,True,Active,,,3.0,00-0035744
5412,Zack Golditch,G,OL,False,Inactive,,,4.0,00-0034546
783,Rafael Bush,SS,DB,False,Injured Reserve,,,12.0,00-0027195
828,Clint Boling,G,OL,False,Injured Reserve,,,11.0,00-0028039
4060,Jason Licht,,,False,Inactive,,,0.0,
162,Lyle Sendlein,C,OL,False,Inactive,,,13.0,
1881,Brent Urban,DE,DL,True,Active,,,12.0,00-0031177
11060,Robert Burns,RB,RB,True,Active,,,2.0,
7427,Tyler Mabry,TE,TE,True,Inactive,,Questionable,5.0,
515,Rob Gronkowski,TE,TE,True,Active,,,12.0,00-0027656
1419,Brian Schwenke,C,OL,False,Inactive,,,9.0,00-0030486
2960,DreQuan Hoskey,CB,DB,True,Active,,,10.0,
7739,Bryce Hargrove,OL,OL,True,Active,,,1.0,
12098,Ovie Oghoufo,DE,DL,True,Active,,,1.0,
13331,Dae'Quan Wright,TE,TE,True,Active,,,0.0,
11119,Jerrod Clark,DL,DL,True,Active,,,2.0,
11890,Luquay Washington,LB,LB,True,Active,,,1.0,
6090,Montre Hartage,DB,DB,True,Active,,,3.0,00-0035339
6015,Deshaun Davis,OLB,LB,True,Active,,,3.0,00-0035626
12619,Jonas Sanker,DB,DB,True,Active,NO,,1.0,
11806,Casey Washington,WR,WR,True,Active,CAR,,2.0,
