yprr,weighted_opportunity,aging_curve_position,feature_season,route_participation,total_points_t,dakota,air_yards_share,ppg_t_minus_1,ppg_t,is_dual_threat,age,pass_attempts,cpoe,dropback_count,depth_chart_position,games_t,snap_share_t_minus_1,target_share_nfl,snap_share,ppg_t_minus_2,epa_per_dropback,player_id,team,tprr,aging_curve_value,position,avg_ppg_t1_t2
,0.0,,2018,,137.1,,0.0,,15.233333333333333,False,33.0,379,-2.0253577761965667,,QB,9,,0.0,0.9544444444444444,,1.9206425950321915,00-0026158,BAL,,1.0,QB,10.781
,0.0,,2019,,84.88,,0.0,15.233333333333333,10.61,False,34.0,262,0.21625678447130614,,QB,8,0.9544444444444444,0.0,0.99875,,-2.7785262371104955,00-0026158,DEN,,0.92,QB,11.431000000000001
,0.0,,2020,,54.760000000000005,,0.0,10.61,10.952000000000002,False,35.0,134,2.5280218615795187,,QB,5,0.99875,0.0,0.8099999999999999,15.233333333333333,-1.833018438857747,00-0026158,NYJ,,0.84,QB,10.789000000000001
,0.0,,2021,,23.82,,0.0,10.952000000000002,11.91,False,36.0,42,19.673059185345966,,QB,2,0.8099999999999999,0.0,0.54,10.61,3.147059538227414,00-0026158,NYJ,,0.76,QB,14.369
,0.0,,2022,,48.34,,0.0,11.91,9.668000000000001,False,37.0,191,-9.871276481809996,,QB,5,0.54,0.0,0.818,10.952000000000002,-5.072341030610084,00-0026158,NYJ,,0.68,QB,16.609285714285715
,0.0,,2023,,114.42,,0.0,9.668000000000001,19.07,False,38.0,250,-1.316903271312215,,QB,6,0.818,0.0,0.975,11.91,-3.0523132110095297,00-0026158,CLE,,0.6,QB,12.715054945054945
,0.0,,2024,,99.04,,0.0,19.07,14.14857142857143,False,39.0,248,0.712481940359271,,QB,7,0.975,0.0,0.8525,9.668000000000001,0.2931979817381238,00-0026158,IND,,0.52,QB,11.281538461538462
,0.33086018218529817,,2018,,151.3,,0.21648385131017672,,12.608333333333334,False,32.0,0,,,WR,12,,0.11954765751211632,0.525,,,00-0026189,TB,,0.52,WR,13.705
,0.04463525557643204,,2019,,36.9,,0.029696969696969697,12.608333333333334,18.45,False,33.0,0,,,WR,2,0.525,0.01589825119236884,0.29,,,00-0026189,PHI,,0.4,WR,7.126666666666667
,0.12925795008208377,,2020,,44.800000000000004,,0.08534176214934808,18.45,8.96,False,34.0,0,,,WR,5,0.29,0.04634581105169341,0.47400000000000003,12.608333333333334,,00-0026189,PHI,,0.28,WR,4.382380952380952
,0.17349720961029133,,2021,,79.4,,0.1273174423004162,8.96,5.293333333333334,False,35.0,0,,,WR,15,0.47400000000000003,0.05625,0.2888235294117647,18.45,,00-0026189,LV,,0.16,WR,3.4714285714285715
,0.0,,2018,,1.46,,0.0,,1.46,False,33.0,3,-6.725561618804932,,QB,1,,0.0,0.24,,0.37695603776955977,00-0026197,KC,,1.0,QB,6.39
,0.0,,2020,,25.56,,0.0,,6.39,False,35.0,46,8.580149608033318,,QB,4,,0.0,0.4175,1.46,3.490181272601779,00-0026197,KC,,0.84,QB,0.9500000000000001
,0.0,,2021,,3.2800000000000002,,0.0,6.39,0.8200000000000001,False,36.0,16,3.2737002770105996,,QB,4,0.4175,0.0,0.11,,4.047984530450776,00-0026197,KC,,0.76,QB,1.08
,0.0,,2018,,0.0,,0.0,,0.0,False,33.0,0,,,WR,11,,0.0,0.015263157894736841,,,00-0026293,NE,,0.4,WR,0.375
,0.0,,2019,,6.0,,0.0,0.0,0.75,False,34.0,0,,,WR,8,0.015263157894736841,0.0,0.01647058823529412,,,00-0026293,NE,,0.28,WR,0.0
,0.0,,2020,,0.0,,0.0,0.75,0.0,False,35.0,0,,,WR,6,0.01647058823529412,0.0,0.005,0.0,,00-0026293,NE,,0.16,WR,0.0
,0.0,,2021,,0.0,,0.0,0.0,0.0,False,36.0,0,,,WR,11,0.005,0.0,0.013888888888888888,0.75,,00-0026293,NE,,0.04,WR,0.0
,0.0,,2022,,0.0,,0.0,0.0,0.0,False,37.0,0,,,WR,8,0.013888888888888888,0.0,0.011764705882352941,0.0,,00-0026293,NE,,0.0,WR,0.0
,0.0,,2021,,46.32,,0.0,,11.58,False,35.0,85,-6.587324863153614,,QB,4,,0.0,0.47250000000000003,,9.129158977801199,00-0026300,NYJ,,0.84,QB,0.9300000000000002
,0.0,,2022,,1.8600000000000003,,0.0,11.58,0.9300000000000002,False,36.0,15,-16.164572943340648,,QB,2,0.47250000000000003,0.0,0.2833333333333333,,-1.4307080603030045,00-0026300,SF,,0.76,QB,0.195
