snap_share_t_minus_1,cpoe,player_id,route_participation,aging_curve_position,ppg_t,depth_chart_position,tprr,total_points_t,ppg_t_minus_2,dakota,air_yards_share,aging_curve_value,target_share_nfl,yprr,epa_per_dropback,dropback_count,team,feature_season,weighted_opportunity,age,is_dual_threat,ppg_t_minus_1,pass_attempts,snap_share,games_t,position,avg_ppg_t1_t2,training_eligible,outcome_returned,ppg_t_minus_1_available,ppg_t_minus_2_available,snap_share_t_minus_1_available,te_role_is_risk_profile,ngs_completion_percentage_above_expectation,ngs_avg_time_to_throw,ngs_avg_separation,ngs_avg_cushion,ngs_rush_yards_over_expected_per_att,ngs_percent_attempts_gte_eight_defenders
0.45611111111111113,,00-0024243,0.3192771084337349,TE,3.7083333333333335,TE,0.09433962264150944,44.5,1.3800000000000001,,0.026417525773195876,0.4,0.03442340791738382,0.6367924528301887,,,GB,2020,0.07012737991731284,36.0,False,3.076923076923077,,0.43529411764705883,12,TE,3.766666666666667,True,True,True,True,True,0.0,,,,,,
0.43529411764705883,,00-0024243,0.30409356725146197,TE,3.1000000000000005,TE,0.13942307692307693,43.400000000000006,3.076923076923077,,0.02182751979456452,0.3,0.048576214405360134,1.0288461538461537,,,GB,2021,0.08814358546423536,37.0,False,3.7083333333333335,,0.43,14,TE,3.291666666666667,True,True,True,True,True,0.0,,,,,,
0.43,,00-0024243,0.2995090016366612,TE,4.433333333333334,TE,0.03825136612021858,26.6,3.7083333333333335,,0.013202822672433417,0.2,0.012987012987012988,0.36065573770491804,,,GB,2022,0.02872249535122287,38.0,False,3.1000000000000005,,0.4117647058823529,6,TE,1.1949999999999998,True,True,True,True,True,0.0,,,,,,
0.4117647058823529,,00-0024243,0.16264090177133655,TE,2.15,TE,0.04950495049504951,12.899999999999999,3.1000000000000005,,0.0025869502730669733,0.1,0.010615711252653927,0.2871287128712871,,,CHI,2023,0.017734432070127773,39.0,False,4.433333333333334,,0.28764705882352937,6,TE,0.24,True,True,True,True,True,0.0,,,,,,
,,00-0024334,,WR,5.1000000000000005,WR,,30.6,,,0.06627127385250128,0.28,0.054373522458628844,,,,SEA,2018,0.12795017538469416,34.0,False,,,0.4228571428571429,6,WR,,False,False,False,False,False,,,,,,,
,,00-0024389,0.2376237623762376,TE,9.083333333333334,TE,0.2152777777777778,54.5,,,0.05394190871369295,0.5,0.06471816283924843,1.4930555555555556,,,TEN,2019,0.13483658035845772,35.0,False,,,0.42857142857142855,6,TE,,False,False,False,False,False,0.0,,,,,,
,,00-0025394,,RB,11.8125,RB,,189.0,,,0.002176541717049577,0.0,0.053169734151329244,,,,WAS,2018,0.08127818042892856,33.0,True,,,0.46125,16,RB,8.790625,True,True,False,False,False,,,,,,0.2484537665774232,16.733067729083665
0.46125,,00-0025394,0.2831215970961887,RB,9.8,RB,0.14743589743589744,147.0,,,-0.012122920778122357,0.0,0.04967602591792657,0.9102564102564102,,,WAS,2019,0.06602799433220419,34.0,True,11.8125,,0.4713333333333333,15,RB,7.215625,True,True,True,False,True,,,,,,0.48524996616189753,29.383886255924168
0.4713333333333333,,00-0025394,0.2117465224111283,RB,7.78125,RB,0.13138686131386862,124.5,11.8125,,-0.0012257405515832482,0.0,0.03220035778175313,0.7372262773722628,,,DET,2020,0.04744251828652143,35.0,True,9.8,,0.29562499999999997,16,RB,6.65,True,True,True,True,True,,,,,,-0.5017806535476439,29.48717948717949
0.29562499999999997,,00-0025394,0.04451510333863275,RB,6.65,RB,0.14285714285714285,26.6,9.8,,-0.0026615049600774254,0.0,0.007380073800738007,0.2857142857142857,,,TEN,2021,0.009207057229052813,36.0,True,7.78125,,0.2775,4,RB,,False,False,True,True,True,,,,,,,
