player_id,position,listed_position,feature_season,forecast_cutoff,arm,identity_status,games_t,seasons_since_last_observed,p_appear_year1,e_points_year1_given_appear,e_games_year1_given_appear,e_points_year1,e_games_year1,forecast_season_year1,p_appear_year2,e_points_year2_given_appear,e_games_year2_given_appear,e_points_year2,e_games_year2,forecast_season_year2,p_appear_year3,e_points_year3_given_appear,e_games_year3_given_appear,e_points_year3,e_games_year3,forecast_season_year3,p_appear_year4,e_points_year4_given_appear,e_games_year4_given_appear,e_points_year4,e_games_year4,forecast_season_year4,p_appear_year5,e_points_year5_given_appear,e_games_year5_given_appear,e_points_year5,e_games_year5,forecast_season_year5
00-0022942,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,3,0,0.41927542000313084,48.03632737389027,4.81109909709362,20.140451335095737,2.017175594610611,2026.0,0.19216115887296006,44.84674659018017,4.575496332761768,8.617802796450992,0.8792326777224801,2027.0,0.08422171352762427,31.602658231580687,3.901599565639435,2.6616300282916057,0.32859940091678774,2028.0,0.04003155854427539,21.722911475494367,3.3418547201838122,0.8696020024833645,0.13377965287750132,2029.0,0.020670745465276485,17.857566101914433,4.691154641353884,0.36912920352202283,0.09696966352967652,2030.0
00-0023459,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,17,0,0.933573485880593,202.49464447137908,11.990058267871394,189.04363111129672,11.193600493048121,2026.0,0.8064430898649128,190.1333411020193,11.065813028776805,153.33171908465187,8.923948450794176,2027.0,0.6042863515659991,172.93019620615036,10.481397693384949,104.49935734100697,6.333765571447869,2028.0,0.4562172100536144,164.63910238380194,9.89394810143422,75.11119195526949,4.513789399251574,2029.0,0.31491055969903725,164.75991777770366,9.764402007210727,51.884637923344016,3.0749133012171326,2030.0
00-0024243,TE,TE,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,1,0,0.021484971217468916,0.0,3.409146942842886,0.0,0.07324542394310156,2026.0,0.00435078320121483,0.0,4.456757260081735,0.0,0.01939038461905585,2027.0,0.0012074233271355205,0.0,1.6780864525171406,0.0,0.0020261607277192884,2028.0,0.000502169064430953,0.0,1.8722246965877574,0.0,0.0009401733242899989,2029.0,0.00022489421066895955,0.0,4.94004362197375,0.0,0.0011109872110340146,2030.0
00-0026158,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,13,0,0.8425048862232004,144.02416285683316,9.525342380702082,121.3410609410879,8.025147498690437,2026.0,0.6709094225226664,133.65652056690365,8.601232158737394,89.6714190299302,5.770647700601892,2027.0,0.4041595332005382,117.33608621169397,8.089317571699501,47.42249783089634,3.269374813688982,2028.0,0.286860216694272,110.57881477404774,7.617075595528222,31.720662767879098,2.1850359559098766,2029.0,0.17399619999495178,105.30902621914424,7.951239188338573,18.323370387299843,1.3834854040218565,2030.0
00-0026300,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,3,0,0.5133576893967022,9.713906096165548,3.332883095700142,4.986708388544086,1.7109611650379528,2026.0,0.24027823968776874,19.809810211509543,4.051435968952045,4.7598663261702985,0.9734719028275072,2027.0,0.13588238854651377,12.28290740809795,3.4625099232498813,1.669030796908018,0.47049411873719993,2028.0,0.08061789571096134,6.962107696206683,3.045506092191613,0.5612704721812717,0.24552229252740088,2029.0,0.038863045834994454,5.134305180940929,3.8326968410678006,0.19953473757775683,0.1489502730060564,2030.0
00-0026498,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,20,0,0.9807812839866243,287.84367119847826,14.694451903523678,282.3116854254672,14.412043405417649,2026.0,0.9235320178010147,275.8395910108102,13.946012949436923,254.74669407562016,12.879589479472562,2027.0,0.8751779920532418,250.43120426353823,12.832750345978175,219.17187849483864,11.230940680313722,2028.0,0.7975574854339195,243.06407155085597,12.34093770503208,193.85756970543096,9.84260724392203,2029.0,0.6870038979654762,241.09107660178663,11.386452960590734,165.63050939012064,7.822537567926371,2030.0
00-0027973,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,4,0,0.5073645112645628,25.710326428923874,4.221348946064547,13.044507203063334,2.141762644897216,2026.0,0.3664567057930381,23.545511621808185,3.956131838250129,8.628410625139521,1.4497510411280985,2027.0,0.16597328658118526,24.19587084120973,4.167846057486649,4.015868205209446,0.6917511081254948,2028.0,0.1120792889563437,18.808941228374596,3.860257121948509,2.1080927588978824,0.4326548734166506,2029.0,0.0709842623422554,15.834173304037622,5.184793082376382,1.1239771117865434,0.36803871234971614,2030.0
00-0028118,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,6,0,0.7102530800771827,75.65774616436096,6.300964218140507,53.736147244935026,4.475279243390412,2026.0,0.5258319587851511,73.16730574008164,6.0048753968225235,38.47370769633916,3.157555392171949,2027.0,0.32832573819627225,60.149524090507754,5.493149622680947,19.74863689917042,1.8035424048892963,2028.0,0.23351445724714698,54.16162873831846,5.218083230171587,12.647523338449913,1.2184978733639575,2029.0,0.146302275586581,45.8737351422657,6.033496781346281,6.711431840969581,0.882714308855273,2030.0
00-0029263,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,6,0,0.706760812169005,87.8708977512144,7.219542481861019,62.10370706066789,5.102489707968728,2026.0,0.5715088969871919,80.14741842291659,6.851655919279536,45.804962699252,3.9157823169632118,2027.0,0.34529402523866226,80.43556368508072,6.833263885068921,27.773919557162287,2.3594851923934272,2028.0,0.22908586614560664,71.77367332183299,6.361860147182423,16.44233411938393,1.457412242114502,2029.0,0.16337887128831183,66.76895582438318,6.979972591382809,10.908636639686879,1.1403800436034763,2030.0
00-0029604,QB,QB,2025,post-2025-season,basic_cohort_3col_plus_lags,resolved,10,0,0.8405299314676963,119.94122559220882,8.738903275448827,100.81419012717078,7.345309771215829,2026.0,0.6814364742868467,114.2241781638796,8.410083129112287,77.83652124630675,5.730937395961568,2027.0,0.493032418473043,108.79602858167826,8.148649964326513,53.639969091887146,4.017548599202176,2028.0,0.36000458236443683,102.07238188115949,7.708934898789306,36.74652521007013,2.775251888713276,2029.0,0.25626987478980984,99.70734633206908,7.93197001061123,25.55198916014355,2.0327249614558665,2030.0
