player_id,position,feature_season,forecast_cutoff,arm,identity_status,forecast_season_year1,p_appear_year1,e_points_year1_given_appear,e_games_year1_given_appear,e_points_year1,e_games_year1,forecast_season_year2,p_appear_year2,e_points_year2_given_appear,e_games_year2_given_appear,e_points_year2,e_games_year2
00-0023459,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.8501278032574278,170.4272308482396,10.840714802445142,144.88492737626044,9.215993060742969,2027,0.5355582239329395,175.33854709750514,11.730649650662812,93.90400087052191,6.282445892488533
00-0026158,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.7876490458573119,123.26420101186413,8.78139789900029,97.08893031535868,6.916659676440982,2027,0.5016300705049284,125.96011878870081,9.371870439131964,63.18538326878514,4.701212029144821
00-0026498,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.9584251096791132,259.9187407000577,14.352480643547313,249.1126475631098,13.755777834959183,2027,0.8254643716614893,253.83805431822574,14.779224780520867,209.53427001156922,12.19972349709657
00-0027973,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.4417015907027004,0.0,2.9340178963637538,0.0,1.2959603719740607,2027,0.2780266574883441,0.0,3.1865257992526397,0.0,0.8859391169665856
00-0028118,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.6977390853860561,59.84648707402418,5.821317782311427,41.75723315459806,4.061760945171559,2027,0.5080579053415873,54.61714910909761,5.758056571054529,27.748674372097277,2.925426160328327
00-0029263,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.6456675804798124,45.90179424217564,5.333659274177252,29.637300428027732,3.443770878661739,2027,0.44264939889491195,43.774464469199245,5.405054399544392,19.376740384237728,2.392544080952624
00-0029604,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.7670978856938374,96.33322617584666,7.557620708814907,73.89701412155821,5.797434866607876,2027,0.5405668357322597,95.27984449943978,7.78555514912131,51.50512405012391,4.208612911379508
00-0030565,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.879837165546712,153.93126766047985,10.21544237947949,135.43445022740883,8.987925867966995,2027,0.6934151295477303,154.86974884697136,10.540838204625395,107.3890269597471,7.309176689201983
00-0032268,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.8631957650319723,123.19653108128635,8.584696198822176,106.34272389599612,7.410273402909373,2027,0.7328192100088656,115.44601328917497,8.359367859906808,84.6010562572462,6.125905351270409
00-0032950,QB,2025,post-2025-season,recent_production_3col,resolved,2026,0.7998348560068584,88.0405980359159,6.694319625994975,70.4179390528145,5.354350174121578,2027,0.6705521063439916,73.44897081018553,6.193252820839042,49.25136208556827,4.152898724134488
