sleeper_id,source,match_basis,sleeper_name,sleeper_position,fantasy_positions,league_eligibility,active,status,team,injury_status,years_exp,availability_class,my_gsis_id,name,draft_season,pick,draft_position,position_current_nflverse
11588,candidate_pool,sleeper_id,Jawhar Jordan,RB,RB,RB,True,Active,HOU,,2.0,active_free,,,,,,
11201,candidate_pool,sleeper_id,Blake Whiteheart,TE,TE,TE,True,Active,CLE,,3.0,active_free,,,,,,
13079,candidate_pool,sleeper_id,Jahdae Walker,WR,WR,WR,True,Active,CHI,,1.0,active_free,,,,,,
9757,candidate_pool,sleeper_id,Kendre Miller,RB,RB,RB,True,Active,NO,Questionable,3.0,active_free,,,,,,
10214,candidate_pool,sleeper_id,Davis Allen,TE,TE,TE,True,Active,LAR,Questionable,3.0,active_free,,,,,,
12045,candidate_pool,sleeper_id,Jack Westover,TE,TE,TE,True,Active,WAS,,2.0,active_free,,,,,,
1426,candidate_pool,sleeper_id,DeAndre Hopkins,WR,WR,WR,True,Active,,,13.0,active_free,,,,,,
8160,candidate_pool,sleeper_id,Kenny Pickett,QB,QB,QB,True,Active,CAR,,4.0,active_free,,,,,,
7694,candidate_pool,sleeper_id,Tommy Tremble,TE,TE,TE,True,Active,CAR,,5.0,active_free,,,,,,
11199,candidate_pool,sleeper_id,Emari Demercado,RB,RB,RB,True,Active,DAL,,3.0,active_free,,,,,,
4435,candidate_pool,sleeper_id,Anthony Firkser,TE,TE,TE,True,Inactive,,Questionable,9.0,inactive_free,,,,,,
3286,candidate_pool,sleeper_id,Demarcus Robinson,WR,WR,WR,True,Active,SF,,10.0,active_free,,,,,,
11994,candidate_pool,sleeper_id,Kameron Johnson,WR,WR,WR,True,Active,TB,,2.0,active_free,,,,,,
11034,candidate_pool,sleeper_id,Jalen Brooks,WR,WR,WR,True,Active,ARI,,3.0,active_free,,,,,,
11157,candidate_pool,sleeper_id,Brycen Tremayne,WR,WR,WR,True,Active,CAR,,3.0,active_free,,,,,,
6699,candidate_pool,sleeper_id,Gunner Olszewski,WR,WR,WR,True,Inactive,NYG,IR,7.0,inactive_free,,,,,,
7496,candidate_pool,sleeper_id,Nick Westbrook-Ikhine,WR,WR,WR,True,Active,IND,,6.0,active_free,,,,,,
11474,candidate_pool,sleeper_id,Dylan Drummond,WR,WR,WR,True,Active,ATL,,3.0,active_free,,,,,,
8122,candidate_pool,sleeper_id,Zonovan Knight,RB,RB,RB,True,Active,ARI,,4.0,active_free,,,,,,
11421,candidate_pool,sleeper_id,Ryan Miller,WR,WR,WR,True,Active,MIA,,3.0,active_free,,,,,,
12523,candidate_pool,sleeper_id,Jimmy Horn,WR,WR,WR,True,Active,CAR,,1.0,active_free,,,,,,
4177,candidate_pool,sleeper_id,Mack Hollins,WR,WR,WR,True,Active,NE,,9.0,active_free,,,,,,
7746,candidate_pool,sleeper_id,Austin Trammell,WR,WR,WR,True,Active,JAX,,5.0,active_free,,,,,,
7204,candidate_pool,sleeper_id,Reggie Gilliam,RB,RB,RB,True,Active,NE,,6.0,active_free,,,,,,
6931,candidate_pool,sleeper_id,DeeJay Dallas,RB,RB,RB,True,Active,MIN,,6.0,active_free,,,,,,
3200,candidate_pool,sleeper_id,Sterling Shepard,WR,WR,WR,True,Active,,,10.0,active_free,,,,,,
11571,candidate_pool,sleeper_id,Isaiah Davis,RB,RB,RB,True,Active,NYJ,Questionable,2.0,active_free,,,,,,
8849,candidate_pool,sleeper_id,Tanner Conner,TE,TE,TE,True,Active,,,4.0,active_free,,,,,,
9494,candidate_pool,sleeper_id,Marvin Mims,WR,WR,WR,True,Active,DEN,Questionable,3.0,active_free,,,,,,
5285,candidate_pool,sleeper_id,Ross Dwelley,TE,TE,TE,True,Active,,,8.0,active_free,,,,,,
8127,candidate_pool,sleeper_id,Charlie Kolar,TE,TE,TE,True,Active,LAC,,4.0,active_free,,,,,,
7716,candidate_pool,sleeper_id,John Bates,TE,TE,TE,True,Active,WAS,Questionable,5.0,active_free,,,,,,
12544,candidate_pool,sleeper_id,LeQuint Allen,RB,RB,RB,True,Active,JAX,Questionable,1.0,active_free,,,,,,
19,candidate_pool,sleeper_id,Joe Flacco,QB,QB,QB,True,Active,CIN,,18.0,active_free,,,,,,
6111,candidate_pool,sleeper_id,Jake Browning,QB,QB,QB,True,Active,,,7.0,active_free,,,,,,
827,candidate_pool,sleeper_id,Tyrod Taylor,QB,QB,QB,True,Active,GB,,15.0,active_free,,,,,,
12476,candidate_pool,sleeper_id,Devin Neal,RB,RB,RB,True,Inactive,,Questionable,1.0,inactive_free,,,,,,
11280,candidate_pool,sleeper_id,Brady Russell,RB,RB,RB,True,Active,SEA,,3.0,active_free,,,,,,
8177,candidate_pool,sleeper_id,Grant Calcaterra,TE,TE,TE,True,Inactive,PHI,IR,4.0,inactive_free,,,,,,
829,candidate_pool,sleeper_id,Andy Dalton,QB,QB,QB,True,Active,PHI,,15.0,active_free,,,,,,
11600,candidate_pool,sleeper_id,Ja'Tavion Sanders,TE,TE,TE,True,Active,CAR,,2.0,active_free,,,,,,
5010,candidate_pool,sleeper_id,Will Dissly,TE,TE,TE,True,Active,,Questionable,8.0,active_free,,,,,,
6960,candidate_pool,sleeper_id,Tyler Johnson,WR,WR,WR,True,Active,,,6.0,active_free,,,,,,
8168,candidate_pool,sleeper_id,Skyy Moore,WR,WR,WR,True,Active,GB,,4.0,active_free,,,,,,
12472,candidate_pool,sleeper_id,Raheim Sanders,RB,RB,RB,True,Active,CLE,,1.0,active_free,,,,,,
8145,candidate_pool,sleeper_id,Jeremy Ruckert,TE,TE,TE,True,Active,NYJ,,4.0,active_free,,,,,,
8489,candidate_pool,sleeper_id,Drew Ogletree,TE,TE,TE,True,Active,IND,,4.0,active_free,,,,,,
