player_id,origin,position,origin_points,origin_label_source,total_points_t,ppg_t,games_t,age,observed_history_seasons,draft_visible,draft_season,draft_round,draft_pick,nfl_years_since_draft,exclusion_reason,prior_seasons_checked,prior_no_record_seasons
00-0033118,2016,RB,48.5,artifact_row,49.5,3.09375,16,22.0,1,True,2016.0,3.0,73.0,1.0,,1,0
00-0030992,2016,TE,21.1,artifact_row,21.1,4.220000000000001,5,25.0,3,True,2014.0,3.0,99.0,3.0,,3,0
00-0031042,2016,TE,8.9,artifact_row,8.9,8.9,1,24.0,2,True,2014.0,2.0,49.0,3.0,,3,1
00-0031044,2016,TE,1.0,artifact_row,1.0,0.3333333333333333,3,24.0,3,True,2014.0,2.0,52.0,3.0,,3,0
00-0031418,2016,TE,34.4,artifact_row,34.4,3.822222222222222,9,24.0,3,True,2014.0,2.0,38.0,3.0,,3,0
00-0031533,2016,TE,2.4000000000000004,artifact_row,2.4000000000000004,0.4800000000000001,5,24.0,1,True,2015.0,6.0,198.0,2.0,,2,1
00-0031558,2016,TE,0.0,artifact_row,0.0,0.0,2,22.0,2,True,2015.0,2.0,55.0,2.0,,2,0
00-0031585,2016,TE,1.7000000000000002,artifact_row,3.3000000000000003,1.65,2,24.0,2,True,2015.0,5.0,143.0,2.0,,2,0
00-0031598,2016,TE,10.4,artifact_row,10.4,2.6,4,23.0,2,True,2015.0,5.0,171.0,2.0,,2,0
00-0031609,2016,TE,30.0,artifact_row,30.0,4.285714285714286,7,25.0,1,True,2015.0,6.0,202.0,2.0,,2,1
00-0031610,2016,TE,30.5,artifact_row,30.5,3.05,10,24.0,2,True,2015.0,6.0,204.0,2.0,,2,0
00-0031951,2016,TE,1.9,artifact_row,1.9,0.1461538461538461,13,24.0,2,True,2015.0,5.0,173.0,2.0,,2,0
00-0032062,2016,TE,12.5,artifact_row,12.5,1.5625,8,25.0,2,True,2015.0,4.0,117.0,2.0,,2,0
00-0032117,2016,TE,22.4,artifact_row,22.4,1.7230769230769232,13,24.0,2,True,2015.0,6.0,194.0,2.0,,2,0
00-0032120,2016,TE,23.0,artifact_row,23.0,3.8333333333333335,6,24.0,2,True,2015.0,7.0,220.0,2.0,,2,0
00-0032134,2016,TE,44.1,artifact_row,54.400000000000006,6.800000000000001,8,23.0,2,True,2015.0,5.0,157.0,2.0,,2,0
00-0032135,2016,TE,87.2,artifact_row,115.5,6.078947368421052,19,22.0,2,True,2015.0,5.0,160.0,2.0,,2,0
00-0032139,2016,TE,29.6,artifact_row,41.1,4.11,10,23.0,1,True,2015.0,7.0,229.0,2.0,,2,1
00-0032141,2016,TE,12.9,artifact_row,12.9,1.842857142857143,7,23.0,2,True,2015.0,7.0,246.0,2.0,,2,0
00-0032188,2016,TE,0.0,artifact_row,0.0,0.0,5,25.0,2,True,2015.0,4.0,123.0,2.0,,2,0
00-0032190,2016,TE,2.4000000000000004,artifact_row,2.4000000000000004,2.4000000000000004,1,25.0,1,True,2015.0,7.0,256.0,2.0,,2,1
00-0032214,2016,TE,19.2,artifact_row,19.2,2.1333333333333333,9,24.0,2,True,2015.0,3.0,85.0,2.0,,2,0
00-0032227,2016,TE,19.0,artifact_row,23.1,3.85,6,24.0,1,True,2015.0,3.0,92.0,2.0,,2,1
00-0032256,2016,TE,84.2,artifact_row,90.5,5.65625,16,25.0,2,True,2015.0,3.0,68.0,2.0,,2,0
