player_id,origin,position,origin_points,origin_label_source,total_points_t,ppg_t,games_t,age,observed_history_seasons,draft_visible,draft_season,draft_round,draft_pick,nfl_years_since_draft,exclusion_reason,prior_seasons_checked,prior_no_record_seasons
00-0000865,2011,QB,6.12,artifact_row,6.12,2.04,3,37.0,6,True,1998.0,2.0,60.0,14.0,draft_year_outside_1_3,0,0
00-0001545,2011,QB,0.0,no_record_zero,0.0,,0,39.0,2,False,,,,,no_verified_draft_class,0,0
00-0002110,2011,QB,1.08,artifact_row,1.08,1.08,1,41.0,5,True,1993.0,5.0,118.0,19.0,draft_year_outside_1_3,0,0
00-0003292,2011,QB,19.14,artifact_row,19.14,6.38,3,39.0,7,True,1995.0,1.0,5.0,17.0,draft_year_outside_1_3,0,0
00-0003315,2011,QB,0.0,no_record_zero,0.0,,0,40.0,4,True,1995.0,2.0,45.0,17.0,draft_year_outside_1_3,0,0
00-0004161,2011,QB,0.0,artifact_row,10.44,10.44,1,36.0,7,False,,,,,no_verified_draft_class,0,0
00-0005106,2011,QB,0.0,no_record_zero,0.0,,0,42.0,6,True,1991.0,2.0,33.0,21.0,draft_year_outside_1_3,0,0
00-0007091,2011,QB,170.26,artifact_row,190.04,11.8775,16,36.0,7,True,1998.0,6.0,187.0,14.0,draft_year_outside_1_3,0,0
00-0009311,2011,QB,3.28,artifact_row,3.28,1.0933333333333335,3,39.0,6,False,,,,,no_verified_draft_class,0,0
00-0010346,2011,QB,0.0,no_record_zero,0.0,,0,35.0,6,True,1998.0,1.0,1.0,14.0,draft_year_outside_1_3,0,0
00-0011022,2011,QB,64.94,artifact_row,64.94,10.823333333333332,6,35.0,7,True,1999.0,1.0,2.0,13.0,draft_year_outside_1_3,0,0
00-0019041,2011,QB,-0.5,artifact_row,-0.5,-0.25,2,35.0,6,False,,,,,no_verified_draft_class,0,0
00-0019559,2011,QB,0.0,no_record_zero,0.0,,0,35.0,6,True,2000.0,1.0,18.0,12.0,draft_year_outside_1_3,0,0
00-0019596,2011,QB,342.78,artifact_row,432.42,22.758947368421055,19,34.0,7,True,2000.0,6.0,199.0,12.0,draft_year_outside_1_3,0,0
00-0019709,2011,QB,4.48,artifact_row,4.92,1.23,4,34.0,4,True,2000.0,3.0,75.0,12.0,draft_year_outside_1_3,0,0
00-0020245,2011,QB,211.32,artifact_row,233.02,17.924615384615386,13,31.0,5,True,2001.0,1.0,1.0,11.0,draft_year_outside_1_3,0,0
00-0020305,2011,QB,18.32,artifact_row,18.32,4.58,4,34.0,3,True,2001.0,5.0,155.0,11.0,draft_year_outside_1_3,0,0
00-0020480,2011,QB,0.0,no_record_zero,0.0,,0,33.0,5,True,2001.0,4.0,109.0,11.0,draft_year_outside_1_3,0,0
00-0020531,2011,QB,359.94,artifact_row,455.52,25.306666666666665,18,32.0,7,True,2001.0,2.0,32.0,11.0,draft_year_outside_1_3,0,0
00-0020608,2011,QB,0.0,no_record_zero,0.0,,0,32.0,6,True,2002.0,1.0,1.0,10.0,draft_year_outside_1_3,0,0
00-0020679,2011,QB,1.2200000000000002,artifact_row,1.2200000000000002,0.6100000000000001,2,31.0,6,False,,,,,no_verified_draft_class,0,0
00-0021206,2011,QB,13.96,artifact_row,25.36,8.453333333333333,3,32.0,6,True,2002.0,3.0,81.0,10.0,draft_year_outside_1_3,0,0
00-0021231,2011,QB,0.0,no_record_zero,0.0,,0,33.0,6,True,2002.0,4.0,108.0,10.0,draft_year_outside_1_3,0,0
00-0021429,2011,QB,112.84,artifact_row,136.12,13.612,10,32.0,7,True,2003.0,1.0,1.0,9.0,draft_year_outside_1_3,0,0
00-0021678,2011,QB,260.1,artifact_row,275.96000000000004,17.247500000000002,16,31.0,7,False,,,,,no_verified_draft_class,0,0
00-0022055,2011,QB,25.3,artifact_row,34.78,5.796666666666667,6,31.0,7,True,2003.0,4.0,110.0,9.0,draft_year_outside_1_3,0,0
00-0022101,2011,QB,0.0,no_record_zero,0.0,,0,32.0,2,True,2003.0,5.0,163.0,9.0,draft_year_outside_1_3,0,0
00-0022121,2011,QB,134.9,artifact_row,147.14,11.318461538461538,13,31.0,7,True,2003.0,1.0,22.0,9.0,draft_year_outside_1_3,0,0
00-0022164,2011,QB,4.24,artifact_row,4.24,2.12,2,30.0,6,True,2003.0,1.0,19.0,9.0,draft_year_outside_1_3,0,0
00-0022177,2011,QB,0.0,no_record_zero,0.0,,0,31.0,6,True,2003.0,1.0,7.0,9.0,draft_year_outside_1_3,0,0
00-0022787,2011,QB,158.06,artifact_row,158.06,15.806,10,30.0,7,True,2004.0,3.0,90.0,8.0,draft_year_outside_1_3,0,0
00-0022803,2011,QB,253.58,artifact_row,365.58,18.279,20,30.0,7,True,2004.0,1.0,1.0,8.0,draft_year_outside_1_3,0,0
00-0022864,2011,QB,4.14,artifact_row,4.14,1.035,4,30.0,5,True,2004.0,4.0,106.0,8.0,draft_year_outside_1_3,0,0
00-0022912,2011,QB,2.5,artifact_row,2.5,2.5,1,30.0,6,True,2004.0,1.0,22.0,8.0,draft_year_outside_1_3,0,0
00-0022924,2011,QB,207.24,artifact_row,231.14,14.44625,16,29.0,7,True,2004.0,1.0,11.0,8.0,draft_year_outside_1_3,0,0
00-0022942,2011,QB,232.46,artifact_row,254.56,15.91,16,30.0,7,True,2004.0,1.0,4.0,8.0,draft_year_outside_1_3,0,0
00-0023436,2011,QB,192.74,artifact_row,262.46,14.58111111111111,18,27.0,6,True,2005.0,1.0,1.0,7.0,draft_year_outside_1_3,0,0
00-0023459,2011,QB,397.14,artifact_row,418.3,26.14375,16,28.0,7,True,2005.0,1.0,24.0,7.0,draft_year_outside_1_3,0,0
00-0023460,2011,QB,78.8,artifact_row,78.8,13.133333333333333,6,30.0,6,True,2005.0,1.0,25.0,7.0,draft_year_outside_1_3,0,0
00-0023541,2011,QB,78.52,artifact_row,85.62,9.513333333333334,9,29.0,6,True,2005.0,4.0,106.0,7.0,draft_year_outside_1_3,0,0
00-0023578,2011,QB,49.28,artifact_row,58.54,7.3175,8,28.0,3,True,2005.0,5.0,145.0,7.0,draft_year_outside_1_3,0,0
00-0023645,2011,QB,-0.1,artifact_row,-0.2,-0.1,2,28.0,6,True,2005.0,6.0,213.0,7.0,draft_year_outside_1_3,0,0
00-0023662,2011,QB,97.02,artifact_row,97.02,10.78,9,29.0,7,True,2005.0,7.0,230.0,7.0,draft_year_outside_1_3,0,0
00-0023682,2011,QB,206.9,artifact_row,222.78,13.92375,16,29.0,6,True,2005.0,7.0,250.0,7.0,draft_year_outside_1_3,0,0
00-0024218,2011,QB,40.54,artifact_row,40.54,8.108,5,28.0,6,True,2006.0,1.0,3.0,6.0,draft_year_outside_1_3,0,0
00-0024225,2011,QB,6.180000000000001,artifact_row,6.180000000000001,3.0900000000000003,2,28.0,5,True,2006.0,1.0,10.0,6.0,draft_year_outside_1_3,0,0
00-0024226,2011,QB,136.26,artifact_row,136.26,13.626,10,28.0,6,True,2006.0,1.0,11.0,6.0,draft_year_outside_1_3,0,0
00-0024264,2011,QB,18.700000000000003,artifact_row,37.540000000000006,12.513333333333335,3,28.0,6,True,2006.0,2.0,49.0,6.0,draft_year_outside_1_3,0,0
00-0024279,2011,QB,149.26,artifact_row,160.44,10.696,15,28.0,6,True,2006.0,2.0,64.0,6.0,draft_year_outside_1_3,0,0
00-0024296,2011,QB,13.22,artifact_row,13.22,4.406666666666667,3,29.0,3,True,2006.0,3.0,81.0,6.0,draft_year_outside_1_3,0,0
00-0024300,2011,QB,0.0,no_record_zero,0.0,,0,28.0,5,True,2006.0,3.0,85.0,6.0,draft_year_outside_1_3,0,0
00-0024408,2011,QB,6.46,artifact_row,6.46,3.23,2,28.0,6,True,2006.0,6.0,194.0,6.0,draft_year_outside_1_3,0,0
00-0024812,2011,QB,25.340000000000003,artifact_row,25.340000000000003,4.223333333333334,6,28.0,2,False,,,,,no_verified_draft_class,0,0
00-0025423,2011,QB,98.7,artifact_row,98.7,10.966666666666669,9,27.0,5,True,2007.0,2.0,36.0,5.0,draft_year_outside_1_3,0,0
00-0025427,2011,QB,50.62,artifact_row,50.62,12.655,4,30.0,2,True,2007.0,2.0,40.0,5.0,draft_year_outside_1_3,0,0
00-0025430,2011,QB,0.0,no_record_zero,0.0,,0,27.0,3,True,2007.0,2.0,43.0,5.0,draft_year_outside_1_3,0,0
00-0025479,2011,QB,0.0,no_record_zero,0.0,,0,28.0,4,True,2007.0,3.0,92.0,5.0,draft_year_outside_1_3,0,0
00-0025561,2011,QB,0.0,no_record_zero,0.0,,0,27.0,4,True,2007.0,5.0,174.0,5.0,draft_year_outside_1_3,0,0
00-0025592,2011,QB,0.0,no_record_zero,0.0,,0,27.0,2,True,2007.0,6.0,205.0,5.0,draft_year_outside_1_3,0,0
00-0025604,2011,QB,-0.1999999999999999,artifact_row,-0.1999999999999999,-0.0999999999999999,2,27.0,5,True,2007.0,7.0,217.0,5.0,draft_year_outside_1_3,0,0
00-0025708,2011,QB,147.07999999999998,artifact_row,152.38,11.72153846153846,13,27.0,4,False,,,,,no_verified_draft_class,0,0
00-0025749,2011,QB,6.340000000000001,artifact_row,6.340000000000001,3.1700000000000004,2,28.0,2,False,,,,,no_verified_draft_class,0,0
00-0025970,2011,QB,28.320000000000004,artifact_row,28.320000000000004,7.080000000000001,4,26.0,3,False,,,,,no_verified_draft_class,0,0
00-0026143,2011,QB,261.24,artifact_row,281.74,16.57294117647059,17,26.0,4,True,2008.0,1.0,3.0,4.0,draft_year_outside_1_3,0,0
00-0026158,2011,QB,194.1,artifact_row,239.28,13.293333333333331,18,26.0,4,True,2008.0,1.0,18.0,4.0,draft_year_outside_1_3,0,0
00-0026196,2011,QB,0.0,no_record_zero,0.0,,0,26.0,2,True,2008.0,2.0,56.0,4.0,draft_year_outside_1_3,0,0
00-0026197,2011,QB,59.92,artifact_row,59.92,14.98,4,26.0,4,True,2008.0,2.0,57.0,4.0,draft_year_outside_1_3,0,0
00-0026296,2011,QB,0.0,no_record_zero,0.0,,0,26.0,3,True,2008.0,5.0,156.0,4.0,draft_year_outside_1_3,0,0
00-0026300,2011,QB,14.04,artifact_row,14.54,1.6155555555555554,9,25.0,3,True,2008.0,5.0,160.0,4.0,draft_year_outside_1_3,0,0
00-0026349,2011,QB,4.919999999999999,artifact_row,44.120000000000005,8.824000000000002,5,26.0,4,True,2008.0,7.0,209.0,4.0,draft_year_outside_1_3,0,0
00-0026498,2011,QB,307.0,artifact_row,375.1,22.064705882352943,17,23.0,3,True,2009.0,1.0,1.0,3.0,prior_contribution,3,0
00-0026544,2011,QB,0.36,artifact_row,0.86,0.2866666666666667,3,25.0,2,False,,,,,no_verified_draft_class,0,0
00-0026625,2011,QB,-0.1,artifact_row,0.58,0.29,2,26.0,3,False,,,,,no_verified_draft_class,0,0
00-0026898,2011,QB,226.78,artifact_row,237.26,14.82875,16,25.0,3,True,2009.0,1.0,5.0,3.0,prior_contribution,3,0
00-0026993,2011,QB,190.72,artifact_row,205.08,13.672,15,23.0,3,True,2009.0,1.0,17.0,3.0,prior_contribution,3,0
00-0027071,2011,QB,14.080000000000002,artifact_row,14.080000000000002,14.080000000000002,1,26.0,2,True,2009.0,4.0,101.0,3.0,,3,1
00-0027121,2011,QB,0.0,artifact_row,0.0,0.0,1,27.0,1,True,2009.0,6.0,174.0,3.0,,3,2
00-0027134,2011,QB,72.34,artifact_row,72.34,8.037777777777778,9,26.0,2,True,2009.0,6.0,201.0,3.0,prior_contribution,3,1
00-0027347,2011,QB,0.0,no_record_zero,0.0,,0,26.0,1,False,,,,,no_verified_draft_class,0,0
00-0027659,2011,QB,0.0,no_record_zero,0.0,,0,24.0,1,True,2010.0,2.0,48.0,2.0,,2,1
00-0027688,2011,QB,161.02,artifact_row,161.02,12.386153846153848,13,25.0,2,True,2010.0,3.0,85.0,2.0,prior_contribution,2,0
00-0027722,2011,QB,0.2800000000000004,artifact_row,0.2800000000000004,0.0933333333333334,3,24.0,1,True,2010.0,4.0,122.0,2.0,,2,1
00-0027754,2011,QB,88.58,artifact_row,103.32,12.915,8,23.0,2,True,2010.0,5.0,155.0,2.0,prior_contribution,2,0
00-0027775,2011,QB,0.0,no_record_zero,0.0,,0,24.0,1,True,2010.0,6.0,176.0,2.0,,2,1
00-0027796,2011,QB,46.14,artifact_row,50.34,6.2924999999999995,8,25.0,2,True,2010.0,6.0,199.0,2.0,,2,0
00-0027801,2011,QB,0.0,no_record_zero,0.0,,0,25.0,1,True,2010.0,6.0,204.0,2.0,,2,1
00-0027804,2011,QB,0.0,no_record_zero,0.0,,0,24.0,1,True,2010.0,7.0,209.0,2.0,,2,1
00-0027854,2011,QB,87.16000000000001,artifact_row,87.16000000000001,8.716000000000001,10,24.0,2,True,2010.0,1.0,1.0,2.0,prior_contribution,2,0
00-0027876,2011,QB,199.16,artifact_row,235.54,15.702666666666666,15,24.0,2,True,2010.0,1.0,25.0,2.0,prior_contribution,2,0
00-0027939,2011,QB,358.82,artifact_row,370.34,23.14625,16,22.0,1,True,2011.0,1.0,1.0,1.0,prior_contribution,1,0
00-0027946,2011,QB,49.28,artifact_row,49.28,9.856,5,23.0,1,True,2011.0,1.0,8.0,1.0,,1,0
00-0027948,2011,QB,110.98,artifact_row,116.36,7.757333333333333,15,22.0,1,True,2011.0,1.0,10.0,1.0,prior_contribution,1,0
00-0027950,2011,QB,118.9,artifact_row,118.02,10.729090909090909,11,23.0,1,True,2011.0,1.0,12.0,1.0,prior_contribution,1,0
00-0027973,2011,QB,196.14,artifact_row,213.1,12.53529411764706,17,24.0,1,True,2011.0,2.0,35.0,1.0,prior_contribution,1,0
00-0027974,2011,QB,1.2000000000000002,artifact_row,1.2000000000000002,0.6000000000000001,2,24.0,1,True,2011.0,2.0,36.0,1.0,,1,0
00-0028090,2011,QB,41.78,artifact_row,55.080000000000005,6.885000000000001,8,24.0,1,True,2011.0,5.0,152.0,1.0,,1,0
00-0028118,2011,QB,0.92,artifact_row,0.92,0.4599999999999999,2,22.0,1,True,2011.0,6.0,180.0,1.0,,1,0
00-0005091,2011,RB,16.099999999999998,artifact_row,16.099999999999998,2.3,7,35.0,7,True,1999.0,2.0,46.0,13.0,draft_year_outside_1_3,0,0
00-0016098,2011,RB,0.0,no_record_zero,0.0,,0,35.0,6,True,1998.0,1.0,9.0,14.0,draft_year_outside_1_3,0,0
00-0017915,2011,RB,70.9,artifact_row,78.60000000000001,4.366666666666667,18,34.0,6,True,1999.0,1.0,5.0,13.0,draft_year_outside_1_3,0,0
00-0019484,2011,RB,13.2,artifact_row,16.1,5.366666666666667,3,34.0,7,True,2000.0,5.0,156.0,12.0,draft_year_outside_1_3,0,0
00-0019641,2011,RB,52.9,artifact_row,57.1,3.56875,16,33.0,7,True,2000.0,1.0,7.0,12.0,draft_year_outside_1_3,0,0
00-0019863,2011,RB,0.0,no_record_zero,0.0,,0,32.0,5,False,,,,,no_verified_draft_class,0,0
00-0020270,2011,RB,0.0,no_record_zero,0.0,,0,33.0,5,True,2001.0,4.0,121.0,11.0,draft_year_outside_1_3,0,0
00-0020514,2011,RB,0.0,no_record_zero,0.0,,0,33.0,6,True,2001.0,1.0,27.0,11.0,draft_year_outside_1_3,0,0
00-0020536,2011,RB,121.0,artifact_row,132.9,9.492857142857144,14,32.0,7,True,2001.0,1.0,5.0,11.0,draft_year_outside_1_3,0,0
00-0021179,2011,RB,0.0,no_record_zero,0.0,,0,30.0,6,True,2002.0,2.0,51.0,10.0,draft_year_outside_1_3,0,0
00-0021182,2011,RB,93.7,artifact_row,95.0,7.3076923076923075,13,32.0,7,True,2002.0,2.0,54.0,10.0,draft_year_outside_1_3,0,0
00-0021184,2011,RB,0.0,no_record_zero,0.0,,0,32.0,6,True,2002.0,2.0,56.0,10.0,draft_year_outside_1_3,0,0
00-0021216,2011,RB,0.0,no_record_zero,0.0,,0,32.0,6,True,2002.0,3.0,91.0,10.0,draft_year_outside_1_3,0,0
00-0021314,2011,RB,28.4,artifact_row,36.8,3.3454545454545452,11,32.0,7,True,2002.0,6.0,207.0,10.0,draft_year_outside_1_3,0,0
00-0021357,2011,RB,10.8,artifact_row,10.9,0.9083333333333332,12,32.0,7,True,2002.0,7.0,257.0,10.0,draft_year_outside_1_3,0,0
00-0021755,2011,RB,62.900000000000006,artifact_row,62.900000000000006,8.985714285714286,7,31.0,7,False,,,,,no_verified_draft_class,0,0
00-0021976,2011,RB,0.2,artifact_row,0.2,0.2,1,32.0,7,True,2003.0,1.0,27.0,9.0,draft_year_outside_1_3,0,0
00-0022178,2011,RB,148.5,artifact_row,180.7,10.629411764705884,17,30.0,7,True,2003.0,1.0,23.0,9.0,draft_year_outside_1_3,0,0
00-0022217,2011,RB,39.1,artifact_row,39.1,3.2583333333333333,12,29.0,7,True,2004.0,4.0,119.0,8.0,draft_year_outside_1_3,0,0
00-0022288,2011,RB,0.0,no_record_zero,0.0,,0,29.0,6,False,,,,,no_verified_draft_class,0,0
00-0022736,2011,RB,213.7,artifact_row,223.8,14.92,15,28.0,7,True,2004.0,1.0,24.0,8.0,draft_year_outside_1_3,0,0
00-0022770,2011,RB,22.4,artifact_row,27.4,5.4799999999999995,5,31.0,7,True,2004.0,7.0,235.0,8.0,draft_year_outside_1_3,0,0
00-0022821,2011,RB,200.6,artifact_row,235.4,13.847058823529412,17,29.0,7,True,2004.0,5.0,154.0,8.0,draft_year_outside_1_3,0,0
00-0022840,2011,RB,0.0,no_record_zero,0.0,,0,30.0,6,True,2004.0,2.0,43.0,8.0,draft_year_outside_1_3,0,0
00-0022984,2011,RB,97.9,artifact_row,123.7,7.73125,16,29.0,5,False,,,,,no_verified_draft_class,0,0
00-0023437,2011,RB,16.200000000000003,artifact_row,17.6,1.2571428571428571,14,30.0,7,True,2005.0,1.0,2.0,7.0,draft_year_outside_1_3,0,0
00-0023439,2011,RB,153.8,artifact_row,170.1,10.63125,16,29.0,7,True,2005.0,1.0,4.0,7.0,draft_year_outside_1_3,0,0
00-0023440,2011,RB,55.7,artifact_row,63.400000000000006,5.763636363636365,11,29.0,7,True,2005.0,1.0,5.0,7.0,draft_year_outside_1_3,0,0
00-0023500,2011,RB,192.6,artifact_row,231.1,12.838888888888889,18,28.0,7,True,2005.0,3.0,65.0,7.0,draft_year_outside_1_3,0,0
00-0023544,2011,RB,86.2,artifact_row,86.2,7.836363636363637,11,28.0,7,True,2005.0,4.0,109.0,7.0,draft_year_outside_1_3,0,0
00-0023545,2011,RB,133.3,artifact_row,162.9,9.05,18,29.0,7,True,2005.0,4.0,110.0,7.0,draft_year_outside_1_3,0,0
00-0023564,2011,RB,259.5,artifact_row,337.0,18.72222222222222,18,28.0,6,True,2005.0,4.0,130.0,7.0,draft_year_outside_1_3,0,0
00-0024011,2011,RB,0.0,no_record_zero,0.0,,0,28.0,5,False,,,,,no_verified_draft_class,0,0
00-0024103,2011,RB,5.800000000000001,artifact_row,6.1000000000000005,0.6100000000000001,10,27.0,6,False,,,,,no_verified_draft_class,0,0
00-0024172,2011,RB,0.0,no_record_zero,0.0,,0,28.0,4,False,,,,,no_verified_draft_class,0,0
00-0024204,2011,RB,208.6,artifact_row,208.6,20.860000000000003,10,30.0,5,False,,,,,no_verified_draft_class,0,0
00-0024217,2011,RB,219.2,artifact_row,219.2,14.613333333333337,15,26.0,6,True,2006.0,1.0,2.0,6.0,draft_year_outside_1_3,0,0
00-0024236,2011,RB,0.0,no_record_zero,0.0,,0,26.0,5,True,2006.0,1.0,21.0,6.0,draft_year_outside_1_3,0,0
00-0024242,2011,RB,145.8,artifact_row,155.1,9.69375,16,28.0,6,True,2006.0,1.0,27.0,6.0,draft_year_outside_1_3,0,0
00-0024245,2011,RB,71.7,artifact_row,73.60000000000001,6.133333333333334,12,28.0,6,True,2006.0,1.0,30.0,6.0,draft_year_outside_1_3,0,0
00-0024275,2011,RB,286.7,artifact_row,305.0,19.0625,16,26.0,6,True,2006.0,2.0,60.0,6.0,draft_year_outside_1_3,0,0
00-0024294,2011,RB,6.1000000000000005,artifact_row,4.1,0.4555555555555555,9,28.0,6,True,2006.0,3.0,79.0,6.0,draft_year_outside_1_3,0,0
00-0024332,2011,RB,28.6,artifact_row,45.6,2.85,16,29.0,6,True,2006.0,4.0,117.0,6.0,draft_year_outside_1_3,0,0
00-0024359,2011,RB,5.4,artifact_row,5.4,1.8,3,28.0,6,True,2006.0,5.0,145.0,6.0,draft_year_outside_1_3,0,0
00-0024460,2011,RB,0.0,no_record_zero,0.0,,0,27.0,4,True,2006.0,7.0,246.0,6.0,draft_year_outside_1_3,0,0
00-0024559,2011,RB,60.6,artifact_row,69.4,3.6526315789473687,19,26.0,5,False,,,,,no_verified_draft_class,0,0
00-0024659,2011,RB,0.0,no_record_zero,0.0,,0,27.0,1,False,,,,,no_verified_draft_class,0,0
00-0024738,2011,RB,0.0,artifact_row,0.0,0.0,1,26.0,3,False,,,,,no_verified_draft_class,0,0
00-0024813,2011,RB,173.1,artifact_row,206.9,11.494444444444444,18,27.0,5,False,,,,,no_verified_draft_class,0,0
00-0025394,2011,RB,206.9,artifact_row,206.9,17.241666666666667,12,26.0,5,True,2007.0,1.0,7.0,5.0,draft_year_outside_1_3,0,0
00-0025399,2011,RB,232.5,artifact_row,243.6,16.24,15,25.0,5,True,2007.0,1.0,12.0,5.0,draft_year_outside_1_3,0,0
00-0025437,2011,RB,0.0,no_record_zero,0.0,,0,26.0,4,True,2007.0,2.0,50.0,5.0,draft_year_outside_1_3,0,0
00-0025439,2011,RB,47.6,artifact_row,64.5,4.607142857142857,14,27.0,5,True,2007.0,2.0,52.0,5.0,draft_year_outside_1_3,0,0
00-0025450,2011,RB,0.0,no_record_zero,0.0,,0,26.0,4,True,2007.0,2.0,63.0,5.0,draft_year_outside_1_3,0,0
00-0025458,2011,RB,13.4,artifact_row,19.4,1.3857142857142857,14,27.0,4,True,2007.0,3.0,71.0,5.0,draft_year_outside_1_3,0,0
00-0025480,2011,RB,0.0,no_record_zero,0.0,,0,27.0,4,True,2007.0,3.0,93.0,5.0,draft_year_outside_1_3,0,0
00-0025487,2011,RB,212.6,artifact_row,222.5,13.90625,16,27.0,4,True,2007.0,4.0,100.0,5.0,draft_year_outside_1_3,0,0
00-0025573,2011,RB,2.5,artifact_row,2.5,0.8333333333333334,3,27.0,2,False,,,,,no_verified_draft_class,0,0
00-0025578,2011,RB,0.0,artifact_row,0.0,0.0,5,28.0,5,True,2007.0,6.0,191.0,5.0,draft_year_outside_1_3,0,0
00-0025615,2011,RB,0.0,no_record_zero,0.0,,0,28.0,4,True,2007.0,7.0,228.0,5.0,draft_year_outside_1_3,0,0
00-0025631,2011,RB,58.6,artifact_row,68.60000000000001,4.2875000000000005,16,28.0,5,True,2007.0,7.0,244.0,5.0,draft_year_outside_1_3,0,0
00-0025633,2011,RB,0.0,no_record_zero,0.0,,0,29.0,4,True,2007.0,7.0,246.0,5.0,draft_year_outside_1_3,0,0
00-0025637,2011,RB,170.7,artifact_row,253.2,15.825,16,25.0,5,True,2007.0,7.0,250.0,5.0,draft_year_outside_1_3,0,0
00-0025701,2011,RB,87.5,artifact_row,87.5,5.833333333333333,15,28.0,5,False,,,,,no_verified_draft_class,0,0
00-0025860,2011,RB,137.1,artifact_row,182.9,9.626315789473685,19,26.0,4,False,,,,,no_verified_draft_class,0,0
00-0025951,2011,RB,0.0,no_record_zero,0.0,,0,27.0,3,False,,,,,no_verified_draft_class,0,0
00-0025955,2011,RB,0.0,no_record_zero,0.0,,0,26.0,2,False,,,,,no_verified_draft_class,0,0
00-0025997,2011,RB,0.0,no_record_zero,0.0,,0,26.0,3,False,,,,,no_verified_draft_class,0,0
00-0026012,2011,RB,0.0,no_record_zero,0.0,,0,28.0,1,False,,,,,no_verified_draft_class,0,0
00-0026019,2011,RB,73.3,artifact_row,100.8,5.6,18,26.0,3,False,,,,,no_verified_draft_class,0,0
00-0026029,2011,RB,72.9,artifact_row,80.6,5.0375,16,27.0,3,False,,,,,no_verified_draft_class,0,0
00-0026069,2011,RB,190.2,artifact_row,204.3,13.62,15,26.0,4,False,,,,,no_verified_draft_class,0,0
00-0026113,2011,RB,0.0,no_record_zero,0.0,,0,26.0,3,False,,,,,no_verified_draft_class,0,0
00-0026144,2011,RB,123.8,artifact_row,123.8,17.685714285714287,7,24.0,4,True,2008.0,1.0,4.0,4.0,draft_year_outside_1_3,0,0
00-0026153,2011,RB,177.8,artifact_row,194.4,12.15,16,24.0,4,True,2008.0,1.0,13.0,4.0,draft_year_outside_1_3,0,0
00-0026162,2011,RB,101.9,artifact_row,116.6,9.716666666666669,12,24.0,4,True,2008.0,1.0,22.0,4.0,draft_year_outside_1_3,0,0
00-0026163,2011,RB,172.70000000000002,artifact_row,178.20000000000002,11.88,15,24.0,4,True,2008.0,1.0,23.0,4.0,draft_year_outside_1_3,0,0
00-0026164,2011,RB,210.5,artifact_row,225.5,14.09375,16,26.0,4,True,2008.0,1.0,24.0,4.0,draft_year_outside_1_3,0,0
00-0026184,2011,RB,220.7,artifact_row,220.7,18.391666666666666,12,26.0,4,True,2008.0,2.0,44.0,4.0,draft_year_outside_1_3,0,0
00-0026195,2011,RB,338.94,artifact_row,393.64,21.86888888888889,18,24.0,4,True,2008.0,2.0,55.0,4.0,draft_year_outside_1_3,0,0
00-0026204,2011,RB,112.5,artifact_row,132.70000000000002,16.587500000000002,8,25.0,4,True,2008.0,3.0,64.0,4.0,draft_year_outside_1_3,0,0
00-0026209,2011,RB,31.3,artifact_row,31.8,1.9875,16,26.0,4,True,2008.0,3.0,69.0,4.0,draft_year_outside_1_3,0,0
00-0026213,2011,RB,18.2,artifact_row,18.2,9.1,2,25.0,4,True,2008.0,3.0,73.0,4.0,draft_year_outside_1_3,0,0
00-0026229,2011,RB,11.3,artifact_row,17.7,2.9499999999999997,6,25.0,4,True,2008.0,3.0,89.0,4.0,draft_year_outside_1_3,0,0
00-0026262,2011,RB,40.3,artifact_row,48.6,3.7384615384615385,13,27.0,4,True,2008.0,4.0,122.0,4.0,draft_year_outside_1_3,0,0
00-0026279,2011,RB,34.3,artifact_row,34.3,4.2875,8,25.0,3,True,2008.0,5.0,139.0,4.0,draft_year_outside_1_3,0,0
00-0026289,2011,RB,59.7,artifact_row,59.7,11.94,5,25.0,4,True,2008.0,5.0,149.0,4.0,draft_year_outside_1_3,0,0
00-0026316,2011,RB,0.0,no_record_zero,0.0,,0,26.0,3,True,2008.0,6.0,176.0,4.0,draft_year_outside_1_3,0,0
00-0026342,2011,RB,0.0,no_record_zero,0.0,,0,25.0,3,True,2008.0,6.0,202.0,4.0,draft_year_outside_1_3,0,0
00-0026344,2011,RB,24.9,artifact_row,26.000000000000004,2.6000000000000005,10,27.0,3,True,2008.0,6.0,204.0,4.0,draft_year_outside_1_3,0,0
00-0026353,2011,RB,3.2,artifact_row,3.2,1.6,2,26.0,3,True,2008.0,7.0,213.0,4.0,draft_year_outside_1_3,0,0
00-0026367,2011,RB,106.0,artifact_row,109.70000000000002,10.970000000000002,10,25.0,4,True,2008.0,7.0,227.0,4.0,draft_year_outside_1_3,0,0
00-0026373,2011,RB,52.1,artifact_row,56.3,3.5187500000000003,16,26.0,4,True,2008.0,7.0,233.0,4.0,draft_year_outside_1_3,0,0
00-0026432,2011,RB,76.60000000000001,artifact_row,86.10000000000001,4.783333333333334,18,26.0,3,False,,,,,no_verified_draft_class,0,0
00-0026566,2011,RB,71.7,artifact_row,103.9,6.111764705882353,17,27.0,2,False,,,,,no_verified_draft_class,0,0
00-0026579,2011,RB,58.8,artifact_row,70.0,7.0,10,25.0,2,False,,,,,no_verified_draft_class,0,0
00-0026598,2011,RB,0.0,no_record_zero,0.0,,0,26.0,1,False,,,,,no_verified_draft_class,0,0
