player_id,origin,position,origin_points,origin_label_source,total_points_t,ppg_t,games_t,age,observed_history_seasons,draft_visible,draft_season,draft_round,draft_pick,nfl_years_since_draft,exclusion_reason,prior_seasons_checked,prior_no_record_seasons,policy_1,persistence_1,policy_2,persistence_2,policy_3,persistence_3,policy_4,persistence_4,policy_5,persistence_5,future_sum,future_year1,persistence_sum,label_sources,realized_sum,contributor_any,appeared,any_no_record,horizon,realized_points,rank_future_sum,rank_future_year1,rank_origin_points,rank_draft,rank_persistence
00-0036251,2020,RB,98.5,artifact_row,110.3,7.878571428571428,14,23.0,1,True,2020.0,3.0,86.0,1.0,,1,0,91.738956631985,56.1880828544303,83.22064986977848,40.76670595321477,61.183969718398714,28.44585823542926,48.18696813975082,19.32407385472697,33.73150199432582,13.375731771142815,226.32308972225383,91.738956631985,101.91236981451381,artifact_row+artifact_row+artifact_row+no_record_zero,291.9,True,True,True,2345,291.9,2.0,2.0,1.0,6.0,2.0
00-0036265,2020,RB,40.0,artifact_row,47.0,4.2727272727272725,11,22.0,1,True,2020.0,2.0,62.0,1.0,,1,0,60.18088837491088,23.9423381156684,54.68861576267102,17.371125836818624,40.579472143233275,12.1210819316879,39.29164024371397,8.23419284834241,24.00500744590605,5.6995411898795325,158.5647355955243,60.18088837491088,43.42594180672847,artifact_row+artifact_row+no_record_zero+artifact_row,289.7,True,True,True,2345,289.7,8.0,13.0,15.0,4.0,15.0
00-0036269,2020,RB,52.50000000000001,artifact_row,52.50000000000001,5.250000000000001,10,22.0,1,True,2020.0,4.0,120.0,1.0,,1,0,64.78466711135671,26.74410108665087,57.60898876125896,19.403917158148463,43.58617343060583,13.539506413055634,40.69485662157443,9.19776860719099,25.10490095180288,6.366508775929266,166.9949197652421,64.78466711135671,48.507700954324356,no_record_zero+artifact_row+no_record_zero+no_record_zero,0.1,False,True,True,2345,0.1,7.0,12.0,13.0,13.0,14.0
00-0036278,2020,RB,1.4,artifact_row,2.9000000000000004,0.7250000000000001,4,22.0,1,True,2020.0,5.0,172.0,1.0,,1,0,16.60344595123672,1.4772932028816672,18.672340853620017,1.0718354239739152,15.834329560133757,0.7478965447211683,18.511076947005545,0.5080672183019785,9.618953811429186,0.3516738180989499,62.6367011721885,16.60344595123672,2.679473005096012,no_record_zero+no_record_zero+no_record_zero+no_record_zero,0.0,False,False,True,2345,0.0,24.0,25.0,29.0,23.0,27.5
00-0036297,2020,RB,16.099999999999998,artifact_row,16.2,2.6999999999999997,6,22.0,1,True,2020.0,3.0,93.0,1.0,,1,0,33.9826593583662,8.252465478166553,31.269101669658024,5.9874944373715255,24.832019987415094,4.177904836028595,25.915968563783707,2.838168598790362,14.205891595793526,1.96452270800103,96.22298181665036,33.9826593583662,14.968090580191511,artifact_row+artifact_row+artifact_row+no_record_zero,41.0,False,True,True,2345,41.0,16.0,23.0,19.0,8.0,22.0
00-0036336,2020,RB,21.0,artifact_row,22.700000000000003,2.063636363636364,11,21.0,1,True,2020.0,4.0,124.0,1.0,,1,0,48.48188203069159,11.563639898418566,47.55542681359596,8.389884180761337,35.36588884940546,5.854224677645006,41.02344144796278,3.976939950156866,23.91138476326242,2.752757127877987,147.85614187422664,48.48188203069159,20.973805936441195,artifact_row+artifact_row+no_record_zero+no_record_zero,9.200000000000001,False,True,True,2345,9.200000000000001,11.0,16.0,18.0,15.0,20.0
00-0036370,2020,RB,81.2,artifact_row,81.2,6.246153846153846,13,23.0,1,True,2020.0,4.0,112.0,1.0,,1,0,76.00354117317886,41.36420968068668,67.57514193281217,30.011391871269623,49.06838632273403,20.94110325219271,40.5295985251149,14.225882112455396,26.52519062718713,9.846866906770597,183.69831740784824,76.00354117317886,75.02524414268834,artifact_row+artifact_row+artifact_row+no_record_zero,123.0,False,True,True,2345,123.0,5.0,8.0,6.0,10.5,7.0
00-0036414,2020,RB,91.2,artifact_row,146.0,11.23076923076923,13,21.0,1,True,2020.0,2.0,52.0,1.0,,1,0,126.17726332918036,74.3740715933529,118.7679989312099,53.961369620755725,93.06097324820584,37.652722596307086,79.52904267857633,25.578556507616845,62.58296655808465,17.704957738774716,353.94098141607674,126.17726332918036,134.89760646345437,artifact_row+artifact_row+artifact_row+artifact_row,263.68,True,True,False,2345,263.68,1.0,1.0,3.0,2.0,1.0
00-0036425,2020,RB,56.900000000000006,artifact_row,56.900000000000006,6.322222222222223,9,22.0,1,True,2020.0,4.0,144.0,1.0,,1,0,70.0354511418838,28.98551146343685,60.80486927072422,21.030150215212338,46.88199008073519,14.674245998149818,42.43988776665194,9.968629214269852,26.353624751823023,6.900082844769051,176.48037186993437,70.0354511418838,52.573108272401065,artifact_row+artifact_row+artifact_row+artifact_row,74.19999999999999,False,True,False,2345,74.19999999999999,6.0,9.0,10.0,19.0,13.0
00-0036435,2020,RB,0.0,artifact_row,0.0,0.0,4,22.0,1,True,2020.0,7.0,245.0,1.0,,1,0,12.715684079475048,0.0,16.170597624193814,0.0,13.843257990229,0.0,17.040368404825113,0.0,8.731421865401964,0.0,55.78564588464989,12.715684079475048,0.0,no_record_zero+no_record_zero+no_record_zero+no_record_zero,0.0,False,False,True,2345,0.0,26.0,28.0,35.5,37.0,35.5
00-0036450,2020,RB,23.3,artifact_row,23.4,3.3428571428571425,7,23.0,1,True,2020.0,3.0,76.0,1.0,,1,0,36.21780953009889,11.920227912907244,30.852763906546375,8.648603076203313,23.59676136530336,6.034751429819081,22.087752965317897,4.0995768649194115,12.23943312142028,2.837643911557043,88.77671135858792,36.21780953009889,21.620575282498848,artifact_row+artifact_row+artifact_row+no_record_zero,11.6,False,True,True,2345,11.6,19.0,20.0,17.0,5.0,19.0
00-0034159,2020,TE,58.1,artifact_row,62.2,3.8875,16,24.0,3,True,2018.0,4.0,120.0,3.0,,3,0,85.03810988977742,35.44628505651124,70.75446240599894,28.091356793101102,51.86167609831801,21.616224626485455,43.56094518233012,16.147841929750705,51.96025835866148,12.41129812358561,218.13734204530857,85.03810988977742,78.26672147292287,artifact_row+artifact_row+artifact_row+artifact_row,227.5,False,True,False,2345,227.5,4.0,2.0,7.0,17.0,7.0
00-0034270,2020,TE,37.4,artifact_row,44.4,4.933333333333334,9,25.0,3,True,2018.0,5.0,157.0,3.0,,3,0,36.942968501790965,25.30249286992121,33.65361034244572,20.05235115134548,23.320217302696538,15.430231083857786,18.944610425337544,11.526755332490856,14.681036890484783,8.859511843845675,90.59947496096459,36.942968501790965,55.8688494115398,artifact_row+artifact_row+artifact_row+artifact_row,375.7,True,True,False,2345,375.7,15.0,15.0,11.0,24.0,10.0
