player_id,origin,position,origin_points,origin_label_source,total_points_t,ppg_t,games_t,age,observed_history_seasons,draft_visible,draft_season,draft_round,draft_pick,nfl_years_since_draft,exclusion_reason,prior_seasons_checked,prior_no_record_seasons,policy_1,persistence_1,policy_2,persistence_2,policy_3,persistence_3,future_sum,future_year1,persistence_sum,label_sources,realized_sum,contributor_any,appeared,any_no_record,horizon,realized_points,rank_future_sum,rank_future_year1,rank_origin_points,rank_draft,rank_persistence
00-0031392,2016,RB,0.0,no_record_zero,0.0,,0,25.0,2,True,2014.0,3.0,97.0,3.0,,3,1,3.5584357600319847,0.0,3.2333111955692075,0.0,4.895037000149022,0.0,8.12834819571823,3.5584357600319847,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,28.0,28.0,28.0,4.0,28.0
00-0031595,2016,RB,0.0,artifact_row,0.0,0.0,1,24.0,2,True,2015.0,5.0,168.0,2.0,,2,0,1.0242799061822685,0.0,2.8053288112656984,0.0,5.576128311542414,0.0,8.381457122808111,1.0242799061822685,0.0,artifact_row+artifact_row,1.6,False,True,False,23,1.6,27.0,30.0,28.0,16.0,28.0
00-0031599,2016,RB,28.5,artifact_row,28.5,9.5,3,26.0,2,True,2015.0,5.0,174.0,2.0,,2,0,47.642576861338824,14.615561671658876,25.44359986515765,10.728110935066482,20.181419727580675,7.620187445646543,45.625019592738326,47.642576861338824,18.348298380713025,artifact_row+no_record_zero,3.6,False,True,True,23,3.6,15.0,12.0,12.0,18.0,12.0
00-0031611,2016,RB,0.0,no_record_zero,0.0,,0,24.0,1,True,2015.0,6.0,205.0,2.0,,2,1,7.125940089085093,0.0,6.023847332075993,0.0,7.569504340011305,0.0,13.593351672087298,7.125940089085093,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,25.0,25.0,28.0,24.0,28.0
00-0031612,2016,RB,31.0,artifact_row,64.1,4.93076923076923,13,24.0,2,True,2015.0,6.0,206.0,2.0,,2,0,50.571860225916815,32.87219309309943,38.909696660132035,24.128838980272334,29.313780489206284,17.1387373777524,68.22347714933832,50.571860225916815,41.26757635802473,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,11.0,11.0,10.0,25.0,5.0
00-0031959,2016,RB,1.3,artifact_row,1.3,0.65,2,25.0,2,True,2015.0,7.0,230.0,2.0,,2,0,2.1217085004475034,0.6666747429177732,2.10677074725457,0.4893524286170676,4.973690778183995,0.3475874975207195,7.080461525438565,2.1217085004475034,0.8369399261377871,artifact_row+no_record_zero,38.6,False,True,True,23,38.6,30.0,29.0,25.0,27.0,25.0
00-0032063,2016,RB,14.5,artifact_row,14.5,2.0714285714285716,7,23.0,2,True,2015.0,4.0,126.0,2.0,,2,0,22.55673442219304,7.435987517159779,19.38671967860549,5.458161703805755,16.696418311338793,3.8769374723464862,36.083137989944284,22.55673442219304,9.33509917615224,artifact_row+artifact_row,134.9,False,True,False,23,134.9,18.0,18.0,15.0,8.0,15.0
00-0032068,2016,RB,7.6,artifact_row,7.6,1.52,5,24.0,2,True,2015.0,6.0,195.0,2.0,,2,0,9.397337645289582,3.8974831124423663,8.266737456493201,2.8608295826843952,9.125209623684675,2.032049985505745,17.39194708017788,9.397337645289582,4.89287956819014,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,23.0,24.0,18.0,21.0,18.0
00-0032122,2016,RB,0.0,no_record_zero,0.0,,0,25.0,1,True,2015.0,7.0,231.0,2.0,,2,1,5.0031243118356095,0.0,4.2063549345470355,0.0,6.10169984997366,0.0,10.308054784520696,5.0031243118356095,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,26.0,26.0,28.0,28.0,28.0
00-0032130,2016,RB,2.7,artifact_row,2.7,0.45,6,26.0,2,True,2015.0,4.0,108.0,2.0,,2,0,4.298046143493142,1.384632158367683,3.0460059062061604,1.0163473517431405,4.642214734970084,0.7219124948507251,7.688220641176244,4.298046143493142,1.7382598465938655,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,29.0,27.0,23.0,5.0,23.0
00-0032133,2016,RB,0.0,no_record_zero,0.0,,0,23.0,1,True,2015.0,5.0,138.0,2.0,,2,1,10.928134747146292,0.0,9.039272137137626,0.0,10.43986850745146,0.0,19.479140644589087,10.928134747146292,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,21.0,22.0,28.0,10.5,28.0
00-0032393,2016,RB,61.0,artifact_row,61.0,10.166666666666666,6,22.0,1,True,2016.0,3.0,90.0,1.0,,1,0,92.64134736325504,31.28243024460321,73.78639644145987,22.961921650493174,59.71403727905538,16.30987488366453,133.50043372051525,92.64134736325504,39.2717965341577,artifact_row+artifact_row,33.7,False,True,False,23,33.7,4.0,3.0,5.0,3.0,7.0
00-0032404,2016,RB,5.1,artifact_row,5.1,0.3642857142857142,14,23.0,1,True,2016.0,4.0,119.0,1.0,,1,0,33.82340917436459,2.6154162991389565,32.58185760362385,1.9197672199592652,22.182029509872244,1.3636124902735918,54.7638871134961,33.82340917436459,3.283379710232857,artifact_row+artifact_row,8.1,False,True,False,23,8.1,13.0,13.0,21.0,7.0,21.0
00-0032411,2016,RB,87.10000000000001,artifact_row,102.4,8.533333333333333,12,22.0,1,True,2016.0,4.0,134.0,1.0,,1,0,97.79901311293246,52.51345667290768,88.55936673922069,38.54591437722133,67.82681671403815,27.379199804708986,156.38618345325884,97.79901311293246,65.92511418193031,artifact_row+no_record_zero,41.5,False,True,True,23,41.5,1.0,1.0,2.0,9.0,2.0
00-0032417,2016,RB,66.6,artifact_row,85.5,5.7,15,22.0,1,True,2016.0,5.0,149.0,1.0,,1,0,82.50111306694039,43.84668501497662,78.7242568792142,32.184332805199446,58.28582802714499,22.860562336939623,137.01008490635917,82.50111306694039,55.04489514213907,no_record_zero+artifact_row,4.8,False,True,True,23,4.8,3.0,4.0,4.0,13.0,4.0
00-0032426,2016,RB,29.0,artifact_row,44.4,4.036363636363636,11,22.0,1,True,2016.0,5.0,171.0,1.0,,1,0,58.847054563110405,22.769506604268564,54.257225742838166,16.71326756199831,40.85447130310003,11.871449915323035,95.1116970459382,58.847054563110405,28.584717477321348,artifact_row+no_record_zero,108.6,False,True,True,23,108.6,9.0,10.0,11.0,17.0,11.0
00-0032450,2016,RB,48.7,artifact_row,48.7,4.427272727272728,11,22.0,1,True,2016.0,7.0,236.0,1.0,,1,0,61.92139446514566,24.97466152315043,56.776512764996816,18.331894825885534,42.8392822242841,13.021162407122338,99.61579498928091,61.92139446514566,31.353057233007874,artifact_row+artifact_row,12.0,False,True,False,23,12.0,8.0,9.0,8.0,29.0,10.0
00-0032764,2016,RB,91.9,artifact_row,105.7,7.55,14,22.0,1,True,2016.0,2.0,45.0,1.0,,1,0,94.9768136347532,54.20578486646818,89.0857167816948,39.7881166960185,67.12863039163514,28.261537298415423,156.21434717332994,94.9768136347532,68.04965399443392,artifact_row+artifact_row,445.26,True,True,False,23,445.26,2.0,2.0,1.0,1.0,1.0
00-0032782,2016,RB,52.7,artifact_row,52.7,4.391666666666667,12,22.0,1,True,2016.0,5.0,153.0,1.0,,1,0,64.37469322614693,27.025968424435888,59.698367141544786,19.837594606245744,44.64018831004358,14.090662399493782,104.33855545158836,64.37469322614693,33.928257005739525,artifact_row+artifact_row,130.7,False,True,False,23,130.7,7.0,6.0,7.0,14.0,8.0
00-0032794,2016,RB,5.800000000000001,artifact_row,6.7,1.34,5,23.0,1,True,2016.0,6.0,197.0,1.0,,1,0,18.773779346252848,3.435939059653139,18.98144421529022,2.522047132103349,15.750873640495366,1.79141248722217,34.73231785578559,18.773779346252848,4.313459619325519,artifact_row+artifact_row,18.2,False,True,False,23,18.2,19.0,19.0,20.0,22.0,19.0
00-0032804,2016,RB,6.300000000000001,artifact_row,6.300000000000001,1.2600000000000002,5,24.0,1,True,2016.0,7.0,237.0,1.0,,1,0,14.651915110339289,3.2308083695245937,14.343220629463197,2.3714771540673283,11.84037841018488,1.6844624879850254,26.183599039648076,14.651915110339289,4.055939642052354,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,20.0,20.0,19.0,30.0,20.0
00-0032897,2016,RB,12.7,artifact_row,12.7,1.4111111111111112,9,24.0,1,True,2016.0,6.0,198.0,1.0,,1,0,24.81015914583302,6.512899411581324,22.264154642592207,4.780596802643662,15.98640687421899,3.395662475779337,38.250561516811196,24.81015914583302,8.176259278422998,artifact_row+artifact_row,14.7,False,True,False,23,14.7,17.0,17.0,17.0,23.0,16.0
00-0032940,2016,RB,77.5,artifact_row,86.80000000000001,6.200000000000001,14,23.0,1,True,2016.0,5.0,143.0,1.0,,1,0,79.29063776344812,44.513359757894406,72.08822180506647,32.67368523381652,52.15960648368636,23.20814983446035,124.24782828875283,79.29063776344812,55.88183506827687,artifact_row+artifact_row,109.10000000000001,False,True,False,23,109.10000000000001,5.0,5.0,3.0,12.0,3.0
00-0032956,2016,RB,18.7,artifact_row,18.7,2.0777777777777775,9,23.0,1,True,2016.0,6.0,176.0,1.0,,1,0,33.780528026091275,9.589859763509509,30.92746807932039,7.039146473183973,22.941854620819917,4.999912464336504,53.86932270014031,33.780528026091275,12.039058937520476,artifact_row+artifact_row,30.0,False,True,False,23,30.0,14.0,14.0,14.0,19.0,14.0
00-0032975,2016,RB,13.3,artifact_row,12.4,1.55,8,22.0,1,True,2016.0,5.0,156.0,1.0,,1,0,31.96722658269437,6.359051393984914,31.70674155875347,4.667669319116645,24.81223626496372,3.315449976351478,56.518977823717194,31.96722658269437,7.983119295468123,artifact_row+artifact_row,41.50000000000001,False,True,False,23,41.50000000000001,12.0,15.0,16.0,15.0,17.0
00-0033118,2016,RB,48.5,artifact_row,49.5,3.09375,16,22.0,1,True,2016.0,3.0,73.0,1.0,,1,0,64.08381660640255,25.38492290340752,62.2349539249571,18.633034781957576,44.8046019053015,13.235062405596627,107.03955583025859,64.08381660640255,31.868097187554206,artifact_row+artifact_row,388.6,True,True,False,23,388.6,6.0,7.0,9.0,2.0,9.0
00-0030992,2016,TE,21.1,artifact_row,21.1,4.220000000000001,5,25.0,3,True,2014.0,3.0,99.0,3.0,,3,0,39.700268115212154,12.093595588976305,33.2304720717168,9.562759173600709,23.54874887856684,7.504645456687611,56.77922095028364,39.700268115212154,17.06740463028832,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,11.0,11.0,14.0,10.0,15.0
00-0031042,2016,TE,8.9,artifact_row,8.9,8.9,1,24.0,2,True,2014.0,2.0,49.0,3.0,,3,1,40.431650470362506,5.101090082553985,47.29500207723724,4.033580883651482,26.191531941579225,3.16546656703885,73.48653401881647,40.431650470362506,7.199047450690332,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,8.0,10.0,20.0,2.0,20.0
00-0031044,2016,TE,1.0,artifact_row,1.0,0.3333333333333333,3,24.0,3,True,2014.0,2.0,52.0,3.0,,3,0,4.192000573644522,0.5731561890510096,6.935761259136237,0.4532113352417395,5.079033073309477,0.355670400790882,12.014794332445714,4.192000573644522,0.8088817360326215,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,29.0,26.0,27.0,3.0,27.0
00-0031418,2016,TE,34.4,artifact_row,34.4,3.822222222222222,9,24.0,3,True,2014.0,2.0,38.0,3.0,,3,0,60.33158619364728,19.71657290335473,50.49552576174628,15.59046993231584,38.05565329281354,12.23506178720634,88.55117905455981,60.33158619364728,27.82553171952218,artifact_row+no_record_zero,26.0,False,True,True,23,26.0,4.0,4.0,5.0,1.0,7.0
00-0031533,2016,TE,2.4000000000000004,artifact_row,2.4000000000000004,0.4800000000000001,5,24.0,1,True,2015.0,6.0,198.0,2.0,,2,1,9.450436564063573,1.3755748537224233,12.180447619628252,1.087707204580175,9.456298394341928,0.8536089618981169,21.636746013970182,9.450436564063573,1.9413161664782919,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,23.0,23.0,22.5,24.0,23.5
00-0031558,2016,TE,0.0,artifact_row,0.0,0.0,2,22.0,2,True,2015.0,2.0,55.0,2.0,,2,0,1.6736309972804513,0.0,9.0839646523482,0.0,8.777198646451538,0.0,17.861163298799738,1.6736309972804513,0.0,artifact_row+artifact_row,75.0,False,True,False,23,75.0,25.0,29.0,29.0,4.0,29.0
00-0031585,2016,TE,1.7000000000000002,artifact_row,3.3000000000000003,1.65,2,24.0,2,True,2015.0,5.0,143.0,2.0,,2,0,1.8622073066478249,1.891415423868332,7.739430057536344,1.4955974062977406,4.946563330392977,1.1737123226099109,12.685993387929322,1.8622073066478249,2.6693097289076517,artifact_row+artifact_row,32.3,False,True,False,23,32.3,28.0,28.0,25.0,15.0,22.0
00-0031598,2016,TE,10.4,artifact_row,10.4,2.6,4,23.0,2,True,2015.0,5.0,171.0,2.0,,2,0,18.01797880119344,5.960824366130501,21.70163630022582,4.713397886514092,14.774251123620171,3.6989721682251737,36.47588742384599,18.01797880119344,8.412370054739267,artifact_row+artifact_row,117.8,False,True,False,23,117.8,17.0,20.0,19.0,18.0,19.0
00-0031609,2016,TE,30.0,artifact_row,30.0,4.285714285714286,7,25.0,1,True,2015.0,6.0,202.0,2.0,,2,1,34.835538267593066,17.19468567153029,33.20413017297173,13.596340057252188,21.613057985350324,10.67011202372646,54.817188158322054,34.835538267593066,24.26645208097865,artifact_row+no_record_zero,13.8,False,True,True,23,13.8,12.0,12.0,8.0,25.0,10.0
00-0031610,2016,TE,30.5,artifact_row,30.5,3.05,10,24.0,2,True,2015.0,6.0,204.0,2.0,,2,0,29.921812641757796,17.481263766055793,28.671121900658516,13.822945724873058,18.10786687091848,10.847947224121905,46.77898877157699,29.921812641757796,24.67089294899496,artifact_row+artifact_row,214.60000000000002,True,True,False,23,214.60000000000002,14.0,15.0,7.0,26.0,9.0
00-0031951,2016,TE,1.9,artifact_row,1.9,0.1461538461538461,13,24.0,2,True,2015.0,5.0,173.0,2.0,,2,0,22.650092165396963,1.0889967591969183,17.795455464196916,0.8611015369593051,12.31722530525483,0.6757737615026758,30.112680769451746,22.650092165396963,1.536875298461981,artifact_row+artifact_row,81.2,False,True,False,23,81.2,20.0,16.0,24.0,19.0,25.0
00-0032062,2016,TE,12.5,artifact_row,12.5,1.5625,8,25.0,2,True,2015.0,4.0,117.0,2.0,,2,0,18.35016751760028,7.16445236313762,15.934158906988058,5.665141690521745,10.657985124267428,4.445880009886025,26.592144031255486,18.35016751760028,10.11102170040777,artifact_row+artifact_row,27.299999999999997,False,True,False,23,27.299999999999997,22.0,19.0,18.0,12.0,18.0
00-0032117,2016,TE,22.4,artifact_row,22.4,1.7230769230769232,13,24.0,2,True,2015.0,6.0,194.0,2.0,,2,0,32.204897957138535,12.838698634742617,27.27373769238211,10.151933909414968,18.207154016711623,7.967016977715758,45.48089170909373,32.204897957138535,18.118950887130726,artifact_row+artifact_row,52.5,False,True,False,23,52.5,15.0,13.0,13.0,23.0,14.0
00-0032120,2016,TE,23.0,artifact_row,23.0,3.8333333333333335,6,24.0,2,True,2015.0,7.0,220.0,2.0,,2,0,20.73177001283664,13.18259234817322,22.86220049365214,10.42386071056001,12.099981961298628,8.180419218190286,34.962182454950764,20.73177001283664,18.604279928750294,artifact_row+no_record_zero,10.7,False,True,True,23,10.7,18.0,18.0,12.0,27.0,13.0
00-0032134,2016,TE,44.1,artifact_row,54.400000000000006,6.800000000000001,8,23.0,2,True,2015.0,5.0,157.0,2.0,,2,0,49.649858878490065,31.179696684374928,53.59756229484486,24.654696637150636,32.99633346571697,19.348469803023985,86.59389576056184,49.649858878490065,44.003166440174624,artifact_row+artifact_row,153.0,False,True,False,23,153.0,6.0,5.0,4.0,16.0,4.0
00-0032135,2016,TE,87.2,artifact_row,115.5,6.078947368421052,19,22.0,2,True,2015.0,5.0,160.0,2.0,,2,0,92.38847069050796,66.1995398353916,85.15463869256003,52.34590922042093,73.74321391622978,41.079931291346874,158.8978526087898,92.38847069050796,93.4258405117678,artifact_row+artifact_row,112.0,False,True,False,23,112.0,1.0,1.0,1.0,17.0,1.0
00-0032139,2016,TE,29.6,artifact_row,41.1,4.11,10,23.0,1,True,2015.0,7.0,229.0,2.0,,2,1,49.22303245361335,23.556719369996497,50.30234953856725,18.626985878435494,37.29265437092366,14.618053472505252,87.59500390949091,49.22303245361335,33.24503935094074,no_record_zero+artifact_row,1.9,False,True,True,23,1.9,5.0,6.0,9.0,28.0,5.0
00-0032141,2016,TE,12.9,artifact_row,12.9,1.842857142857143,7,23.0,2,True,2015.0,7.0,246.0,2.0,,2,0,15.524352189006596,7.393714838758024,18.650600306236463,5.84642622461844,11.228262220269093,4.588148170202378,29.878862526505557,15.524352189006596,10.434574394820817,artifact_row+artifact_row,75.7,False,True,False,23,75.7,21.0,21.0,17.0,29.0,17.0
00-0032188,2016,TE,0.0,artifact_row,0.0,0.0,5,25.0,2,True,2015.0,4.0,123.0,2.0,,2,0,0.0,0.0,2.0422810690301194,0.0,0.6854955876401269,0.0,2.727776656670246,0.0,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,30.0,30.0,29.0,13.0,29.0
00-0032190,2016,TE,2.4000000000000004,artifact_row,2.4000000000000004,2.4000000000000004,1,25.0,1,True,2015.0,7.0,256.0,2.0,,2,1,7.804087900749344,1.3755748537224233,10.569697878371551,1.087707204580175,7.140688978689071,0.8536089618981169,17.710386857060623,7.804087900749344,1.9413161664782919,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,26.0,24.0,22.5,30.0,23.5
00-0032214,2016,TE,19.2,artifact_row,19.2,2.1333333333333333,9,24.0,2,True,2015.0,3.0,85.0,2.0,,2,0,21.13465859246514,11.004598829779384,21.93401456561375,8.701657636641398,15.933109867525548,6.828871695184935,37.867124433139296,21.13465859246514,15.530529331826333,artifact_row+artifact_row,25.200000000000003,False,True,False,23,25.200000000000003,16.0,17.0,15.0,7.0,16.0
00-0032227,2016,TE,19.0,artifact_row,23.1,3.85,6,24.0,1,True,2015.0,3.0,92.0,2.0,,2,1,31.255123134146498,13.239907967078324,32.646720606248195,10.469181844084186,21.95967794633735,8.215986258269375,54.606398552585546,31.255123134146498,18.68516810235356,artifact_row+artifact_row,102.5,False,True,False,23,102.5,13.0,14.0,16.0,8.0,12.0
00-0032256,2016,TE,84.2,artifact_row,90.5,5.65625,16,25.0,2,True,2015.0,3.0,68.0,2.0,,2,0,72.29116003431693,51.87063510911637,62.79383887625542,41.015625839377435,52.625783441363566,32.188171271574824,115.41962231761899,72.29116003431693,73.20379711095225,no_record_zero+artifact_row,10.1,False,True,True,23,10.1,3.0,3.0,2.0,5.0,2.0
00-0032392,2016,TE,64.10000000000001,artifact_row,82.60000000000001,5.1625000000000005,16,22.0,1,True,2016.0,3.0,81.0,1.0,,1,0,78.0036503705069,47.3427012156134,76.64830213376723,37.43525629096769,64.13283491474378,29.37837510532686,140.78113704851103,78.0036503705069,66.81363139629455,artifact_row+artifact_row,331.5,True,True,False,23,331.5,2.0,2.0,3.0,6.0,3.0
00-0032394,2016,TE,6.2,artifact_row,6.2,2.066666666666667,3,23.0,1,True,2016.0,3.0,94.0,1.0,,1,0,14.411023461699273,3.55356837211626,19.581793049612713,2.8099102784987857,14.27945333460876,2.2051564849034686,33.861246384221474,14.411023461699273,5.015066763402254,artifact_row+artifact_row,103.80000000000001,False,True,False,23,103.80000000000001,19.0,22.0,21.0,9.0,21.0
00-0032429,2016,TE,34.2,artifact_row,34.2,3.4200000000000004,10,24.0,1,True,2016.0,6.0,184.0,1.0,,1,0,41.92487005531054,19.60194166554453,40.37912696288271,15.499827665267496,29.137438915844044,12.163927707048169,69.51656587872675,41.92487005531054,27.663755372315663,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,10.0,8.0,6.0,21.0,8.0
00-0032430,2016,TE,1.4,artifact_row,1.4,0.7,2,23.0,1,True,2016.0,6.0,188.0,1.0,,1,0,5.86574171039465,0.8024186646714135,11.438551132069966,0.6344958693384354,9.355056519534136,0.4979385611072348,20.793607651604102,5.86574171039465,1.1324344304456702,artifact_row+no_record_zero,8.6,False,True,True,23,8.6,24.0,25.0,26.0,22.0,26.0
00-0033080,2016,TE,26.5,artifact_row,34.7,4.3375,8,23.0,1,True,2016.0,4.0,138.0,1.0,,1,0,43.9603033848391,19.888519760070036,46.59295067060317,15.726433332888366,33.287728696485814,12.341762907443607,79.88067936708899,43.9603033848391,28.06819624033197,artifact_row+artifact_row,43.0,False,True,False,23,43.0,7.0,7.0,10.0,14.0,6.0
00-0033110,2016,TE,25.5,artifact_row,25.5,2.125,12,23.0,1,True,2016.0,4.0,110.0,1.0,,1,0,41.69067624440803,14.615482820800748,40.53969719148464,11.55688904866436,31.333971616230745,9.069595220167493,71.87366880771539,41.69067624440803,20.626484268831852,artifact_row+artifact_row,198.6,True,True,False,23,198.6,9.0,9.0,11.0,11.0,11.0
00-0033112,2016,TE,0.0,artifact_row,0.0,0.0,2,23.0,1,True,2016.0,6.0,177.0,1.0,,1,0,2.9814950179193707,0.0,8.651106886297015,0.0,7.721360450396358,0.0,16.372467336693372,2.9814950179193707,0.0,artifact_row+no_record_zero,0.0,False,False,True,23,0.0,27.0,27.0,29.0,20.0,29.0
00-0030990,2016,WR,40.8,artifact_row,40.8,4.08,10,25.0,3,True,2014.0,3.0,86.0,3.0,,3,0,38.697504700482085,22.11837148715783,31.05322340642394,17.113111052852332,22.93675017061493,13.023608572645616,53.98997357703887,38.697504700482085,30.136719625497946,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,21.0,17.0,11.0,15.5,11.0
00-0031001,2016,WR,36.1,artifact_row,36.1,2.25625,16,25.0,3,True,2014.0,7.0,236.0,3.0,,3,0,33.87474134973189,19.57042183054897,28.69605990455659,15.14174776980317,24.24607027889904,11.523339938051636,52.94213018345563,33.87474134973189,26.665087707854806,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,22.0,22.0,13.0,50.0,16.0
00-0031021,2016,WR,1.8,artifact_row,1.8,0.9,2,26.0,2,True,2014.0,5.0,176.0,3.0,,3,1,1.0213918063748555,0.975810506786375,1.5585720164288994,0.7549901935081912,1.9884673819574292,0.5745709664402477,3.5470393983863286,1.0213918063748555,1.329561159948439,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,51.0,49.0,41.0,35.0,42.0
00-0031025,2016,WR,6.200000000000001,artifact_row,7.200000000000001,2.4000000000000004,3,25.0,3,True,2014.0,7.0,218.0,3.0,,3,0,6.228790360529862,3.9032420271455006,4.638992361695297,3.019960774032765,4.591348690850658,2.298283865760991,9.230341052545956,6.228790360529862,5.318244639793756,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,44.0,41.0,34.0,46.0,35.0
00-0031060,2016,WR,13.4,artifact_row,13.4,1.2181818181818185,11,23.0,3,True,2014.0,4.0,124.0,3.0,,3,0,21.56857447194656,7.264367106076348,18.110793327710656,5.62048255167209,17.116781944987707,4.277361639055178,35.22757527269836,21.56857447194656,9.897844190727268,artifact_row+artifact_row,14.5,False,True,False,23,14.5,29.0,29.0,25.0,25.0,30.0
00-0031068,2016,WR,16.6,artifact_row,16.6,1.3833333333333335,12,26.0,3,True,2014.0,5.0,142.0,3.0,,3,0,18.267978901068027,8.999141340363236,13.191992900766774,6.962687340131097,11.108095600880748,5.298821134948952,24.300088501647522,18.267978901068027,12.26150847508005,artifact_row+artifact_row,78.4,False,True,False,23,78.4,36.0,32.0,23.0,29.0,25.0
00-0031189,2016,WR,9.8,artifact_row,14.3,3.575,4,24.0,2,True,2014.0,6.0,189.0,3.0,,3,1,16.346389806439316,7.752272359469535,14.337292462717574,5.997977648426186,11.10903542506131,4.564647122275302,25.446327887778885,16.346389806439316,10.562624770701488,artifact_row+artifact_row,43.8,False,True,False,23,43.8,35.0,34.0,30.5,40.0,28.0
00-0031257,2016,WR,47.8,artifact_row,82.4,5.493333333333334,15,24.0,3,True,2014.0,2.0,45.0,3.0,,3,0,64.69707360665521,44.67043653288739,49.408558459769885,34.56177330281942,37.37323297759508,26.302582019264676,86.78179143736497,64.69707360665521,60.864355322084094,artifact_row+artifact_row,123.6,False,True,False,23,123.6,12.0,9.0,10.0,10.0,9.0
00-0031268,2016,WR,28.200000000000003,artifact_row,28.200000000000003,4.028571428571429,7,25.0,3,True,2014.0,6.0,196.0,3.0,,3,0,15.978691346452273,15.28769793965321,11.18792931354256,11.828179698294996,8.639619928900611,9.001611807563883,19.82754924244317,15.978691346452273,20.82979150585888,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,38.0,35.0,17.0,42.0,18.0
00-0031291,2016,WR,23.0,artifact_row,23.0,1.9166666666666667,12,25.0,2,True,2014.0,7.0,239.0,3.0,,3,1,29.947649708109303,12.468689808937016,22.103878445393885,9.64709691704911,18.24578512859491,7.341740126736499,40.34966357398879,29.947649708109303,16.988837043785608,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,26.0,24.0,20.0,52.0,20.0
00-0031310,2016,WR,3.0,artifact_row,3.0,1.5,2,25.0,3,True,2014.0,5.0,146.0,3.0,,3,0,1.8297029725605771,1.6263508446439583,2.952589211190511,1.2583169891803188,3.159896739098389,0.9576182774004128,6.1124859502888995,1.8297029725605771,2.2159352665807317,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,49.0,47.0,37.5,30.0,39.5
00-0031315,2016,WR,0.0,no_record_zero,0.0,,0,24.0,1,True,2014.0,6.0,190.0,3.0,,3,2,0.5140628171912701,0.0,1.1183227925280808,0.0,3.866305964540977,0.0,4.984628757069058,0.5140628171912701,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,50.0,51.0,48.5,41.0,49.0
00-0031326,2016,WR,0.0,no_record_zero,0.0,,0,25.0,2,True,2014.0,4.0,106.0,3.0,,3,1,2.8978630589764305,0.0,3.768017764969037,0.0,6.161631095514029,0.0,9.929648860483066,2.8978630589764305,0.0,artifact_row+no_record_zero,59.6,False,True,True,23,59.6,42.0,45.0,48.5,18.0,49.0
00-0031327,2016,WR,0.0,no_record_zero,0.0,,0,27.0,2,True,2014.0,4.0,123.0,3.0,,3,1,0.0,0.0,0.2528769098609172,0.0,1.7727643096437438,0.0,2.025641219504661,0.0,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,54.0,53.0,48.5,24.0,49.0
00-0031344,2016,WR,9.8,artifact_row,15.6,1.4181818181818182,11,24.0,3,True,2014.0,2.0,56.0,3.0,,3,0,16.539188500790626,8.457024392148583,14.16489629638474,6.543248343737658,12.81955864985626,4.9796150424821475,26.984454946241,16.539188500790626,11.522863386219806,artifact_row+artifact_row,81.6,False,True,False,23,81.6,34.0,33.0,30.5,11.0,27.0
00-0031545,2016,WR,38.6,artifact_row,38.6,9.65,4,24.0,1,True,2015.0,1.0,7.0,2.0,,2,1,64.05281345664253,20.925714201085597,57.706710332150934,16.190345260786767,40.92853500705337,12.321355169218648,98.6352453392043,64.05281345664253,28.511700430005416,artifact_row+no_record_zero,10.0,False,True,True,23,10.0,9.0,10.0,12.0,1.0,12.0
00-0031549,2016,WR,88.0,artifact_row,87.9,5.86,15,23.0,2,True,2015.0,1.0,20.0,2.0,,2,0,74.51804879917766,47.65207974806798,69.60458134317219,36.868687782983336,57.03945698245603,28.0582155278321,126.64403832562822,74.51804879917766,64.92690331081543,artifact_row+artifact_row,238.4,True,True,False,23,238.4,7.0,7.0,4.0,3.0,6.0
00-0031560,2016,WR,27.1,artifact_row,27.1,4.516666666666667,6,22.0,2,True,2015.0,3.0,70.0,2.0,,2,0,36.873079148488,14.69136929661709,34.485110015893184,11.366796802262211,27.66867995602142,8.650485105850397,62.153789971914605,36.873079148488,20.017281908112608,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,17.0,20.0,18.0,12.0,19.0
