origin,position,horizon,ordering,budget,n,picks,hits,points_captured,points_per_slot,misses,busts,boundary_ties,fractional_credit_applied
2022,RB,23,rank_origin_points,1,35,1,0.0,0.0,0.0,3.0,1.0,0,False
2022,TE,23,rank_origin_points,1,34,1,1.0,240.39999999999998,240.39999999999998,5.0,0.0,0,False
2022,WR,23,rank_origin_points,1,58,1,1.0,422.0,422.0,6.0,0.0,0,False
2014,QB,23,rank_origin_points,3,7,3,1.0,108.30000000000001,36.1,2.0,2.0,0,False
2014,RB,23,rank_origin_points,3,36,3,2.0,703.5,234.5,10.0,0.0,0,False
2014,TE,23,rank_origin_points,3,28,3,0.0,170.3,56.76666666666667,3.0,0.0,0,False
2014,WR,23,rank_origin_points,3,47,3,0.0,278.6,92.86666666666667,7.0,0.0,0,False
2015,QB,23,rank_origin_points,3,9,3,0.0,2.3600000000000003,0.7866666666666667,2.0,1.0,0,False
2015,RB,23,rank_origin_points,3,31,3,2.0,895.1999999999999,298.4,5.0,0.0,0,False
2015,TE,23,rank_origin_points,3,28,3,2.0,291.09999999999997,97.03333333333332,2.0,1.0,0,False
2015,WR,23,rank_origin_points,3,50,3,1.0,305.1,101.7,8.0,2.0,0,False
2016,QB,23,rank_origin_points,3,12,3,1.0,283.54,94.51333333333334,1.0,2.0,0,False
2016,RB,23,rank_origin_points,3,30,3,1.0,595.86,198.62,4.0,0.0,0,False
2016,TE,23,rank_origin_points,3,30,3,1.0,453.6,151.20000000000002,3.0,0.0,0,False
2016,WR,23,rank_origin_points,3,54,3,2.0,322.6,107.53333333333335,6.0,1.0,0,False
2017,QB,23,rank_origin_points,3,10,3,0.0,1.9,0.6333333333333333,1.0,2.0,0,False
2017,RB,23,rank_origin_points,3,34,3,2.0,466.3,155.43333333333334,5.0,0.0,0,False
2017,TE,23,rank_origin_points,3,33,3,1.0,447.0,149.0,3.0,0.0,0,False
2017,WR,23,rank_origin_points,3,59,3,3.0,1029.6,343.2,9.0,0.0,0,False
2018,QB,23,rank_origin_points,3,8,3,0.0,2.1,0.7000000000000001,0.0,2.0,4,True
2018,RB,23,rank_origin_points,3,37,3,0.0,123.2,41.06666666666667,3.0,1.0,0,False
2018,TE,23,rank_origin_points,3,25,3,0.0,139.5,46.5,6.0,0.0,0,False
2018,WR,23,rank_origin_points,3,48,3,2.0,428.1,142.70000000000002,3.0,0.0,0,False
2019,QB,23,rank_origin_points,3,9,3,0.0,0.0,0.0,0.0,3.0,0,False
2019,RB,23,rank_origin_points,3,39,3,2.0,771.4,257.1333333333333,6.0,0.0,0,False
2019,TE,23,rank_origin_points,3,30,3,2.0,775.5,258.5,3.0,0.0,0,False
2019,WR,23,rank_origin_points,3,46,3,1.0,289.5,96.5,8.0,1.0,0,False
2020,QB,23,rank_origin_points,3,10,3,0.0,42.44,14.146666666666667,0.0,2.0,0,False
2020,RB,23,rank_origin_points,3,39,3,2.0,485.9,161.96666666666667,3.0,0.0,0,False
2020,TE,23,rank_origin_points,3,33,3,0.0,248.0,82.66666666666667,3.0,0.0,0,False
2020,WR,23,rank_origin_points,3,50,3,1.0,630.98,210.32666666666668,5.0,0.0,0,False
2021,QB,23,rank_origin_points,3,14,3,1.0,532.0,177.33333333333334,0.0,1.0,0,False
2021,RB,23,rank_origin_points,3,34,3,2.0,520.58,173.52666666666667,1.0,0.0,0,False
2021,TE,23,rank_origin_points,3,32,3,0.0,196.7,65.56666666666666,1.0,0.0,0,False
2021,WR,23,rank_origin_points,3,55,3,1.0,255.70000000000002,85.23333333333333,3.0,1.0,0,False
2022,QB,23,rank_origin_points,3,13,3,0.0,21.48,7.16,1.0,2.0,0,False
2022,RB,23,rank_origin_points,3,35,3,1.0,258.2,86.06666666666666,2.0,2.0,0,False
2022,TE,23,rank_origin_points,3,34,3,2.0,540.3,180.1,4.0,0.0,0,False
2022,WR,23,rank_origin_points,3,58,3,1.0,484.1,161.36666666666667,6.0,0.0,0,False
2014,QB,23,rank_draft,2,7,2,1.0,216.68,108.34,2.0,1.0,0,False
2014,RB,23,rank_draft,2,36,2,0.0,3.8,1.9,12.0,1.0,0,False
2014,TE,23,rank_draft,2,28,2,1.0,369.6,184.8,2.0,0.0,0,False
2014,WR,23,rank_draft,2,47,2,1.0,125.5,62.75,6.0,1.0,0,False
2015,QB,23,rank_draft,2,9,2,1.0,120.28,60.14,1.0,0.0,0,False
2015,RB,23,rank_draft,2,31,2,2.0,842.0999999999999,421.04999999999995,5.0,0.0,0,False
2015,TE,23,rank_draft,2,28,2,1.0,127.7,63.85,3.0,1.0,0,False
2015,WR,23,rank_draft,2,50,2,2.0,505.6,252.8,7.0,0.0,0,False
2016,QB,23,rank_draft,2,12,2,1.0,283.54,141.77,1.0,1.0,0,False
2016,RB,23,rank_draft,2,30,2,2.0,833.86,416.93,3.0,0.0,0,False
2016,TE,23,rank_draft,2,30,2,0.0,26.0,13.0,4.0,1.0,0,False
2016,WR,23,rank_draft,2,54,2,0.0,22.6,11.3,8.0,0.0,0,False
2017,QB,23,rank_draft,2,10,2,1.0,650.38,325.19,0.0,1.0,0,False
2017,RB,23,rank_draft,2,34,2,1.0,647.2,323.6,6.0,0.0,0,False
2017,TE,23,rank_draft,2,33,2,0.0,242.29999999999998,121.14999999999999,4.0,0.0,0,False
2017,WR,23,rank_draft,2,59,2,1.5,432.4,216.2,10.5,0.0,2,True
2018,QB,23,rank_draft,2,8,2,0.0,0.0,0.0,0.0,2.0,0,False
2018,RB,23,rank_draft,2,37,2,1.0,349.9,174.95,2.0,0.0,0,False
2018,TE,23,rank_draft,2,25,2,2.0,506.5,253.25,4.0,0.0,0,False
2018,WR,23,rank_draft,2,48,2,0.0,44.7,22.35,5.0,1.0,0,False
2019,QB,23,rank_draft,2,9,2,0.0,0.0,0.0,0.0,2.0,0,False
2019,RB,23,rank_draft,2,39,2,0.0,148.9,74.45,8.0,1.0,0,False
2019,TE,23,rank_draft,2,30,2,2.0,519.9000000000001,259.95000000000005,3.0,0.0,0,False
2019,WR,23,rank_draft,2,46,2,0.0,46.6,23.3,9.0,0.0,0,False
2020,QB,23,rank_draft,2,10,2,0.0,0.0,0.0,0.0,2.0,0,False
2020,RB,23,rank_draft,2,39,2,1.0,227.6,113.8,4.0,0.0,0,False
2020,TE,23,rank_draft,2,33,2,1.0,328.5,164.25,2.0,0.0,0,False
2020,WR,23,rank_draft,2,50,2,0.0,45.2,22.6,6.0,1.0,0,False
2021,QB,23,rank_draft,2,14,2,1.0,532.0,266.0,0.0,0.0,0,False
2021,RB,23,rank_draft,2,34,2,0.0,137.8,68.9,3.0,0.0,0,False
2021,TE,23,rank_draft,2,32,2,0.0,33.5,16.75,1.0,1.0,0,False
2021,WR,23,rank_draft,2,55,2,0.0,52.6,26.3,4.0,1.0,0,False
2022,QB,23,rank_draft,2,13,2,1.0,471.82,235.91,0.0,0.0,0,False
2022,RB,23,rank_draft,2,35,2,0.0,82.30000000000001,41.150000000000006,3.0,0.0,0,False
2022,TE,23,rank_draft,2,34,2,1.0,528.1,264.05,5.0,0.0,0,False
2022,WR,23,rank_draft,2,58,2,1.0,409.3,204.65,6.0,1.0,0,False
2014,QB,23,rank_draft,1,7,1,0.0,0.0,0.0,3.0,1.0,0,False
2014,RB,23,rank_draft,1,36,1,0.0,0.0,0.0,12.0,1.0,0,False
2014,TE,23,rank_draft,1,28,1,1.0,262.6,262.6,2.0,0.0,0,False
2014,WR,23,rank_draft,1,47,1,0.0,0.0,0.0,7.0,1.0,0,False
2015,QB,23,rank_draft,1,9,1,1.0,120.34,120.34,1.0,0.0,0,False
2015,RB,23,rank_draft,1,31,1,1.0,535.5999999999999,535.5999999999999,6.0,0.0,0,False
2015,TE,23,rank_draft,1,28,1,1.0,127.7,127.7,3.0,0.0,0,False
2015,WR,23,rank_draft,1,50,1,1.0,178.5,178.5,8.0,0.0,0,False
2016,QB,23,rank_draft,1,12,1,0.0,0.0,0.0,2.0,1.0,0,False
2016,RB,23,rank_draft,1,30,1,1.0,445.26,445.26,4.0,0.0,0,False
2016,TE,23,rank_draft,1,30,1,0.0,26.0,26.0,4.0,0.0,0,False
2016,WR,23,rank_draft,1,54,1,0.0,10.0,10.0,8.0,0.0,0,False
2017,QB,23,rank_draft,1,10,1,1.0,650.38,650.38,0.0,0.0,0,False
2017,RB,23,rank_draft,1,34,1,1.0,630.2,630.2,6.0,0.0,0,False
2017,TE,23,rank_draft,1,33,1,0.0,64.1,64.1,4.0,0.0,0,False
2017,WR,23,rank_draft,1,59,1,1.0,289.2,289.2,11.0,0.0,0,False
2018,QB,23,rank_draft,1,8,1,0.0,0.0,0.0,0.0,1.0,0,False
2018,RB,23,rank_draft,1,37,1,0.0,98.2,98.2,3.0,0.0,0,False
2018,TE,23,rank_draft,1,25,1,1.0,196.10000000000002,196.10000000000002,5.0,0.0,0,False
2018,WR,23,rank_draft,1,48,1,0.0,44.7,44.7,5.0,0.0,0,False
2019,QB,23,rank_draft,1,9,1,0.0,0.0,0.0,0.0,1.0,0,False
2019,RB,23,rank_draft,1,39,1,0.0,148.9,148.9,8.0,0.0,0,False
2019,TE,23,rank_draft,1,30,1,1.0,360.1,360.1,4.0,0.0,0,False
2019,WR,23,rank_draft,1,46,1,0.0,41.0,41.0,9.0,0.0,0,False
2020,QB,23,rank_draft,1,10,1,0.0,0.0,0.0,0.0,1.0,0,False
2020,RB,23,rank_draft,1,39,1,0.0,55.400000000000006,55.400000000000006,5.0,0.0,0,False
2020,TE,23,rank_draft,1,33,1,0.0,22.9,22.9,3.0,0.0,0,False
2020,WR,23,rank_draft,1,50,1,0.0,0.0,0.0,6.0,1.0,0,False
2021,QB,23,rank_draft,1,14,1,0.0,0.38,0.38,1.0,0.0,0,False
2021,RB,23,rank_draft,1,34,1,0.0,131.0,131.0,3.0,0.0,0,False
2021,TE,23,rank_draft,1,32,1,0.0,0.0,0.0,1.0,1.0,0,False
2021,WR,23,rank_draft,1,55,1,0.0,0.0,0.0,4.0,1.0,0,False
2022,QB,23,rank_draft,1,13,1,0.0,5.58,5.58,1.0,0.0,0,False
2022,RB,23,rank_draft,1,35,1,0.0,0.4,0.4,3.0,0.0,0,False
2022,TE,23,rank_draft,1,34,1,1.0,526.7,526.7,5.0,0.0,0,False
2022,WR,23,rank_draft,1,58,1,0.5,204.65,204.65,6.5,0.5,2,True
2014,QB,23,rank_draft,3,7,3,2.0,324.98,108.32666666666667,1.0,1.0,0,False
2014,RB,23,rank_draft,3,36,3,1.0,407.90000000000003,135.96666666666667,11.0,1.0,0,False
2014,TE,23,rank_draft,3,28,3,2.0,505.70000000000005,168.5666666666667,1.0,0.0,0,False
2014,WR,23,rank_draft,3,47,3,1.0,183.3,61.1,6.0,1.0,0,False
2015,QB,23,rank_draft,3,9,3,1.0,137.36,45.78666666666667,1.0,0.0,0,False
2015,RB,23,rank_draft,3,31,3,2.0,842.0999999999999,280.7,5.0,1.0,0,False
2015,TE,23,rank_draft,3,28,3,1.0,127.7,42.56666666666667,3.0,2.0,0,False
2015,WR,23,rank_draft,3,50,3,2.0,598.0,199.33333333333334,7.0,0.0,0,False
2016,QB,23,rank_draft,3,12,3,1.0,282.94,94.31333333333333,1.0,1.0,0,False
2016,RB,23,rank_draft,3,30,3,2.0,867.5600000000001,289.18666666666667,3.0,0.0,0,False
2016,TE,23,rank_draft,3,30,3,0.0,26.0,8.666666666666666,4.0,2.0,0,False
2016,WR,23,rank_draft,3,54,3,1.0,261.0,87.0,7.0,0.0,0,False
2017,QB,23,rank_draft,3,10,3,1.0,649.88,216.62666666666667,0.0,1.0,0,False
2017,RB,23,rank_draft,3,34,3,1.0,688.7,229.5666666666667,6.0,0.0,0,False
2017,TE,23,rank_draft,3,33,3,0.0,302.5,100.83333333333333,4.0,0.0,0,False
2017,WR,23,rank_draft,3,59,3,2.0,575.5999999999999,191.86666666666665,10.0,0.0,0,False
2018,QB,23,rank_draft,3,8,3,0.0,0.0,0.0,0.0,3.0,0,False
2018,RB,23,rank_draft,3,37,3,1.0,418.4,139.46666666666667,2.0,0.0,0,False
2018,TE,23,rank_draft,3,25,3,2.0,571.3,190.4333333333333,4.0,0.0,0,False
2018,WR,23,rank_draft,3,48,3,0.0,135.10000000000002,45.03333333333334,5.0,1.0,0,False
2019,QB,23,rank_draft,3,9,3,0.0,0.0,0.0,0.0,3.0,0,False
2019,RB,23,rank_draft,3,39,3,1.0,385.8,128.6,7.0,1.0,0,False
2019,TE,23,rank_draft,3,30,3,2.0,573.2,191.0666666666667,3.0,0.0,0,False
2019,WR,23,rank_draft,3,46,3,1.0,215.1,71.7,8.0,0.0,0,False
2020,QB,23,rank_draft,3,10,3,0.0,42.44,14.146666666666667,0.0,2.0,0,False
2020,RB,23,rank_draft,3,39,3,1.0,227.6,75.86666666666666,4.0,1.0,0,False
2020,TE,23,rank_draft,3,33,3,1.0,412.8,137.6,2.0,0.0,0,False
2020,WR,23,rank_draft,3,50,3,1.0,492.5,164.16666666666666,5.0,1.0,0,False
2021,QB,23,rank_draft,3,14,3,1.0,532.0,177.33333333333334,0.0,1.0,0,False
2021,RB,23,rank_draft,3,34,3,1.0,386.3,128.76666666666668,2.0,0.0,0,False
2021,TE,23,rank_draft,3,32,3,0.0,112.2,37.4,1.0,1.0,0,False
2021,WR,23,rank_draft,3,55,3,0.0,89.80000000000001,29.933333333333337,4.0,1.0,0,False
2022,QB,23,rank_draft,3,13,3,1.0,471.62,157.20666666666668,0.0,0.0,0,False
2022,RB,23,rank_draft,3,35,3,0.0,134.60000000000002,44.866666666666674,3.0,0.0,0,False
2022,TE,23,rank_draft,3,34,3,1.0,592.6,197.53333333333333,5.0,0.0,0,False
2022,WR,23,rank_draft,3,58,3,1.0,442.6,147.53333333333333,6.0,1.0,0,False
2014,QB,23,rank_persistence,2,7,2,1.0,108.30000000000001,54.150000000000006,2.0,1.0,0,False
2014,RB,23,rank_persistence,2,36,2,1.0,191.6,95.8,11.0,1.0,0,False
2014,TE,23,rank_persistence,2,28,2,0.0,91.5,45.75,3.0,0.0,0,False
2014,WR,23,rank_persistence,2,47,2,0.0,237.5,118.75,7.0,0.0,0,False
2015,QB,23,rank_persistence,2,9,2,0.0,2.3600000000000003,1.1800000000000002,2.0,0.0,0,False
2015,RB,23,rank_persistence,2,31,2,1.0,359.6,179.8,6.0,0.0,0,False
2015,TE,23,rank_persistence,2,28,2,1.0,163.39999999999998,81.69999999999999,3.0,1.0,0,False
2015,WR,23,rank_persistence,2,50,2,2.0,483.6,241.8,7.0,0.0,0,False
2016,QB,23,rank_persistence,2,12,2,1.0,283.54,141.77,1.0,1.0,0,False
2016,RB,23,rank_persistence,2,30,2,1.0,486.76,243.38,4.0,0.0,0,False
2016,TE,23,rank_persistence,2,30,2,0.0,122.1,61.05,4.0,0.0,0,False
2016,WR,23,rank_persistence,2,54,2,1.0,161.9,80.95,7.0,1.0,0,False
2017,QB,23,rank_persistence,2,10,2,0.0,0.0,0.0,1.0,2.0,0,False
2017,RB,23,rank_persistence,2,34,2,2.0,348.5,174.25,5.0,0.0,0,False
2017,TE,23,rank_persistence,2,33,2,1.0,382.9,191.45,3.0,0.0,0,False
2017,WR,23,rank_persistence,2,59,2,2.0,592.8,296.4,10.0,0.0,0,False
2018,QB,23,rank_persistence,2,8,2,0.0,2.1,1.05,0.0,1.0,0,False
2018,RB,23,rank_persistence,2,37,2,0.0,123.2,61.6,3.0,0.0,0,False
2018,TE,23,rank_persistence,2,25,2,1.0,321.0,160.5,5.0,0.0,0,False
2018,WR,23,rank_persistence,2,48,2,2.0,453.8,226.9,3.0,0.0,0,False
2019,QB,23,rank_persistence,2,9,2,0.0,0.0,0.0,0.0,2.0,0,False
2019,RB,23,rank_persistence,2,39,2,1.0,542.9,271.45,7.0,0.0,0,False
2019,TE,23,rank_persistence,2,30,2,1.0,293.0,146.5,4.0,0.0,0,False
2019,WR,23,rank_persistence,2,46,2,1.0,289.5,144.75,8.0,0.0,0,False
2020,QB,23,rank_persistence,2,10,2,0.0,0.0,0.0,0.0,2.0,0,False
2020,RB,23,rank_persistence,2,39,2,2.0,382.2,191.1,3.0,0.0,0,False
2020,TE,23,rank_persistence,2,33,2,1.0,255.10000000000002,127.55000000000001,2.0,0.0,0,False
2020,WR,23,rank_persistence,2,50,2,1.0,518.3,259.15,5.0,0.0,0,False
2021,QB,23,rank_persistence,2,14,2,1.0,532.0,266.0,0.0,0.0,0,False
2021,RB,23,rank_persistence,2,34,2,1.0,397.98,198.99,2.0,0.0,0,False
2021,TE,23,rank_persistence,2,32,2,0.0,141.2,70.6,1.0,0.0,0,False
2021,WR,23,rank_persistence,2,55,2,2.0,452.90000000000003,226.45000000000002,2.0,0.0,0,False
2022,QB,23,rank_persistence,2,13,2,0.0,21.48,10.74,1.0,1.0,0,False
2022,RB,23,rank_persistence,2,35,2,1.0,258.2,129.1,2.0,1.0,0,False
2022,TE,23,rank_persistence,2,34,2,2.0,475.79999999999995,237.89999999999998,4.0,0.0,0,False
2022,WR,23,rank_persistence,2,58,2,2.0,786.1,393.05,5.0,0.0,0,False
2014,QB,23,rank_persistence,1,7,1,0.0,0.0,0.0,3.0,1.0,0,False
2014,RB,23,rank_persistence,1,36,1,0.0,0.0,0.0,12.0,1.0,0,False
2014,TE,23,rank_persistence,1,28,1,0.0,82.6,82.6,3.0,0.0,0,False
2014,WR,23,rank_persistence,1,47,1,0.0,179.7,179.7,7.0,0.0,0,False
2015,QB,23,rank_persistence,1,9,1,0.0,2.7600000000000002,2.7600000000000002,2.0,0.0,0,False
2015,RB,23,rank_persistence,1,31,1,0.0,120.0,120.0,7.0,0.0,0,False
2015,TE,23,rank_persistence,1,28,1,0.0,0.0,0.0,4.0,1.0,0,False
2015,WR,23,rank_persistence,1,50,1,1.0,305.1,305.1,8.0,0.0,0,False
2016,QB,23,rank_persistence,1,12,1,1.0,283.54,283.54,1.0,0.0,0,False
2016,RB,23,rank_persistence,1,30,1,1.0,445.26,445.26,4.0,0.0,0,False
2016,TE,23,rank_persistence,1,30,1,0.0,112.0,112.0,4.0,0.0,0,False
2016,WR,23,rank_persistence,1,54,1,0.0,0.0,0.0,8.0,1.0,0,False
2017,QB,23,rank_persistence,1,10,1,0.0,0.0,0.0,1.0,1.0,0,False
2017,RB,23,rank_persistence,1,34,1,1.0,178.3,178.3,6.0,0.0,0,False
2017,TE,23,rank_persistence,1,33,1,1.0,317.5,317.5,3.0,0.0,0,False
2017,WR,23,rank_persistence,1,59,1,1.0,289.2,289.2,11.0,0.0,0,False
2018,QB,23,rank_persistence,1,8,1,0.0,2.1,2.1,0.0,0.0,0,False
2018,RB,23,rank_persistence,1,37,1,0.0,68.5,68.5,3.0,0.0,0,False
2018,TE,23,rank_persistence,1,25,1,1.0,244.6,244.6,5.0,0.0,0,False
2018,WR,23,rank_persistence,1,48,1,1.0,255.9,255.9,4.0,0.0,0,False
2019,QB,23,rank_persistence,1,9,1,0.0,0.0,0.0,0.0,1.0,0,False
2019,RB,23,rank_persistence,1,39,1,0.0,133.39999999999998,133.39999999999998,8.0,0.0,0,False
2019,TE,23,rank_persistence,1,30,1,1.0,159.8,159.8,4.0,0.0,0,False
2019,WR,23,rank_persistence,1,46,1,1.0,248.5,248.5,8.0,0.0,0,False
2020,QB,23,rank_persistence,1,10,1,0.0,0.0,0.0,0.0,1.0,0,False
2020,RB,23,rank_persistence,1,39,1,1.0,172.2,172.2,4.0,0.0,0,False
2020,TE,23,rank_persistence,1,33,1,0.0,84.3,84.3,3.0,0.0,0,False
2020,WR,23,rank_persistence,1,50,1,0.0,71.0,71.0,6.0,0.0,0,False
2021,QB,23,rank_persistence,1,14,1,0.0,0.38,0.38,1.0,0.0,0,False
2021,RB,23,rank_persistence,1,34,1,0.0,149.48000000000002,149.48000000000002,3.0,0.0,0,False
2021,TE,23,rank_persistence,1,32,1,0.0,141.2,141.2,1.0,0.0,0,False
2021,WR,23,rank_persistence,1,55,1,1.0,203.10000000000002,203.10000000000002,3.0,0.0,0,False
2022,QB,23,rank_persistence,1,13,1,0.0,0.0,0.0,1.0,1.0,0,False
2022,RB,23,rank_persistence,1,35,1,1.0,258.2,258.2,2.0,0.0,0,False
2022,TE,23,rank_persistence,1,34,1,1.0,240.39999999999998,240.39999999999998,5.0,0.0,0,False
2022,WR,23,rank_persistence,1,58,1,1.0,422.0,422.0,6.0,0.0,0,False
2014,QB,23,rank_persistence,3,7,3,1.0,108.30000000000001,36.1,2.0,2.0,0,False
2014,RB,23,rank_persistence,3,36,3,1.0,273.7,91.23333333333333,11.0,1.0,0,False
2014,TE,23,rank_persistence,3,28,3,0.0,192.2,64.06666666666666,3.0,0.0,0,False
2014,WR,23,rank_persistence,3,47,3,0.0,278.6,92.86666666666667,7.0,0.0,0,False
2015,QB,23,rank_persistence,3,9,3,0.0,2.3600000000000003,0.7866666666666667,2.0,1.0,0,False
2015,RB,23,rank_persistence,3,31,3,2.0,895.1999999999999,298.4,5.0,0.0,0,False
2015,TE,23,rank_persistence,3,28,3,1.0,180.39999999999998,60.133333333333326,3.0,1.0,0,False
2015,WR,23,rank_persistence,3,50,3,2.0,483.6,161.20000000000002,7.0,1.0,0,False
2016,QB,23,rank_persistence,3,12,3,1.0,283.54,94.51333333333334,1.0,2.0,0,False
2016,RB,23,rank_persistence,3,30,3,1.0,595.86,198.62,4.0,0.0,0,False
2016,TE,23,rank_persistence,3,30,3,1.0,453.6,151.20000000000002,3.0,0.0,0,False
2016,WR,23,rank_persistence,3,54,3,2.0,403.0,134.33333333333334,6.0,1.0,0,False
2017,QB,23,rank_persistence,3,10,3,0.0,0.0,0.0,1.0,3.0,0,False
2017,RB,23,rank_persistence,3,34,3,2.0,466.3,155.43333333333334,5.0,0.0,0,False
2017,TE,23,rank_persistence,3,33,3,1.0,447.0,149.0,3.0,0.0,0,False
2017,WR,23,rank_persistence,3,59,3,3.0,1029.6,343.2,9.0,0.0,0,False
2018,QB,23,rank_persistence,3,8,3,0.0,2.1,0.7000000000000001,0.0,2.0,0,False
2018,RB,23,rank_persistence,3,37,3,0.0,144.9,48.300000000000004,3.0,0.0,0,False
2018,TE,23,rank_persistence,3,25,3,1.0,376.8,125.60000000000001,5.0,0.0,0,False
2018,WR,23,rank_persistence,3,48,3,3.0,626.0,208.66666666666666,2.0,0.0,0,False
2019,QB,23,rank_persistence,3,9,3,0.0,0.0,0.0,0.0,3.0,0,False
2019,RB,23,rank_persistence,3,39,3,2.0,755.9,251.96666666666667,6.0,0.0,0,False
2019,TE,23,rank_persistence,3,30,3,1.0,343.8,114.60000000000001,4.0,0.0,0,False
2019,WR,23,rank_persistence,3,46,3,1.0,289.5,96.5,8.0,1.0,0,False
2020,QB,23,rank_persistence,3,10,3,0.0,42.44,14.146666666666667,0.0,2.0,0,False
2020,RB,23,rank_persistence,3,39,3,2.0,434.29999999999995,144.76666666666665,3.0,0.0,0,False
2020,TE,23,rank_persistence,3,33,3,1.0,369.40000000000003,123.13333333333334,2.0,0.0,0,False
2020,WR,23,rank_persistence,3,50,3,1.0,630.98,210.32666666666668,5.0,0.0,0,False
2021,QB,23,rank_persistence,3,14,3,1.0,532.0,177.33333333333334,0.0,1.0,0,False
2021,RB,23,rank_persistence,3,34,3,2.0,520.58,173.52666666666667,1.0,0.0,0,False
2021,TE,23,rank_persistence,3,32,3,0.0,242.29999999999998,80.76666666666667,1.0,0.0,0,False
2021,WR,23,rank_persistence,3,55,3,2.0,452.90000000000003,150.96666666666667,2.0,1.0,0,False
2022,QB,23,rank_persistence,3,13,3,0.0,21.48,7.16,1.0,2.0,0,False
2022,RB,23,rank_persistence,3,35,3,1.0,258.2,86.06666666666666,2.0,2.0,0,False
2022,TE,23,rank_persistence,3,34,3,3.0,649.1999999999999,216.39999999999998,3.0,0.0,0,False
2022,WR,23,rank_persistence,3,58,3,2.0,819.4,273.1333333333333,5.0,0.0,0,False
