player_id,origin,position,origin_points,origin_label_source,total_points_t,ppg_t,games_t,age,observed_history_seasons,draft_visible,draft_season,draft_round,draft_pick,nfl_years_since_draft,exclusion_reason,prior_seasons_checked,prior_no_record_seasons,policy_1,persistence_1,future_sum,future_year1,persistence_sum,label_sources,realized_sum,contributor_any,appeared,any_no_record,horizon,realized_points,rank_future_sum,rank_future_year1,rank_origin_points,rank_draft,rank_persistence
00-0028995,2012,WR,64.2,artifact_row,64.2,5.836363636363637,11,21.0,1,True,2012.0,2.0,43.0,1.0,,1,0,75.1542728648746,35.91194796204169,75.1542728648746,75.1542728648746,35.91194796204169,artifact_row,62.2,False,True,False,1,62.2,6.0,6.0,6.0,6.0,10.0
00-0029137,2012,WR,67.1,artifact_row,78.7,7.87,10,22.0,1,True,2012.0,2.0,45.0,1.0,,1,0,87.58925010080529,44.02290194100749,87.58925010080529,87.58925010080529,44.02290194100749,artifact_row,274.6,True,True,False,1,274.6,3.0,3.0,4.0,7.0,3.0
00-0029204,2012,WR,2.7,artifact_row,7.1000000000000005,1.775,4,24.0,1,True,2012.0,7.0,231.0,1.0,,1,0,14.029736603957486,3.971570569010841,14.029736603957486,14.029736603957486,3.971570569010841,no_record_zero,0.0,False,False,True,1,0.0,33.0,33.0,38.0,48.0,34.0
00-0029209,2012,WR,65.0,artifact_row,65.0,8.125,8,24.0,1,True,2012.0,2.0,54.0,1.0,,1,0,75.55430298109728,36.35944887122601,75.55430298109728,75.55430298109728,36.35944887122601,artifact_row,16.5,False,True,False,1,16.5,5.0,5.0,5.0,8.0,9.0
00-0029262,2012,WR,45.0,artifact_row,66.80000000000001,5.13846153846154,13,21.0,1,True,2012.0,2.0,63.0,1.0,,1,0,74.67350063986083,37.36632591689074,74.67350063986083,74.67350063986083,37.36632591689074,artifact_row,138.1,True,True,False,1,138.1,7.0,7.0,14.0,9.0,7.0
00-0029269,2012,WR,64.1,artifact_row,70.4,5.415384615384616,13,23.0,1,True,2012.0,4.0,100.0,1.0,,1,0,71.72158838341188,39.38008000822017,71.72158838341188,71.72158838341188,39.38008000822017,artifact_row,26.0,False,True,False,1,26.0,8.0,8.0,7.0,19.0,4.0
00-0029271,2012,WR,3.0,artifact_row,3.0,0.3333333333333333,9,23.0,1,True,2012.0,4.0,104.0,1.0,,1,0,17.444068062828567,1.6781284094412003,17.444068062828567,17.444068062828567,1.6781284094412003,no_record_zero,0.0,False,False,True,1,0.0,29.0,29.0,37.0,20.0,38.0
00-0029274,2012,WR,8.2,artifact_row,11.3,2.26,5,24.0,1,True,2012.0,4.0,107.0,1.0,,1,0,18.822804078212688,6.32095034222852,18.822804078212688,18.822804078212688,6.32095034222852,artifact_row,0.0,False,True,False,1,0.0,26.0,26.0,32.0,22.0,32.0
00-0029293,2012,WR,33.3,artifact_row,55.2,6.133333333333334,9,22.0,1,True,2012.0,5.0,166.0,1.0,,1,0,68.24481967054065,30.877562733718086,68.24481967054065,68.24481967054065,30.877562733718086,artifact_row,171.6,True,True,False,1,171.6,11.0,11.0,20.0,34.0,13.0
00-0029415,2012,WR,29.8,artifact_row,31.4,1.7444444444444445,18,22.0,1,True,2012.0,4.0,121.0,1.0,,1,0,50.74771012426871,17.564410685484564,50.74771012426871,50.74771012426871,17.564410685484564,artifact_row,64.1,False,True,False,1,64.1,15.0,15.0,21.0,27.0,22.0
00-0029424,2012,WR,0.0,artifact_row,0.0,0.0,3,23.0,1,True,2012.0,6.0,194.0,1.0,,1,0,6.6363249412268095,0.0,6.6363249412268095,6.6363249412268095,0.0,artifact_row,0.0,False,False,False,1,0.0,40.0,40.0,45.0,41.0,45.5
00-0029548,2012,WR,35.6,artifact_row,38.3,2.946153846153846,13,23.0,1,True,2012.0,6.0,206.0,1.0,,1,0,48.15365387412656,21.42410602719932,48.15365387412656,48.15365387412656,21.42410602719932,artifact_row,38.0,False,True,False,1,38.0,18.0,18.0,19.0,43.5,20.0
00-0029572,2012,WR,48.1,artifact_row,69.4,8.675,8,23.0,1,True,2012.0,4.0,118.0,1.0,,1,0,84.00350336595052,38.82070387173977,84.00350336595052,84.00350336595052,38.82070387173977,artifact_row,82.3,False,True,False,1,82.3,4.0,4.0,12.0,26.0,6.0
00-0029580,2012,WR,19.5,artifact_row,26.1,3.7285714285714286,7,23.0,1,True,2012.0,7.0,227.0,1.0,,1,0,37.75352086524096,14.599717162138443,37.75352086524096,37.75352086524096,14.599717162138443,artifact_row,88.0,False,True,False,1,88.0,21.0,21.0,23.0,47.0,25.0
00-0029632,2012,WR,63.82,artifact_row,63.82,10.636666666666668,6,23.0,1,True,2012.0,3.0,83.0,1.0,,1,0,92.70511732273228,35.69938503017914,92.70511732273228,92.70511732273228,35.69938503017914,artifact_row,102.9,True,True,False,1,102.9,2.0,2.0,8.0,14.5,11.0
00-0029638,2012,WR,82.6,artifact_row,111.2,7.413333333333333,15,23.0,1,True,2012.0,1.0,13.0,1.0,,1,0,98.10983613190126,62.20262637662049,98.10983613190126,98.10983613190126,62.20262637662049,artifact_row,184.0,True,True,False,1,184.0,1.0,1.0,1.0,1.0,1.0
00-0029640,2012,WR,38.6,artifact_row,38.6,2.757142857142857,14,23.0,1,True,2012.0,2.0,33.0,1.0,,1,0,48.969017417601094,21.591918868143445,48.969017417601094,48.969017417601094,21.591918868143445,artifact_row,60.2,False,True,False,1,60.2,17.0,17.0,18.0,4.0,19.0
00-0029642,2012,WR,0.0,artifact_row,2.3,2.3,1,24.0,1,True,2012.0,7.0,244.0,1.0,,1,0,10.899558235814649,1.28656511390492,10.899558235814649,10.899558235814649,1.28656511390492,no_record_zero,0.0,False,False,True,1,0.0,38.0,38.0,45.0,50.0,39.0
00-0029654,2012,WR,0.0,artifact_row,0.0,0.0,1,23.0,1,True,2012.0,1.0,30.0,1.0,,1,0,4.57981100865572,0.0,4.57981100865572,4.57981100865572,0.0,artifact_row,11.8,False,True,False,1,11.8,43.0,43.0,45.0,3.0,45.5
00-0029660,2012,WR,68.2,artifact_row,69.7,4.6466666666666665,15,23.0,1,True,2012.0,3.0,69.0,1.0,,1,0,70.22473864888613,38.98851671268389,70.22473864888613,70.22473864888613,38.98851671268389,artifact_row,55.3,False,True,False,1,55.3,9.0,9.0,3.0,11.0,5.0
00-0029673,2012,WR,17.8,artifact_row,34.1,3.41,10,22.0,1,True,2012.0,3.0,68.0,1.0,,1,0,47.192284137438186,19.074726253981645,47.192284137438186,47.192284137438186,19.074726253981645,artifact_row,30.5,False,True,False,1,30.5,19.0,19.0,24.0,10.0,21.0
00-0029702,2012,WR,39.1,artifact_row,39.1,4.344444444444445,9,23.0,1,True,2012.0,5.0,168.0,1.0,,1,0,49.097755432931365,21.87160693638365,49.097755432931365,49.097755432931365,21.87160693638365,artifact_row,6.2,False,True,False,1,6.2,16.0,16.0,17.0,36.0,18.0
00-0028012,2013,QB,0.0,no_record_zero,0.0,,0,25.0,1,True,2011.0,3.0,74.0,3.0,,3,2,2.256406163444698,0.0,2.256406163444698,2.256406163444698,0.0,artifact_row,19.799999999999997,False,True,False,1,19.799999999999997,6.0,6.0,7.0,2.0,7.0
00-0028090,2013,QB,0.5199999999999999,artifact_row,0.5199999999999999,0.2599999999999999,2,26.0,3,True,2011.0,5.0,152.0,3.0,,3,0,0.0679264673408046,0.3007109903616227,0.0679264673408046,0.0679264673408046,0.3007109903616227,artifact_row,0.56,False,True,False,1,0.56,8.0,8.0,5.0,5.0,5.0
00-0028118,2013,QB,6.08,artifact_row,6.08,2.026666666666667,3,24.0,3,True,2011.0,6.0,180.0,3.0,,3,0,11.133851588699274,3.516005425766667,11.133851588699274,11.133851588699274,3.516005425766667,artifact_row,-0.3,False,True,False,1,-0.3,3.0,3.0,2.0,6.0,2.0
00-0028146,2013,QB,0.0,no_record_zero,0.0,,0,25.0,1,True,2011.0,7.0,208.0,3.0,,3,2,10.937669951112207,0.0,10.937669951112207,10.937669951112207,0.0,no_record_zero,0.0,False,False,True,1,0.0,4.0,4.0,7.0,8.0,7.0
00-0029531,2013,QB,0.0,no_record_zero,0.0,,0,24.0,1,True,2012.0,6.0,185.0,2.0,,2,1,9.327822518833573,0.0,9.327822518833573,9.327822518833573,0.0,artifact_row,7.840000000000001,False,True,False,1,7.840000000000001,5.0,5.0,7.0,7.0,7.0
00-0029604,2013,QB,32.5,artifact_row,33.56,6.712000000000001,5,25.0,2,True,2012.0,4.0,102.0,2.0,,2,0,43.76130649591134,19.407424685646273,43.76130649591134,43.76130649591134,19.407424685646273,artifact_row,88.4,True,True,False,1,88.4,1.0,1.0,1.0,4.0,1.0
00-0029682,2013,QB,0.7000000000000001,artifact_row,4.0,2.0,2,23.0,2,True,2012.0,2.0,57.0,2.0,,2,0,2.1958163483782207,2.3131614643201757,2.1958163483782207,2.1958163483782207,2.3131614643201757,artifact_row,0.62,False,True,False,1,0.62,7.0,7.0,4.0,1.0,3.0
00-0030533,2013,QB,1.8000000000000005,artifact_row,1.8000000000000005,0.6000000000000002,3,23.0,1,True,2013.0,4.0,98.0,1.0,,1,0,13.0266774111736,1.0409226589440792,13.0266774111736,13.0266774111736,1.0409226589440792,artifact_row,0.0,False,True,False,1,0.0,2.0,2.0,3.0,3.0,4.0
00-0027976,2013,RB,0.0,no_record_zero,0.0,,0,23.0,1,True,2011.0,2.0,38.0,3.0,,3,2,10.501599970591888,0.0,10.501599970591888,10.501599970591888,0.0,no_record_zero,0.0,False,False,True,1,0.0,25.0,25.0,36.0,2.0,36.0
00-0028034,2013,RB,6.300000000000001,artifact_row,6.300000000000001,0.9000000000000001,7,25.0,3,True,2011.0,3.0,96.0,3.0,,3,0,12.059805179690866,3.2509019058667454,12.059805179690866,12.059805179690866,3.2509019058667454,no_record_zero,0.0,False,False,True,1,0.0,24.0,24.0,24.0,9.5,24.0
00-0028053,2013,RB,53.8,artifact_row,59.8,3.1473684210526316,19,25.0,3,True,2011.0,4.0,115.0,3.0,,3,0,56.36285363037781,30.85776729695736,56.36285363037781,56.36285363037781,30.85776729695736,no_record_zero,0.0,False,False,True,1,0.0,9.0,9.0,4.0,12.0,5.0
00-0028057,2013,RB,0.0,no_record_zero,0.0,,0,26.0,2,True,2011.0,4.0,119.0,3.0,,3,1,4.261026367570146,0.0,4.261026367570146,4.261026367570146,0.0,no_record_zero,0.0,False,False,True,1,0.0,35.0,35.0,36.0,13.0,36.0
00-0028062,2013,RB,0.0,no_record_zero,0.0,,0,25.0,2,True,2011.0,4.0,124.0,3.0,,3,1,2.642703494161045,0.0,2.642703494161045,2.642703494161045,0.0,no_record_zero,0.0,False,False,True,1,0.0,38.0,38.0,36.0,14.0,36.0
00-0028063,2013,RB,9.8,artifact_row,9.8,0.6533333333333334,15,25.0,3,True,2011.0,4.0,125.0,3.0,,3,0,18.307605413673546,5.056958520237159,18.307605413673546,18.307605413673546,5.056958520237159,no_record_zero,0.0,False,False,True,1,0.0,21.0,21.0,20.0,15.5,20.0
00-0028068,2013,RB,0.0,no_record_zero,0.0,,0,24.0,2,True,2011.0,4.0,130.0,3.0,,3,1,6.435927847767782,0.0,6.435927847767782,6.435927847767782,0.0,no_record_zero,0.0,False,False,True,1,0.0,32.0,32.0,36.0,17.0,36.0
00-0028071,2013,RB,0.0,no_record_zero,0.0,,0,25.0,2,True,2011.0,5.0,133.0,3.0,,3,1,2.9098770983707327,0.0,2.9098770983707327,2.9098770983707327,0.0,no_record_zero,0.0,False,False,True,1,0.0,37.0,37.0,36.0,18.0,36.0
00-0028087,2013,RB,0.0,no_record_zero,0.0,,0,23.0,2,True,2011.0,5.0,149.0,3.0,,3,1,7.635167229298077,0.0,7.635167229298077,7.635167229298077,0.0,no_record_zero,0.0,False,False,True,1,0.0,30.0,30.0,36.0,21.0,36.0
00-0028115,2013,RB,1.3,artifact_row,1.3,0.325,4,26.0,3,True,2011.0,6.0,177.0,3.0,,3,0,2.0346432719570737,0.6708210281947252,2.0346432719570737,2.0346432719570737,0.6708210281947252,no_record_zero,0.0,False,False,True,1,0.0,41.0,41.0,28.0,26.0,28.0
00-0028121,2013,RB,66.7,artifact_row,69.2,4.325,16,23.0,2,True,2011.0,6.0,183.0,3.0,,3,1,58.76222629504636,35.70831934698075,58.76222629504636,58.76222629504636,35.70831934698075,artifact_row,54.6,False,True,False,1,54.6,8.0,8.0,3.0,29.0,4.0
00-0028158,2013,RB,0.0,no_record_zero,0.0,,0,25.0,2,True,2011.0,7.0,220.0,3.0,,3,1,2.616965986152517,0.0,2.616965986152517,2.616965986152517,0.0,no_record_zero,0.0,False,False,True,1,0.0,40.0,40.0,36.0,35.0,36.0
00-0028159,2013,RB,34.5,artifact_row,34.5,6.9,5,25.0,3,True,2011.0,7.0,221.0,3.0,,3,0,23.800881361936295,17.802558055936938,23.800881361936295,23.800881361936295,17.802558055936938,no_record_zero,0.0,False,False,True,1,0.0,18.0,18.0,11.0,36.0,12.0
00-0028163,2013,RB,0.0,no_record_zero,0.0,,0,25.0,2,True,2011.0,7.0,225.0,3.0,,3,1,5.717790563945997,0.0,5.717790563945997,5.717790563945997,0.0,no_record_zero,0.0,False,False,True,1,0.0,33.0,33.0,36.0,37.0,36.0
00-0028170,2013,RB,0.0,no_record_zero,0.0,,0,26.0,1,True,2011.0,7.0,232.0,3.0,,3,2,4.087108995877617,0.0,4.087108995877617,4.087108995877617,0.0,no_record_zero,0.0,False,False,True,1,0.0,36.0,36.0,36.0,39.0,36.0
00-0029140,2013,RB,0.0,artifact_row,0.0,0.0,2,25.0,2,True,2012.0,5.0,159.0,2.0,,2,0,0.6897189542336578,0.0,0.6897189542336578,0.6897189542336578,0.0,no_record_zero,0.0,False,False,True,1,0.0,42.0,42.0,36.0,24.0,36.0
00-0029145,2013,RB,0.0,no_record_zero,0.0,,0,25.0,1,True,2012.0,7.0,212.0,2.0,,2,1,2.6424501329639156,0.0,2.6424501329639156,2.6424501329639156,0.0,no_record_zero,0.0,False,False,True,1,0.0,39.0,39.0,36.0,34.0,36.0
00-0029251,2013,RB,19.4,artifact_row,19.4,3.88,5,22.0,2,True,2012.0,1.0,32.0,2.0,,2,0,38.367989340883305,10.010713805367436,38.367989340883305,38.367989340883305,10.010713805367436,no_record_zero,0.0,False,False,True,1,0.0,13.0,13.0,16.0,1.0,16.0
00-0029260,2013,RB,7.300000000000001,artifact_row,9.5,0.7307692307692307,13,24.0,2,True,2012.0,2.0,61.0,2.0,,2,0,22.132699246959856,4.902153667576838,22.132699246959856,22.132699246959856,4.902153667576838,artifact_row,0.9,False,True,False,1,0.9,19.0,19.0,23.0,5.0,21.0
00-0029264,2013,RB,77.4,artifact_row,86.0,5.375,16,22.0,2,True,2012.0,3.0,84.0,2.0,,2,0,84.13187729569911,44.37739109595874,84.13187729569911,84.13187729569911,44.37739109595874,artifact_row,49.1,False,True,False,1,49.1,4.0,4.0,2.0,8.0,3.0
00-0029273,2013,RB,39.1,artifact_row,46.3,2.436842105263158,19,24.0,2,True,2012.0,4.0,106.0,2.0,,2,0,54.3183694012401,23.891548927242905,54.3183694012401,54.3183694012401,23.891548927242905,artifact_row,68.0,False,True,False,1,68.0,11.0,11.0,10.0,11.0,9.0
00-0029298,2013,RB,10.1,artifact_row,14.5,1.1153846153846154,13,24.0,2,True,2012.0,6.0,182.0,2.0,,2,0,21.27289343002471,7.482234545248858,21.27289343002471,21.27289343002471,7.482234545248858,artifact_row,9.1,False,True,False,1,9.1,20.0,20.0,18.0,27.5,18.0
00-0029317,2013,RB,34.0,artifact_row,42.8,14.266666666666666,3,22.0,1,True,2012.0,7.0,250.0,2.0,,2,1,96.0185753418071,22.08549231287249,96.0185753418071,96.0185753418071,22.08549231287249,artifact_row,0.2,False,True,False,1,0.2,2.0,2.0,12.0,40.0,10.0
00-0029588,2013,RB,10.0,artifact_row,10.0,2.5,4,24.0,2,True,2012.0,6.0,191.0,2.0,,2,0,8.543460668314008,5.16016175534404,8.543460668314008,8.543460668314008,5.16016175534404,artifact_row,65.80000000000001,False,True,False,1,65.80000000000001,28.0,28.0,19.0,31.0,19.0
00-0029612,2013,RB,47.6,artifact_row,47.6,6.8,7,23.0,2,True,2012.0,7.0,252.0,2.0,,2,0,62.40215889203839,24.562369955437628,62.40215889203839,62.40215889203839,24.562369955437628,no_record_zero,0.0,False,False,True,1,0.0,5.0,5.0,7.0,41.0,8.0
00-0029626,2013,RB,22.9,artifact_row,22.9,2.5444444444444447,9,24.0,2,True,2012.0,2.0,50.0,2.0,,2,0,24.280991575143876,11.816770419737852,24.280991575143876,24.280991575143876,11.816770419737852,no_record_zero,0.0,False,False,True,1,0.0,16.0,16.0,14.0,3.0,14.0
00-0029683,2013,RB,46.7,artifact_row,49.7,5.522222222222222,9,22.0,2,True,2012.0,3.0,67.0,2.0,,2,0,62.11091753124869,25.646003924059876,62.11091753124869,62.11091753124869,25.646003924059876,artifact_row,95.5,True,True,False,1,95.5,6.0,6.0,8.0,7.0,6.0
00-0030078,2013,RB,21.700000000000003,artifact_row,21.700000000000003,3.1000000000000005,7,24.0,1,True,2013.0,4.0,125.0,1.0,,1,0,26.29550785950412,11.197551009096566,26.29550785950412,26.29550785950412,11.197551009096566,no_record_zero,0.0,False,False,True,1,0.0,15.0,15.0,15.0,15.5,15.0
00-0030107,2013,RB,15.1,artifact_row,15.1,1.2583333333333335,12,22.0,1,True,2013.0,6.0,199.0,1.0,,1,0,33.06554875062257,7.7918442505695005,33.06554875062257,33.06554875062257,7.7918442505695005,artifact_row,80.3,False,True,False,1,80.3,14.0,14.0,17.0,33.0,17.0
00-0030117,2013,RB,0.0,artifact_row,0.0,0.0,1,22.0,1,True,2013.0,7.0,230.0,1.0,,1,0,5.59334336158231,0.0,5.59334336158231,5.59334336158231,0.0,artifact_row,21.0,False,True,False,1,21.0,34.0,34.0,36.0,38.0,36.0
00-0030128,2013,RB,8.5,artifact_row,8.5,0.7727272727272727,11,25.0,1,True,2013.0,7.0,253.0,1.0,,1,0,16.414227387890982,4.386137492042434,16.414227387890982,16.414227387890982,4.386137492042434,artifact_row,6.2,False,True,False,1,6.2,23.0,23.0,21.0,42.0,22.0
00-0030280,2013,RB,48.1,artifact_row,99.7,5.864705882352942,17,22.0,1,True,2013.0,3.0,96.0,1.0,,1,0,88.38203489700881,51.44681270078007,88.38203489700881,88.38203489700881,51.44681270078007,artifact_row,118.7,True,True,False,1,118.7,3.0,3.0,5.0,9.5,2.0
00-0030282,2013,RB,24.2,artifact_row,26.6,2.216666666666667,12,22.0,1,True,2013.0,5.0,140.0,1.0,,1,0,41.02219382086076,13.726030269215146,41.02219382086076,41.02219382086076,13.726030269215146,artifact_row,63.1,False,True,False,1,63.1,12.0,12.0,13.0,20.0,13.0
00-0030388,2013,RB,42.5,artifact_row,42.5,6.071428571428571,7,22.0,1,True,2013.0,5.0,151.0,1.0,,1,0,55.89562331847005,21.93068746021217,55.89562331847005,55.89562331847005,21.93068746021217,artifact_row,40.400000000000006,False,True,False,1,40.400000000000006,10.0,10.0,9.0,22.0,11.0
00-0030391,2013,RB,47.88,artifact_row,47.88,6.840000000000001,7,22.0,1,True,2013.0,6.0,189.0,1.0,,1,0,61.634619181059776,24.706854484587264,61.634619181059776,61.634619181059776,24.706854484587264,artifact_row,4.2,False,True,False,1,4.2,7.0,7.0,6.0,30.0,7.0
00-0030404,2013,RB,0.0,artifact_row,0.0,0.0,4,23.0,1,True,2013.0,5.0,154.0,1.0,,1,0,6.873783326641045,0.0,6.873783326641045,6.873783326641045,0.0,artifact_row,15.9,False,True,False,1,15.9,31.0,31.0,36.0,23.0,36.0
00-0030414,2013,RB,1.0,artifact_row,1.0,1.0,1,22.0,1,True,2013.0,6.0,194.0,1.0,,1,0,9.329349995980904,0.5160161755344039,9.329349995980904,9.329349995980904,0.5160161755344039,no_record_zero,0.0,False,False,True,1,0.0,26.0,26.0,29.0,32.0,29.0
00-0030432,2013,RB,7.9,artifact_row,7.9,2.6333333333333333,3,23.0,1,True,2013.0,2.0,62.0,1.0,,1,0,17.242896617596227,4.076527786721791,17.242896617596227,17.242896617596227,4.076527786721791,artifact_row,19.5,False,True,False,1,19.5,22.0,22.0,22.0,6.0,23.0
00-0030433,2013,RB,2.1,artifact_row,2.1,1.05,2,23.0,1,True,2013.0,5.0,164.0,1.0,,1,0,8.413133515844743,1.0836339686222485,8.413133515844743,8.413133515844743,1.0836339686222485,no_record_zero,0.0,False,False,True,1,0.0,29.0,29.0,27.0,25.0,27.0
00-0030465,2013,RB,3.4000000000000004,artifact_row,3.4000000000000004,0.68,5,24.0,1,True,2013.0,6.0,182.0,1.0,,1,0,8.723844218277476,1.7544549968169738,8.723844218277476,8.723844218277476,1.7544549968169738,no_record_zero,0.0,False,False,True,1,0.0,27.0,27.0,25.0,27.5,25.0
00-0030522,2013,RB,96.0,artifact_row,124.5,6.552631578947369,19,23.0,1,True,2013.0,2.0,58.0,1.0,,1,0,97.74367895535376,64.2440138540333,97.74367895535376,97.74367895535376,64.2440138540333,artifact_row,36.4,False,True,False,1,36.4,1.0,1.0,1.0,4.0,1.0
00-0030547,2013,RB,2.6000000000000005,artifact_row,2.6000000000000005,0.1857142857142857,14,23.0,1,True,2013.0,5.0,135.0,1.0,,1,0,24.2633652192424,1.3416420563894509,24.2633652192424,24.2633652192424,1.3416420563894509,artifact_row,113.6,True,True,False,1,113.6,17.0,17.0,26.0,19.0,26.0
00-0027985,2013,TE,71.4,artifact_row,81.8,5.8428571428571425,14,25.0,3,True,2011.0,2.0,47.0,3.0,,3,0,78.20887281220102,48.01747075414091,78.20887281220102,78.20887281220102,48.01747075414091,artifact_row,80.2,False,True,False,1,80.2,5.0,5.0,5.0,3.5,6.0
00-0028007,2013,TE,77.60000000000001,artifact_row,90.4,6.953846153846154,13,25.0,3,True,2011.0,3.0,69.0,3.0,,3,0,77.43403827951227,53.065762300419784,77.43403827951227,77.43403827951227,53.065762300419784,artifact_row,19.0,False,True,False,1,19.0,6.0,6.0,4.0,7.0,4.0
00-0028042,2013,TE,0.0,no_record_zero,0.0,,0,25.0,2,True,2011.0,4.0,104.0,3.0,,3,1,6.0737477493526555,0.0,6.0737477493526555,6.0737477493526555,0.0,artifact_row,11.1,False,True,False,1,11.1,29.0,29.0,29.0,9.0,30.5
00-0028079,2013,TE,0.0,artifact_row,0.0,0.0,4,25.0,3,True,2011.0,5.0,141.0,3.0,,3,0,0.0,0.0,0.0,0.0,0.0,no_record_zero,0.0,False,False,True,1,0.0,32.0,32.0,29.0,16.0,30.5
00-0028093,2013,TE,9.1,artifact_row,9.1,0.7,13,24.0,3,True,2011.0,5.0,155.0,3.0,,3,0,23.568688986516783,5.341796868736947,23.568688986516783,23.568688986516783,5.341796868736947,artifact_row,89.8,False,True,False,1,89.8,18.0,18.0,21.0,18.0,21.0
00-0028097,2013,TE,12.8,artifact_row,12.8,1.4222222222222225,9,26.0,3,True,2011.0,5.0,159.0,3.0,,3,0,14.140089275498578,7.513736254926696,14.140089275498578,14.140089275498578,7.513736254926696,artifact_row,14.4,False,True,False,1,14.4,21.0,21.0,18.0,20.0,19.0
00-0028119,2013,TE,0.0,artifact_row,1.3,1.3,1,26.0,3,True,2011.0,6.0,181.0,3.0,,3,0,0.0,0.7631138383909926,0.0,0.0,0.7631138383909926,artifact_row,0.0,False,True,False,1,0.0,32.0,32.0,29.0,22.0,27.0
00-0028142,2013,TE,10.0,artifact_row,15.4,1.1,14,25.0,3,True,2011.0,7.0,204.0,3.0,,3,0,32.332924652042905,9.03996393170868,32.332924652042905,32.332924652042905,9.03996393170868,artifact_row,6.1,False,True,False,1,6.1,14.0,14.0,20.0,26.0,15.0
00-0028156,2013,TE,9.0,artifact_row,9.0,1.0,9,26.0,3,True,2011.0,7.0,218.0,3.0,,3,0,8.450141303168632,5.283095804245332,8.450141303168632,8.450141303168632,5.283095804245332,artifact_row,0.0,False,True,False,1,0.0,25.0,25.0,22.5,27.0,22.5
00-0028179,2013,TE,0.0,no_record_zero,0.0,,0,26.0,2,True,2011.0,7.0,241.0,3.0,,3,1,4.561111383066256,0.0,4.561111383066256,4.561111383066256,0.0,artifact_row,3.4000000000000004,False,True,False,1,3.4000000000000004,30.0,30.0,29.0,31.0,30.5
00-0029218,2013,TE,14.2,artifact_row,14.2,2.8400000000000003,5,24.0,2,True,2012.0,7.0,240.0,2.0,,2,0,14.193307411245536,8.335551157809302,14.193307411245536,14.193307411245536,8.335551157809302,no_record_zero,0.0,False,False,True,1,0.0,20.0,20.0,16.0,30.0,17.0
00-0029275,2013,TE,63.4,artifact_row,87.7,5.48125,16,23.0,2,True,2012.0,4.0,110.0,2.0,,2,0,86.69727697483134,51.48083355914619,86.69727697483134,86.69727697483134,51.48083355914619,artifact_row,41.6,False,True,False,1,41.6,3.0,3.0,6.0,11.0,5.0
00-0029276,2013,TE,0.0,artifact_row,0.0,0.0,3,25.0,2,True,2012.0,4.0,111.0,2.0,,2,0,0.0,0.0,0.0,0.0,0.0,no_record_zero,0.0,False,False,True,1,0.0,32.0,32.0,29.0,12.0,30.5
00-0029308,2013,TE,0.0,no_record_zero,0.0,,0,23.0,1,True,2012.0,7.0,232.0,2.0,,2,1,7.898012352864735,0.0,7.898012352864735,7.898012352864735,0.0,artifact_row,0.0,False,True,False,1,0.0,27.0,27.0,29.0,29.0,30.5
00-0029315,2013,TE,0.0,no_record_zero,0.0,,0,24.0,1,True,2012.0,7.0,247.0,2.0,,2,1,6.475858708720671,0.0,6.475858708720671,6.475858708720671,0.0,no_record_zero,0.0,False,False,True,1,0.0,28.0,28.0,29.0,32.0,30.5
00-0029414,2013,TE,0.0,artifact_row,1.8,0.2571428571428572,7,22.0,2,True,2012.0,4.0,116.0,2.0,,2,0,8.49930694034914,1.0566191608490665,8.49930694034914,8.49930694034914,1.0566191608490665,no_record_zero,0.0,False,False,True,1,0.0,24.0,24.0,29.0,13.0,25.0
00-0029587,2013,TE,14.8,artifact_row,17.1,2.442857142857143,7,25.0,2,True,2012.0,4.0,128.0,2.0,,2,0,13.54514316212607,10.037882028066132,13.54514316212607,13.54514316212607,10.037882028066132,artifact_row,42.5,False,True,False,1,42.5,23.0,23.0,15.0,14.0,13.0
00-0029590,2013,TE,10.3,artifact_row,10.3,1.1444444444444446,9,24.0,2,True,2012.0,5.0,145.0,2.0,,2,0,13.966765979075555,6.046209642636325,13.966765979075555,13.966765979075555,6.046209642636325,artifact_row,4.4,False,True,False,1,4.4,22.0,22.0,19.0,17.0,20.0
00-0029634,2013,TE,19.3,artifact_row,19.3,1.93,10,24.0,2,True,2012.0,6.0,186.0,2.0,,2,0,25.660150417533615,11.32930544688166,25.660150417533615,25.660150417533615,11.32930544688166,artifact_row,7.6,False,True,False,1,7.6,16.0,16.0,12.0,24.0,12.0
00-0029689,2013,TE,9.0,artifact_row,9.0,9.0,1,23.0,2,True,2012.0,3.0,64.0,2.0,,2,0,57.52997008825152,5.283095804245332,57.52997008825152,57.52997008825152,5.283095804245332,artifact_row,116.5,True,True,False,1,116.5,8.0,8.0,22.5,6.0,22.5
00-0029694,2013,TE,13.9,artifact_row,13.9,1.9857142857142855,7,24.0,1,True,2012.0,3.0,78.0,2.0,,2,1,24.02172098323405,8.159447964334458,24.02172098323405,24.02172098323405,8.159447964334458,no_record_zero,0.0,False,False,True,1,0.0,17.0,17.0,17.0,8.0,18.0
00-0030049,2013,TE,16.3,artifact_row,16.3,8.15,2,23.0,1,True,2013.0,7.0,222.0,1.0,,1,0,45.6507919045118,9.568273512133214,45.6507919045118,45.6507919045118,9.568273512133214,artifact_row,17.8,False,True,False,1,17.8,11.0,11.0,13.0,28.0,14.0
