gsis_id,name,draft_season,origin_year,draft_position,pick,round,log_pick,birth_date,age_at_origin,first_full_reg_season,window_absent_through_draft_season,appear_1,points_1,games_1,label_source_1,appear_2,points_2,games_2,label_source_2,appear_3,points_3,games_3,label_source_3,appear_4,points_4,games_4,label_source_4,appear_5,points_5,games_5,label_source_5,candidate_p_appear,candidate_e_points_given_appear,candidate_e_games_given_appear,candidate_e_points,candidate_e_games,candidate_supported,b1_p_appear,b1_e_points_given_appear,b1_e_games_given_appear,b1_e_points,b1_e_games,b1_supported,b2_p_appear,b2_e_points_given_appear,b2_e_games_given_appear,b2_e_points,b2_e_games,b2_supported,origin,horizon
00-0032447,Devin Lucien,2016,2017,WR,225,7,5.41610040220442,1993-06-26,24.18343600273785,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.37908628732358696,11.90497711265795,5.1329472495612425,4.513013574309778,1.9458299158639887,True,0.4423076923076923,21.88478260869565,5.760869565217392,9.679807692307692,2.548076923076923,True,0.37103645457741935,11.90497711265795,5.1329472495612425,4.417180499705928,1.9045105490101195,True,2017,1
00-0033061,Thomas Duarte,2016,2017,TE,231,7,5.442417710521793,1995-03-30,22.425735797399042,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.43462807075833126,6.339484459396196,3.8096781009734597,2.7553179001897914,1.655793043236358,True,0.3125,19.013333333333332,4.6,5.941666666666667,1.4375,True,0.23938898200658074,6.339484459396196,3.8096781009734597,1.5176027311813942,0.9119949623648003,True,2017,1
00-0032451,Devin Fuller,2016,2017,WR,238,7,5.472270673671475,1994-01-29,23.589322381930184,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4113745503920309,10.44076591517046,5.041163467916934,4.295065384101689,2.07380635506706,True,0.4423076923076923,21.88478260869565,5.760869565217392,9.679807692307692,2.548076923076923,True,0.3485323164169804,10.44076591517046,5.041163467916934,3.6389443295818147,1.757008380909747,True,2017,1
00-0032806,Keith Marshall,2016,2017,RB,242,7,5.488937726156687,1994-02-16,23.540041067761805,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.3829206975663881,24.281902377511372,6.499127939710419,9.298042996635592,2.488650604247116,True,0.43859649122807015,41.7288,7.6,18.302105263157895,3.3333333333333335,True,0.32272850099372963,24.281902377511372,6.499127939710419,7.836461955570325,2.09745381774921,True,2017,1
00-0032453,Kenny Lawler,2016,2017,WR,243,7,5.493061443340548,1994-06-25,23.186858316221766,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.441573432975004,9.898805248811652,5.007190773577321,4.371049416068749,2.2110424194493037,True,0.4423076923076923,21.88478260869565,5.760869565217392,9.679807692307692,2.548076923076923,True,0.3403649777414211,9.898805248811652,5.007190773577321,3.36920662817844,1.704272376195694,True,2017,1
00-0032808,Zac Brooks,2016,2017,RB,247,7,5.5093883366279774,1993-02-01,24.580424366872005,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.2821499669553897,23.748808766506098,6.465711074935417,6.700725608699565,1.824300166136125,True,0.43859649122807015,41.7288,7.6,18.302105263157895,3.3333333333333335,True,0.3150012619412476,23.748808766506098,6.465711074935417,7.480904731050785,2.036707147952157,True,2017,1
00-0032900,Beau Sandland,2016,2017,TE,252,7,5.529429087511423,1993-02-23,24.520191649555098,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.21973920684428874,4.071326781508766,3.6674990974258104,0.8946301177726471,0.8058933427704924,True,0.3125,19.013333333333332,4.6,5.941666666666667,1.4375,True,0.21292008585133756,4.071326781508766,3.6674990974258104,0.8668672478476963,0.7808842226836066,True,2017,1
00-0033919,Carlos Henderson,2017,2018,WR,82,3,4.406719247264253,1994-12-19,23.701574264202602,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.6589341249827877,38.24933775800572,6.782012386312365,25.203793906742604,4.468899397397166,True,0.42201834862385323,21.88478260869565,5.760869565217392,9.235779816513762,2.4311926605504586,True,0.6453407665518045,38.24933775800572,6.782012386312365,24.68385694885029,4.376709072146655,True,2018,1
00-0033550,Davis Webb,2017,2018,QB,87,3,4.465908118654584,1995-01-22,23.60848733744011,2021.0,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,1.0,-0.3,1.0,artifact,0.0,0.0,0.0,artifact,0.5228719889700439,25.086841575182437,4.235731926848055,13.11720675139203,2.214745577334959,True,0.3170731707317073,20.227692307692312,3.923076923076923,6.413658536585365,1.2439024390243902,True,0.4720226414003458,25.086841575182437,4.235731926848055,11.841557224709625,1.9993613723745949,True,2018,1
00-0033286,Joe Williams,2017,2018,RB,121,4,4.795790545596741,1993-09-04,24.99110198494182,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4043715181502504,42.35162988025854,7.631738415032366,17.125792870817655,3.086057649012224,True,0.4032258064516129,41.7288,7.6,16.826129032258066,3.064516129032258,True,0.4814396337154844,42.35162988025854,7.631738415032366,20.38975317680544,3.6742213471455742,True,2018,1
00-0033561,Donnel Pumphrey,2017,2018,RB,132,4,4.882801922586371,1994-12-06,23.737166324435318,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.45630109440626987,40.07886340727477,7.489591751256668,18.28802923529888,3.417508912754589,True,0.4032258064516129,41.7288,7.6,16.826129032258066,3.064516129032258,True,0.44495277161740504,40.07886340727477,7.489591751256668,17.8332013563423,3.332514608004509,True,2018,1
00-0033949,Joshua Dobbs,2017,2018,QB,135,4,4.90527477843843,1995-01-26,23.59753593429158,2018.0,True,1.0,0.82,5.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,artifact,0.0,0.0,0.0,convention_zero,1.0,10.48,1.0,artifact,0.3744204398886041,13.610436439994018,3.517957918168824,5.096025598938446,1.317195351230369,True,0.3170731707317073,20.227692307692312,3.923076923076923,6.413658536585365,1.2439024390243902,True,0.32445388958491994,13.610436439994018,3.517957918168824,4.41595904190439,1.1414151299459425,True,2018,1
00-0033564,Jake Butt,2017,2018,TE,145,5,4.976733742420574,1995-07-11,23.143052703627653,2018.0,True,1.0,16.5,3.0,artifact,0.0,0.0,0.0,convention_zero,1.0,2.5,4.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4177141971335648,18.476147368496886,4.570482653397484,7.717749064153102,1.9091554920768148,True,0.29411764705882354,19.013333333333332,4.6,5.592156862745099,1.3529411764705883,True,0.33156593402024764,18.476147368496886,4.570482653397484,6.126061059331411,1.5154163498970765,True,2018,1
00-0033953,Jordan Leggett,2017,2018,TE,150,5,5.0106352940962555,1995-01-31,23.583846680355922,2018.0,True,1.0,29.7,12.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.37300990732355815,17.590627420458375,4.515099177876899,6.5614783038684195,1.6841767258965359,True,0.29411764705882354,19.013333333333332,4.6,5.592156862745099,1.3529411764705883,True,0.3190130172543746,17.590627420458375,4.515099177876899,5.611639128797963,1.4403754119372558,True,2018,1
00-0033957,Rodney Adams,2017,2018,WR,170,5,5.135798437050262,1994-09-15,23.96167008898015,2021.0,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,1.0,0.0,1.0,artifact,0.0,0.0,0.0,convention_zero,0.40814093643746774,19.20554376203991,5.590947745780099,7.838568615829735,2.281894648535639,True,0.42201834862385323,21.88478260869565,5.760869565217392,9.235779816513762,2.4311926605504586,True,0.40333727147769965,19.20554376203991,5.590947745780099,7.7463116182267315,2.2550376087573407,True,2018,1
00-0033291,DeAngelo Yancey,2017,2018,WR,175,5,5.1647859739235145,1994-11-18,23.786447638603697,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.408198948628126,18.448379535713947,5.5435920803468415,7.530609130371069,2.2628884588207865,True,0.42201834862385323,21.88478260869565,5.760869565217392,9.235779816513762,2.4311926605504586,True,0.3916247047252078,18.448379535713947,5.5435920803468415,7.22484118833254,2.1710076115828323,True,2018,1
00-0033789,T.J. Logan,2017,2018,RB,179,5,5.187385805840755,1994-09-03,23.994524298425734,2018.0,True,1.0,10.9,6.0,artifact,1.0,4.3,9.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.3491918606177477,32.123029790777935,6.992006442962813,11.217100541321086,2.4415517392694643,True,0.4032258064516129,41.7288,7.6,16.826129032258066,3.064516129032258,True,0.35091375824364085,32.123029790777935,6.992006442962813,11.272413110054321,2.453591258563832,True,2018,1
00-0033966,Bucky Hodges,2017,2018,TE,201,6,5.303304908059076,1995-08-08,23.066392881587955,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.32718310498233805,9.945998530662916,4.036977687875713,3.2541626814120646,1.3208308946635958,True,0.29411764705882354,19.013333333333332,4.6,5.592156862745099,1.3529411764705883,True,0.24376472163556137,9.945998530662916,4.036977687875713,2.424483563214748,0.9840727423339953,True,2018,1
00-0033530,Robert Davis,2017,2018,WR,209,6,5.342334251964811,1995-04-02,23.416837782340863,2019.0,True,0.0,0.0,0.0,convention_zero,1.0,3.7,2.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.39773521512249543,13.810758713825832,5.253539259027873,5.4930250880483955,2.0895175673439264,True,0.42201834862385323,21.88478260869565,5.760869565217392,9.235779816513762,2.4311926605504586,True,0.34976146642874506,13.810758713825832,5.253539259027873,4.830471220241292,1.8374855951785716,True,2018,1
00-0033585,Brad Kaaya,2017,2018,QB,215,6,5.3706380281276624,1995-09-03,22.99520876112252,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.30309603354709497,1.4549916206512634,2.7577144227116035,0.4410021890636574,0.8358523031795038,True,0.3170731707317073,20.227692307692312,3.923076923076923,6.413658536585365,1.2439024390243902,True,0.21778442300359582,1.4549916206512634,2.7577144227116035,0.31687451057860216,0.600587244358941,True,2018,1
00-0033589,David Moore,2017,2018,WR,226,7,5.420534999272286,1995-01-15,23.627652292950035,2018.0,True,1.0,97.4,13.0,artifact,1.0,54.6,13.0,artifact,1.0,117.3,15.0,artifact,1.0,0.0,2.0,artifact,0.0,0.0,0.0,convention_zero,0.3885546094786254,11.768128855619015,5.125786133872194,4.5725607117891895,1.9916478295176634,True,0.42201834862385323,21.88478260869565,5.760869565217392,9.235779816513762,2.4311926605504586,True,0.3470426314024819,11.768128855619015,5.125786133872194,4.0840424047375015,1.7788663079053606,True,2018,1
00-0033471,Isaiah Ford,2017,2018,WR,237,7,5.4680601411351315,1996-02-09,22.559890485968516,2018.0,True,1.0,0.0,1.0,artifact,1.0,35.0,7.0,artifact,1.0,48.900000000000006,8.0,artifact,1.0,40.1,10.0,artifact,0.0,0.0,0.0,convention_zero,0.4436317210627796,10.52675614337534,5.0481463976101715,4.670002945093791,2.239517874548671,True,0.42201834862385323,21.88478260869565,5.760869565217392,9.235779816513762,2.4311926605504586,True,0.329101698378067,10.52675614337534,5.0481463976101715,3.4643733251965756,1.6613535531146282,True,2018,1
00-0033797,Khalfani Muhammad,2017,2018,RB,241,7,5.484796933490655,1994-09-26,23.9315537303217,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.30892599630678963,24.35455096650238,6.506138950367674,7.523753921931234,2.0099154573527445,True,0.4032258064516129,41.7288,7.6,16.826129032258066,3.064516129032258,True,0.2938215185970946,24.35455096650238,6.506138950367674,7.155891149728068,1.911643626600737,True,2018,1
00-0033975,Elijah Hood,2017,2018,RB,242,7,5.488937726156687,1996-04-22,22.360027378507873,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.41188293861041064,24.246392067418917,6.499374319313352,9.986675215428653,2.676981393767821,True,0.4032258064516129,41.7288,7.6,16.826129032258066,3.064516129032258,True,0.2923739715676925,24.246392067418917,6.499374319313352,7.089013944938664,1.900247882442713,True,2018,1
00-0033305,Malachi Dupre,2017,2018,WR,247,7,5.5093883366279774,1995-10-12,22.888432580424368,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4027589617248934,9.4472497574891,4.9806303403723,3.804964503482061,2.00599350462385,True,0.42201834862385323,21.88478260869565,5.760869565217392,9.235779816513762,2.4311926605504586,True,0.313892980986315,9.4472497574891,4.9806303403723,2.965425388500495,1.563384904730346,True,2018,1
00-0033798,Mason Schreck,2017,2018,TE,251,7,5.5254529391317835,1993-11-04,24.824093086926762,2018.0,True,1.0,0.0,1.0,artifact,0.0,0.0,0.0,convention_zero,1.0,0.0,2.0,artifact,0.0,0.0,0.0,convention_zero,1.0,2.6,2.0,artifact,0.18848827686371478,4.143417138098741,3.6740642095027733,0.7809855566878162,0.6925180319358241,True,0.29411764705882354,19.013333333333332,4.6,5.592156862745099,1.3529411764705883,True,0.19988717917707413,4.143417138098741,3.6740642095027733,0.8282159638885027,0.734398330952956,True,2018,1
00-0033597,Chad Kelly,2017,2018,QB,253,7,5.53338948872752,1994-03-26,24.435318275154003,2018.0,True,1.0,-0.1,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.20171899806506968,-2.7961313459992354,2.491834511954081,-0.5640328135733005,0.5026503610953391,True,0.3170731707317073,20.227692307692312,3.923076923076923,6.413658536585365,1.2439024390243902,True,0.19259144039292025,-2.7961313459992354,2.491834511954081,-0.5385109634537876,0.4799059978780259,True,2018,1
00-0034358,Derrius Guice,2018,2019,RB,59,2,4.07753744390572,1997-06-21,22.195756331279945,2019.0,True,1.0,57.400000000000006,5.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.7615803082933016,60.12229563421559,8.782483967355722,45.78795644440693,6.688566847439749,True,0.3880597014925373,40.543076923076924,7.538461538461538,15.733134328358211,2.925373134328358,True,0.6682082507981808,60.12229563421559,8.782483967355722,40.174213999710304,5.868528249489834,True,2019,1
00-0034771,Mason Rudolph,2018,2019,QB,76,3,4.330733340286331,1995-07-17,24.125941136208077,2019.0,True,1.0,108.8,10.0,artifact,1.0,-0.3400000000000001,3.0,artifact,1.0,18.38,2.0,artifact,0.0,0.0,0.0,convention_zero,1.0,31.58,3.0,artifact,0.5343413251443871,28.174192014876734,4.463443330757264,15.054635096101645,2.3850022240637134,True,0.32558139534883723,18.808571428571433,3.857142857142857,6.123720930232558,1.255813953488372,True,0.520350727533184,28.174192014876734,4.463443330757264,14.660461312600733,2.3225559844626806,True,2019,1
00-0034267,Jaleel Scott,2018,2019,WR,132,4,4.882801922586371,1995-02-23,24.520191649555098,2019.0,True,0.0,0.0,0.0,artifact,1.0,2.6,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4080425470486087,27.331508482545576,6.086964587346857,11.15241833589855,2.4837405340156953,True,0.41379310344827586,23.00208333333333,5.8125,9.518103448275863,2.4051724137931036,True,0.4514166418075486,27.331508482545576,6.086964587346857,12.337897774725253,2.747757112821589,True,2019,1
00-0034393,Troy Fumagalli,2018,2019,TE,156,5,5.049856007249537,1995-02-17,24.536618754277892,2019.0,True,1.0,13.9,5.0,artifact,1.0,12.5,6.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.3230770963439356,16.91485343785545,4.629298628722753,5.464801733785575,1.49562035907671,True,0.32727272727272727,18.41111111111111,4.722222222222222,6.025454545454546,1.5454545454545454,True,0.33590254670476455,16.91485343785545,4.629298628722753,5.681742346913487,1.554993198844847,True,2019,1
00-0034395,Daurice Fountain,2018,2019,WR,159,5,5.0689042022202315,1995-12-22,23.693360711841205,2020.0,True,0.0,0.0,0.0,convention_zero,1.0,4.300000000000001,2.0,artifact,1.0,0.0,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.43673464003094153,22.51507828993703,5.779303086235852,9.833114612224115,2.524021852996924,True,0.41379310344827586,23.00208333333333,5.8125,9.518103448275863,2.4051724137931036,True,0.41502653764976655,22.51507828993703,5.779303086235852,9.344354987585993,2.3985641499090757,True,2019,1
00-0034271,Jordan Lasley,2018,2019,WR,162,5,5.087596335232384,1996-11-13,22.798083504449007,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4923940105783473,22.03131552259689,5.748401531924967,10.848087808488481,2.83047848471925,True,0.41379310344827586,23.00208333333333,5.8125,9.518103448275863,2.4051724137931036,True,0.40704921182875864,22.03131552259689,5.748401531924967,8.96782961902376,2.3398823128452864,True,2019,1
00-0034401,Mike White,2018,2019,QB,171,5,5.14166355650266,1995-03-25,24.438056125941138,2021.0,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,1.0,44.02,4.0,artifact,1.0,56.58,4.0,artifact,1.0,2.06,6.0,artifact,0.26899241320842854,7.186868349808346,3.122825644030153,1.9332130608262237,0.8400164060168359,True,0.32558139534883723,18.808571428571433,3.857142857142857,6.123720930232558,1.255813953488372,True,0.2711976770706289,7.186868349808346,3.122825644030153,1.9490620018804476,0.8469030605575681,True,2019,1
00-0034406,Deon Cain,2018,2019,WR,185,6,5.220355825078324,1996-08-09,23.06091718001369,2019.0,True,1.0,21.4,11.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4677295460037719,18.59542630884137,5.528925531882988,8.697630305180969,2.586041828916293,True,0.41379310344827586,23.00208333333333,5.8125,9.518103448275863,2.4051724137931036,True,0.39402791918330127,18.59542630884137,5.528925531882988,7.327117134799181,2.178551022647281,True,2019,1
