gsis_id,name,draft_season,origin_year,draft_position,pick,round,log_pick,birth_date,age_at_origin,first_full_reg_season,window_absent_through_draft_season,appear_1,points_1,games_1,label_source_1,appear_2,points_2,games_2,label_source_2,appear_3,points_3,games_3,label_source_3,appear_4,points_4,games_4,label_source_4,appear_5,points_5,games_5,label_source_5,candidate_p_appear,candidate_e_points_given_appear,candidate_e_games_given_appear,candidate_e_points,candidate_e_games,candidate_supported,b1_p_appear,b1_e_points_given_appear,b1_e_games_given_appear,b1_e_points,b1_e_games,b1_supported,b2_p_appear,b2_e_points_given_appear,b2_e_games_given_appear,b2_e_points,b2_e_games,b2_supported,origin,horizon
00-0028165,Scotty McKnight,2011,2012,WR,227,7,5.424950017481403,1988-02-11,24.555783709787818,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.31949020667471284,7.527896342801146,4.563584901255386,2.405089158387353,1.4580206832796825,True,0.4246575342465753,17.103225806451615,5.193548387096774,7.263013698630138,2.2054794520547945,True,0.3378873525094757,7.527896342801146,4.563584901255386,2.543580965234844,1.5419776202373996,True,2012,1
00-0028170,Baron Batch,2011,2012,RB,232,7,5.44673737166631,1987-12-21,24.698151950718685,2012.0,True,1.0,18.0,9.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.27029537774024387,21.722070087382388,6.63921560678431,5.871375139569075,1.7945492903346876,True,0.4,42.25750000000001,8.0,16.903,3.2,True,0.2872718042389789,21.722070087382388,6.63921560678431,6.240138265807893,1.9072594460925159,True,2012,1
00-0028176,Daniel Hardy,2011,2012,TE,238,7,5.472270673671475,1987-09-07,24.985626283367555,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.16544652796551346,-11.025403569099755,1.7046823529902992,-1.8241147399261344,0.28203377658632683,True,0.25806451612903225,3.2625,2.625,0.8419354838709678,0.6774193548387096,True,0.17672329093152236,-11.025403569099755,1.7046823529902992,-1.948445602579461,0.30125707541333674,True,2012,1
00-0028178,Stanley Havili,2011,2012,RB,240,7,5.480638923341991,1987-11-14,24.799452429842574,2012.0,True,1.0,19.5,12.0,artifact,1.0,33.699999999999996,11.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.25736863752243444,20.753171733658803,6.5757751221036225,5.341215533360865,1.6923982838297293,True,0.4,42.25750000000001,8.0,16.903,3.2,True,0.2792919881379344,20.753171733658803,6.5757751221036225,5.796194593661549,1.836561307400289,True,2012,1
00-0028184,Jay Finley,2011,2012,RB,246,7,5.5053315359323625,1988-05-15,24.298425735797398,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.2757232790309936,20.047462687747878,6.529567463948279,5.527552148517341,1.8003537518139086,True,0.4,42.25750000000001,8.0,16.903,3.2,True,0.27356603338614827,20.047462687747878,6.529567463948279,5.4843048469439974,1.7862678708395823,True,2012,1
00-0029694,Michael Egnew,2012,2013,TE,78,3,4.356708826689592,1989-11-01,23.83299110198494,2013.0,True,1.0,13.9,7.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.49059801991708146,21.07578008560068,3.718293345285759,10.339735978203551,1.8241873526680543,True,0.25,3.2625,2.625,0.815625,0.65625,True,0.45404994597318826,21.07578008560068,3.718293345285759,9.569456809209786,1.6882908925394644,True,2013,1
00-0029667,Nick Toon,2012,2013,WR,122,4,4.804021044733257,1988-11-04,24.824093086926762,2013.0,True,1.0,10.8,5.0,artifact,1.0,39.5,5.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.45165479851274154,26.616997094719846,5.815554884820382,12.021694459829918,2.6266232697433396,True,0.42105263157894735,18.259375,5.3125,7.688157894736843,2.236842105263158,True,0.5172571560192921,26.616997094719846,5.815554884820382,13.767832218988548,3.0081373803962927,True,2013,1
00-0029281,Adrien Robinson,2012,2013,TE,127,4,4.844187086458591,1988-09-23,24.93908281998631,2014.0,True,0.0,0.0,0.0,convention_zero,1.0,16.0,8.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.2725823154613839,6.965207713831088,2.8645551644292158,1.8985924463055701,0.7808270794869809,True,0.25,3.2625,2.625,0.815625,0.65625,True,0.3057834103750004,6.965207713831088,2.8645551644292158,2.12984496870553,0.8759334473864856,True,2013,1
00-0029573,Greg Childs,2012,2013,WR,134,4,4.897839799950911,1990-03-10,23.479808350444902,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.5163849336099888,23.901314274412385,5.651246729934253,12.342278584783918,2.9182186674507657,True,0.42105263157894735,18.259375,5.3125,7.688157894736843,2.236842105263158,True,0.48461846862343017,23.901314274412385,5.651246729934253,11.583018321753062,2.738698536073905,True,2013,1
00-0029633,Danny Coale,2012,2013,WR,152,5,5.0238805208462765,1988-06-27,25.180013689253936,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.36981281393397464,20.25293267309371,5.430507089520242,7.48979402225212,2.0082711078638793,True,0.42105263157894735,18.259375,5.3125,7.688157894736843,2.236842105263158,True,0.45165439932665885,20.25293267309371,5.430507089520242,9.147326141069403,2.4527124175564277,True,2013,1
00-0029420,Bradie Ewing,2012,2013,RB,157,5,5.056245805348308,1989-12-26,23.682409308692677,2013.0,True,1.0,4.9,2.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.4661358941401636,34.147041808163976,7.425584996964389,15.917161865490064,3.4613317020737795,True,0.44680851063829785,43.415238095238095,8.0,19.398297872340425,3.574468085106383,True,0.43682787717017024,34.147041808163976,7.425584996964389,14.916379784701322,3.243702530970619,True,2013,1
00-0029564,B.J. Cunningham,2012,2013,WR,183,6,5.209486152841421,1989-05-29,24.26009582477755,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.38973227882228534,14.880381896949174,5.105449281421574,5.799365146443883,1.9897583828600294,True,0.42105263157894735,18.259375,5.3125,7.688157894736843,2.236842105263158,True,0.39906811488035987,14.880381896949174,5.105449281421574,5.938285952315341,2.0374220203541955,True,2013,1
00-0029300,Tommy Streeter,2012,2013,WR,198,6,5.288267030694535,1989-10-07,23.901437371663246,2014.0,True,0.0,0.0,0.0,convention_zero,1.0,0.0,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.38782280152221354,12.599986297390178,4.967477501148808,4.886561984995361,1.9265010409940957,True,0.42105263157894735,18.259375,5.3125,7.688157894736843,2.236842105263158,True,0.37308202593482365,12.599986297390178,4.967477501148808,4.700828414581345,1.8532765699142526,True,2013,1
