gsis_id,name,draft_season,origin_year,draft_position,pick,round,log_pick,birth_date,age_at_origin,first_full_reg_season,window_absent_through_draft_season,appear_1,points_1,games_1,label_source_1,appear_2,points_2,games_2,label_source_2,appear_3,points_3,games_3,label_source_3,appear_4,points_4,games_4,label_source_4,appear_5,points_5,games_5,label_source_5
00-0034419,Braxton Berrios,2018,2019,WR,210,6,5.3471075307174685,1995-10-06,23.904175222450377,2019.0,True,1.0,15.4,15.0,artifact,1.0,90.7,15.0,artifact,1.0,121.1,16.0,artifact,1.0,57.68,16.0,artifact,1.0,55.0,15.0,artifact
00-0034423,Danny Etling,2018,2019,QB,219,7,5.389071729816501,1994-07-22,25.111567419575632,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0034732,Alex McGough,2018,2019,QB,220,7,5.393627546352362,1995-11-19,23.783709787816566,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0034432,Bo Scarbrough,2018,2019,RB,236,7,5.4638318050256105,1996-09-29,22.921286789869953,2019.0,True,1.0,39.0,5.0,artifact,1.0,3.1,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0034433,Nick Bawden,2018,2019,RB,237,7,5.4680601411351315,1996-06-22,23.19233401779603,2019.0,True,1.0,5.7,7.0,artifact,0.0,0.0,0.0,convention_zero,1.0,3.0,1.0,artifact,0.0,0.0,0.0,convention_zero,1.0,11.5,6.0,artifact
00-0034438,Logan Woodside,2018,2019,QB,249,7,5.517452896464707,1995-01-27,24.594113620807665,2020.0,True,0.0,0.0,0.0,convention_zero,1.0,1.28,5.0,artifact,1.0,-0.6000000000000001,4.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,artifact
00-0034439,Ryan Izzo,2018,2019,TE,250,7,5.521460917862246,1995-12-21,23.696098562628336,2019.0,True,1.0,23.4,6.0,artifact,1.0,30.9,10.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0034442,Austin Proehl,2018,2019,WR,255,7,5.541263545158426,1995-10-11,23.890485968514717,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0034971,Jalen Hurd,2019,2020,WR,67,3,4.204692619390966,1996-01-23,24.607802874743328,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035660,Kahale Warring,2019,2020,TE,86,3,4.454347296253507,1997-03-23,23.444216290212182,2020.0,True,1.0,6.5,4.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035529,Hakeem Butler,2019,2020,WR,103,4,4.634728988229636,1996-05-16,24.295687885010267,2020.0,True,1.0,0.0,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035256,Bryce Love,2019,2020,RB,112,4,4.718498871295094,1997-07-08,23.15126625598905,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035589,Gary Jennings Jr,2019,2020,WR,120,4,4.787491742782046,1997-03-07,23.488021902806295,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035282,Easton Stick,2019,2020,QB,166,5,5.111987788356544,1995-09-09,24.980150581793293,2020.0,True,1.0,-0.04,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,1.0,51.540000000000006,4.0,artifact,0.0,0.0,0.0,convention_zero
00-0035283,Clayton Thorson,2019,2020,QB,167,5,5.117993812416755,1995-06-15,25.215605749486652,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035291,Trayveon Williams,2019,2020,RB,182,6,5.204006687076795,1997-10-18,22.872005475701574,2020.0,True,1.0,13.000000000000002,5.0,artifact,1.0,1.3,3.0,artifact,1.0,8.0,6.0,artifact,1.0,15.1,15.0,artifact,1.0,0.0,4.0,artifact
00-0035296,Marcus Green,2019,2020,WR,203,6,5.313205979041787,1996-08-13,24.05201916495551,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035299,Rodney Anderson,2019,2020,RB,211,6,5.351858133476067,1996-09-12,23.969883641341546,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035303,Mike Weber,2019,2020,RB,218,7,5.384495062789089,1997-08-27,23.014373716632445,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035309,Alizé Mack,2019,2020,TE,231,7,5.442417710521793,1997-03-29,23.42778918548939,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035310,Chandler Cox,2019,2020,RB,233,7,5.4510384535657,1996-07-29,24.093086926762492,2020.0,True,1.0,2.9000000000000004,2.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035313,Terry Godwin,2019,2020,WR,237,7,5.4680601411351315,1996-10-23,23.857631759069132,2020.0,True,1.0,0.0,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035002,Dillon Mitchell,2019,2020,WR,239,7,5.476463551931511,1997-05-16,23.29637234770705,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0035320,Caleb Wilson,2019,2020,TE,254,7,5.537334267018537,1996-07-15,24.13141683778234,2020.0,True,0.0,0.0,0.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036264,Jordan Love,2020,2021,QB,26,1,3.258096538021482,1998-11-02,22.830937713894592,2021.0,True,1.0,13.880000000000004,5.0,artifact,1.0,11.7,4.0,artifact,1.0,300.52,16.0,artifact,1.0,231.1,14.0,artifact,1.0,235.14,15.0,artifact
00-0036226,Jacob Eason,2020,2021,QB,122,4,4.804021044733257,1997-11-17,23.789185489390828,2021.0,True,1.0,-1.0,1.0,artifact,1.0,0.3599999999999999,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036301,James Morgan,2020,2021,QB,125,4,4.8283137373023015,1997-02-28,24.50650239561944,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036424,Brycen Hopkins,2020,2021,TE,136,4,4.912654885736052,1997-03-27,24.432580424366872,2021.0,True,1.0,1.9,1.0,artifact,1.0,17.900000000000002,6.0,artifact,1.0,6.1,4.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036197,Jake Fromm,2020,2021,QB,167,5,5.117993812416755,1998-07-30,23.091033538672143,2021.0,True,1.0,3.4800000000000004,2.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036308,Isaiah Coulter,2020,2021,WR,171,5,5.14166355650266,1998-09-18,22.954140999315538,2021.0,True,1.0,0.0,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036165,Isaiah Hodgins,2020,2021,WR,207,6,5.332718793265369,1998-10-21,22.863791923340177,2022.0,True,0.0,0.0,0.0,convention_zero,1.0,100.2,9.0,artifact,1.0,53.4,13.0,artifact,1.0,3.2,2.0,artifact,1.0,27.5,5.0,artifact
00-0036228,Dezmon Patmon,2020,2021,WR,212,6,5.356586274672012,1998-08-06,23.071868583162217,2021.0,True,1.0,10.1,4.0,artifact,1.0,4.4,1.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036259,Jauan Jennings,2020,2021,WR,217,7,5.37989735354046,1997-07-10,24.145106091718002,2021.0,True,1.0,54.8,12.0,artifact,1.0,80.6,15.0,artifact,1.0,51.5,13.0,artifact,1.0,198.3,14.0,artifact,1.0,165.8,14.0,artifact
00-0036383,Eno Benjamin,2020,2021,RB,222,7,5.402677381872279,1999-04-13,22.38740588637919,2021.0,True,1.0,18.4,7.0,artifact,1.0,89.30000000000001,12.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036279,Nate Stanley,2020,2021,QB,244,7,5.497168225293202,1997-08-26,24.016427104722794,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero
00-0036973,Travis Etienne,2021,2022,RB,25,1,3.2188758248682006,1999-01-26,23.59753593429158,2022.0,True,1.0,199.7,16.0,artifact,1.0,268.7,16.0,artifact,1.0,121.2,14.0,artifact,1.0,249.1,16.0,artifact,,,,unknown
00-0036928,Kyle Trask,2021,2022,QB,64,2,4.1588830833596715,1998-03-06,24.490075290896645,2022.0,True,0.0,0.0,0.0,artifact,1.0,-0.1,2.0,artifact,1.0,-0.2,3.0,artifact,0.0,0.0,0.0,convention_zero,,,,unknown
00-0036640,Zach Davidson,2021,2022,TE,168,5,5.123963979403259,1998-07-15,24.13141683778234,2024.0,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,1.0,1.5,2.0,artifact,0.0,0.0,0.0,convention_zero,,,,unknown
00-0036646,Simi Fehoko,2021,2022,WR,179,5,5.187385805840755,1997-11-05,24.82135523613963,2022.0,True,1.0,5.4,3.0,artifact,1.0,7.9,2.0,artifact,1.0,16.6,6.0,artifact,1.0,0.0,7.0,artifact,,,,unknown
00-0036647,Cornell Powell,2021,2022,WR,181,5,5.198497031265826,1997-10-30,24.83778234086242,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown
00-0036536,Tre Nixon,2021,2022,WR,242,7,5.488937726156687,1998-01-26,24.5968514715948,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown
00-0036578,Gerrid Doaks,2021,2022,RB,244,7,5.497168225293202,1998-06-09,24.229979466119097,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown
00-0037614,John Metchie,2022,2023,WR,44,2,3.784189633918261,2000-07-18,23.121149897330596,2023.0,True,1.0,30.700000000000003,13.0,artifact,1.0,51.0,9.0,artifact,1.0,66.9,12.0,artifact,,,,unknown,,,,unknown
00-0038132,Matt Corral,2022,2023,QB,94,3,4.543294782270004,1999-01-31,24.583162217659137,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown
00-0037837,Calvin Austin III,2022,2023,WR,138,4,4.927253685157205,1999-03-24,24.44079397672827,2023.0,True,1.0,51.9,15.0,artifact,1.0,120.8,16.0,artifact,1.0,71.7,13.0,artifact,,,,unknown,,,,unknown
00-0037292,Andrew Ogletree,2022,2023,TE,192,6,5.2574953720277815,1998-07-28,25.09514031485284,2023.0,True,1.0,35.7,11.0,artifact,1.0,22.8,11.0,artifact,1.0,12.7,11.0,artifact,,,,unknown,,,,unknown
00-0037306,John FitzPatrick,2022,2023,TE,213,6,5.3612921657094255,2000-03-09,23.479808350444902,2023.0,True,1.0,0.0,2.0,artifact,1.0,1.2,1.0,artifact,1.0,25.2,11.0,artifact,,,,unknown,,,,unknown
00-0037317,Nick Muse,2022,2023,TE,227,7,5.424950017481403,1998-11-25,24.76659822039699,2023.0,True,0.0,0.0,0.0,artifact,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown
00-0037091,Bo Melton,2022,2023,WR,229,7,5.43372200355424,1999-05-18,24.290212183436,2023.0,True,1.0,33.3,3.0,artifact,1.0,22.4,12.0,artifact,1.0,24.200000000000003,12.0,artifact,,,,unknown,,,,unknown
00-0037324,Chris Oladokun,2022,2023,QB,241,7,5.484796933490655,1997-09-03,25.99315537303217,2024.0,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,artifact,1.0,12.88,2.0,artifact,,,,unknown,,,,unknown
00-0038550,Hendon Hooker,2023,2024,QB,68,3,4.219507705176107,1998-01-13,26.633812457221083,2024.0,True,1.0,2.68,3.0,artifact,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0038564,Cameron Latu,2023,2024,TE,101,3,4.61512051684126,2000-02-24,24.520191649555098,2025.0,True,0.0,0.0,0.0,convention_zero,1.0,0.0,9.0,artifact,,,,unknown,,,,unknown,,,,unknown
00-0038998,Jake Haener,2023,2024,QB,127,4,4.844187086458591,1999-03-10,25.481177275838466,2024.0,True,1.0,13.24,8.0,artifact,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0039107,Stetson Bennett,2023,2024,QB,128,4,4.852030263919617,1997-10-28,26.844626967830255,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0038590,Justin Shorter,2023,2024,WR,150,5,5.0106352940962555,2000-04-17,24.3750855578371,2024.0,True,1.0,0.0,1.0,artifact,1.0,0.0,3.0,artifact,,,,unknown,,,,unknown,,,,unknown
00-0038400,Tanner McKee,2023,2024,QB,188,6,5.236441962829949,2000-04-27,24.347707049965777,2024.0,True,1.0,9.96,1.0,artifact,1.0,1.82,3.0,artifact,,,,unknown,,,,unknown,,,,unknown
00-0038406,Zack Kuntz,2023,2024,TE,220,7,5.393627546352362,1999-06-09,25.232032854209447,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0039046,DeWayne McBride,2023,2024,RB,222,7,5.402677381872279,2001-07-08,23.15126625598905,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0038409,Lew Nichols,2023,2024,RB,235,7,5.459585514144159,2001-08-16,23.044490075290895,2025.0,True,0.0,0.0,0.0,convention_zero,1.0,0.0,1.0,artifact,,,,unknown,,,,unknown,,,,unknown
00-0038636,Kenny McIntosh,2023,2024,RB,237,7,5.4680601411351315,2000-03-03,24.49828884325804,2024.0,True,1.0,17.5,10.0,artifact,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0038637,Max Duggan,2023,2024,QB,239,7,5.476463551931511,2001-03-12,23.474332648870636,,True,0.0,0.0,0.0,convention_zero,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0038507,Grant Dubose,2023,2024,WR,256,7,5.545177444479562,2001-06-20,23.200547570157426,2024.0,True,1.0,3.0999999999999996,2.0,artifact,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown
00-0039923,J.J. McCarthy,2024,2025,QB,10,1,2.302585092994046,2003-01-20,22.614647501711158,2025.0,True,1.0,117.4,9.0,artifact,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039739,Roman Wilson,2024,2025,WR,84,3,4.430816798843313,2001-06-19,24.202600958247775,2025.0,True,1.0,38.6,9.0,artifact,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039797,Jordan Travis,2024,2025,QB,171,5,5.14166355650266,2000-05-02,25.333333333333332,,True,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039397,Tejhaun Palmer,2024,2025,WR,191,6,5.25227342804663,2000-05-19,25.286789869952088,,True,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039399,Tanner McLachlan,2024,2025,TE,194,6,5.267858159063328,1999-03-15,26.466803559206024,,True,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039405,Jawhar Jordan,2024,2025,RB,205,6,5.3230099791384085,1999-08-18,26.039698836413415,2025.0,True,1.0,29.4,3.0,artifact,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039801,Devin Leary,2024,2025,QB,218,6,5.384495062789089,1999-09-10,25.976728268309376,,True,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039415,Brenden Rice,2024,2025,WR,225,7,5.41610040220442,2002-03-18,23.457905544147845,,True,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039884,Tahj Washington,2024,2025,WR,241,7,5.484796933490655,2001-05-16,24.295687885010267,2025.0,True,1.0,0.1,1.0,artifact,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039238,Michael Pratt,2024,2025,QB,245,7,5.501258210544727,2001-09-30,23.920602327173167,,True,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0039437,Cornelius Johnson,2024,2025,WR,253,7,5.53338948872752,2000-11-29,24.75564681724846,,True,0.0,0.0,0.0,convention_zero,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040692,Jarquez Hunter,2025,2026,RB,117,4,4.762173934797756,2002-12-29,23.67419575633128,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040177,Jordan James,2025,2026,RB,147,5,4.990432586778736,2004-03-29,22.425735797399042,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040014,Kyle McCord,2025,2026,QB,181,6,5.198497031265826,2002-09-19,23.95071868583162,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040203,Will Howard,2025,2026,QB,185,6,5.220355825078324,2001-09-24,24.93634496919918,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040211,Graham Mertz,2025,2026,QB,197,6,5.2832037287379885,2000-12-06,25.73579739904175,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040215,Gavin Bartholomew,2025,2026,TE,202,6,5.308267697401205,2003-04-30,23.340177960301162,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040220,Tommy Mellott,2025,2026,QB,213,6,5.3612921657094255,2001-10-16,24.876112251882272,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040222,Cam Miller,2025,2026,QB,215,6,5.3706380281276624,2001-06-18,25.204654346338124,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040651,Damien Martinez,2025,2026,RB,223,7,5.407171771460119,2004-01-31,22.584531143052704,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040589,Kurtis Rourke,2025,2026,QB,227,7,5.424950017481403,2000-10-25,25.8507871321013,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040653,Ricky White,2025,2026,WR,238,7,5.472270673671475,2002-02-06,24.566735112936346,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040239,Kaden Prather,2025,2026,WR,240,7,5.480638923341991,,,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040240,Caleb Lohner,2025,2026,TE,241,7,5.484796933490655,2001-10-01,24.917180013689254,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040247,Junior Bergen,2025,2026,WR,252,7,5.529429087511423,2002-10-23,23.857631759069132,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
00-0040250,Luke Lachey,2025,2026,TE,255,7,5.541263545158426,2001-06-29,25.17453798767967,,True,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown
